Title	Photographer	Contributors	Summary	Note	Subject	Genre	Date	Coverage Temporal	Location	Physical Description	Language	Repository	Collection Title	Collection No.	Series	Container	Copyright	Rights	Editor	Object ID	Hardware	Software	Directory	Digital ID	Type	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Party thrown by the Kappa Epsilon fraternity				Written on verso: "KE"		Photographs			Coral Gables (Florida)	1 b&w photograph; 10 x 12.9 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series III: Student Organizations and Activities	Box No. 2; Folder No. 2; Folder Title: Fraternities: Miscellaneous Group Photos	http://merrick.library.miami.edu/digitalprojects/copyright.html				EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420051590001001	Image	image/tiff	2295.551 KB	3116	2444	0xE569DE93	RGB	24-bit depth	600 dpi			2008-06-23	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umstudents/id/10	10	160.jp2	/umstudents/image/160.jp2
Student receiving a bid to join the Omicron Delta Kappa Fraternity						Photographs			Coral Gables (Florida)	1 negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series III: Student Organizations and Activities	Box No. 2; Folder No. 6; Folder Title: Fraternities: Omicron Delta Kappa - Tapping.	http://merrick.library.miami.edu/digitalprojects/copyright.html				EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420051800001001	Image	image/tiff	8270.171 KB	5143	5170	0xD4F48C49	RGB	24-bit depth	600 dpi			2008-06-23	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umstudents/id/11	11	181.jp2	/umstudents/image/181.jp2
Guests enjoying dinner at the Omicron Delta Kappa convention						Photographs	1973-05-04	1970-1980	Coral Gables (Florida)	1 negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series III: Student Organizations and Activities	Box No. 2  Folder No. 4  Folder Title: Fraternities: Omicron Delta Kappa Convention Photos, 1973	http://merrick.library.miami.edu/digitalprojects/copyright.html				EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420051780001001	Image	image/tiff	10185.86 KB	5184	5177	0xA888886A	RGB	24-bit depth	600 dpi			2008-06-23	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umstudents/id/12	12	179.jp2	/umstudents/image/179.jp2
Students at an Associated Women Students' Luncheon	Blakeley, Ron					Photographs	1961-03-05	1960-1970	Coral Gables (Florida)	1 negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series III: Student Organizations and Activities	Box No. 1; Folder No. 1; Folder Title: Associated Women Students.	http://merrick.library.miami.edu/digitalprojects/copyright.html				EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420050030001001	Image	image/tiff	4865.485 KB	5278	5367	0x5B57C378	RGB	24-bit depth	600 dpi			2008-06-23	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umstudents/id/13	13	4.jp2	/umstudents/image/4.jp2
Speaker at an Associated Women Students' Luncheon	Blakeley, Ron					Photographs	1961-03-05	1960-1970	Coral Gables (Florida)	1 negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series III: Student Organizations and Activities	Box No. 1; Folder No. 1; Folder Title: Associated Women Students.	http://merrick.library.miami.edu/digitalprojects/copyright.html				EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420050060001001	Image	image/tiff	8619.282 KB	5325	5426	0x66FCB993	RGB	24-bit depth	600 dpi			2008-06-23	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umstudents/id/14	14	7.jp2	/umstudents/image/7.jp2
Member of Pi Kappa Phi Fraternity with a friend				Written on verso: "ΠKΦ"		Photographs			Coral Gables (Florida)	1 b&w photograph; 20.4 x 25.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series III: Student Organizations and Activities	Box No. 2; Folder No. 2; Folder Title: Fraternities: Miscellaneous Group Photos	http://merrick.library.miami.edu/digitalprojects/copyright.html				EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420051650001001	Image	image/tiff	10181.781 KB	6083	4926	0x3DCB9E2	RGB	24-bit depth	600 dpi			2008-06-23	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umstudents/id/15	15	166.jp2	/umstudents/image/166.jp2
Dean Clouse opening the Engineers Picnic	Blackshear			Written on separate note: "Dean Clouse opening the program"; Dr. Clouse was the Dean of the Engineering School.		Photographs	1951-04	1950-1960	Coral Gables (Florida)	1 b&w photograph; 13 x 17.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series III: Student Organizations and Activities	Box No. 1; Folder No. 24; Folder Title: Engineers Picnic: Group Photos.	http://merrick.library.miami.edu/digitalprojects/copyright.html				EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420050890001001	Image	image/tiff	3407.191 KB	4295	3162	0xD93BEACF	RGB	24-bit depth	600 dpi			2008-06-23	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umstudents/id/16	16	90.jp2	/umstudents/image/90.jp2
Officers of the Associated Women Students organization	Blakeley, Ron					Photographs	1961	1960-1970	Coral Gables (Florida)	1 negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series III: Student Organizations and Activities	Box No. 1; Folder No. 1; Folder Title: Associated Women Students.	http://merrick.library.miami.edu/digitalprojects/copyright.html				EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420050070001001	Image	image/tiff	2435.475 KB	3531	2361	0xD1A69029	RGB	24-bit depth	600 dpi			2008-06-23	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umstudents/id/17	17	8.jp2	/umstudents/image/8.jp2
Members of the Alpha Tau Omega Fraternity						Photographs			Coral Gables (Florida)	1 b&w photograph; 20.5 x 25.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series III: Student Organizations and Activities	Box No. 2; Folder No. 2; Folder Title: Fraternities: Miscellaneous Group Photos	http://merrick.library.miami.edu/digitalprojects/copyright.html				EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420051660001001	Image	image/tiff	7321.27 KB	6097	4943	0xDEE2399F	RGB	24-bit depth	600 dpi			2008-06-23	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umstudents/id/18	18	167.jp2	/umstudents/image/167.jp2
Hula-hoopers at Derby Day	Wessels, Hugo			Written on verso: "Student Activities: Derby Day"		Photographs	1964	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.5 cm x 20.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series III: Student Organizations and Activities	Box No. 1; Folder No. 21; Folder Title: Derby Day: Activity Photos (3 of 3), October 24, 1964	http://merrick.library.miami.edu/digitalprojects/copyright.html				EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420050820001001	Image	image/tiff	9942.159 KB	4956	6045	0x2FFF87F4	RGB	24-bit depth	600 dpi			2008-06-23	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umstudents/id/19	19	83.jp2	/umstudents/image/83.jp2
Members of the Deed Club						Photographs			Coral Gables (Florida)	1 negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series III: Student Organizations and Activities	Box No. 1; Folder No. 17; Folder Title: Deed Club Photos.	http://merrick.library.miami.edu/digitalprojects/copyright.html				EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420050530001001	Image	image/tiff	12210.618 KB	5206	5278	0xC4DADB47	RGB	24-bit depth	600 dpi			2008-06-23	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umstudents/id/20	20	54.jp2	/umstudents/image/54.jp2
Students at an Associated Women Students' Luncheon	Blakeley, Ron					Photographs	1961-03-05	1960-1970	Coral Gables (Florida)	1 b&w photograph; 12.7 x 17.8 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series III: Student Organizations and Activities	Box No. 1; Folder No. 1; Folder Title: Associated Women Students.	http://merrick.library.miami.edu/digitalprojects/copyright.html				EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420050020001001	Image	image/tiff	2776.181 KB	4257	3143	0x2CAC623E	RGB	24-bit depth	600 dpi			2008-06-23	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umstudents/id/21	21	3.jp2	/umstudents/image/3.jp2
Students participating in a race during Derby day						Photographs	1964-10-24	1960-1970	Coral Gables (Florida)	1 negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series III: Student Organizations and Activities	Box No. 1; Folder No. 21; Folder Title: Derby Day: Activity Photos (3 of 3), October 24, 1964	http://merrick.library.miami.edu/digitalprojects/copyright.html				EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420050720001001	Image	image/tiff	4860.942 KB	2306	3420	0x33DF5E6B	RGB	24-bit depth	600 dpi			2008-06-23	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umstudents/id/22	22	73.jp2	/umstudents/image/73.jp2
Debate team member	W.R.					Photographs	1961	1960-1970	Miami (Florida)	1 negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series III: Student Organizations and Activities	Box No. 1; Folder No. 10; Folder Title: Debate Team at the Aquinas Center, 1961	http://merrick.library.miami.edu/digitalprojects/copyright.html				EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420050280001001	Image	image/tiff	1914.993 KB	2348	3449	0xD982B10F	RGB	24-bit depth	600 dpi			2008-06-23	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umstudents/id/23	23	29.jp2	/umstudents/image/29.jp2
Members of Phi Lambda Phi playing volleyball				Written on bottom center: "IBIS 205-A 80%"; Written on right center: "24"		Photographs	1958	1950-1960	Coral Gables (Florida)	1 b&w photograph; 19.4 x 24 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series III: Student Organizations and Activities	Box No. 2; Folder No. 11; Folder Title: Fraternities: Phi Lambda Phi - Group Photos, 1958	http://merrick.library.miami.edu/digitalprojects/copyright.html				EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420051920001001	Image	image/tiff	8827.282 KB	6079	4964	0xEBF25271	RGB	24-bit depth	600 dpi			2008-06-23	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umstudents/id/24	24	193.jp2	/umstudents/image/193.jp2
Members of the Florida Beta Chapter				Written on verso: "Florida Beta Chapter; Theta Alpha Phi; Dramatic Fraternity"		Photographs	1938	1930-1940	Coral Gables (Florida)	1 b&w photograph; 20.5 x 25.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series III: Student Organizations and Activities	Box No. 1; Folder No. 28; Folder Title: Florida Beta Chapter: Group Photos, 1938	http://merrick.library.miami.edu/digitalprojects/copyright.html				EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420051000001001	Image	image/tiff	7302.173 KB	6055	4918	0xA26B8528	RGB	24-bit depth	600 dpi			2008-06-23	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umstudents/id/25	25	101.jp2	/umstudents/image/101.jp2
Santa Claus visiting the Children's Variety Hospital as part of Lambda Chi Alpha's Christmas party	D.W.					Photographs	1961	1960-1970	Miami (Florida)	1 b&w photograph; 25.5 x 20.5 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series III: Student Organizations and Activities	Box No. 1; Folder No. 43; Folder Title: Fraternities: Lambda Chi Alpha - Christmas Party, 1961	http://merrick.library.miami.edu/digitalprojects/copyright.html				EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420051390001001	Image	image/tiff	15588.337 KB	4945	6070	0x15492726	RGB	24-bit depth	600 dpi			2008-06-23	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umstudents/id/26	26	140.jp2	/umstudents/image/140.jp2
Dr. Stanford at the dedication of the Fuller Tennis Court				Written on verso: "Dedication of the University of Miami tennis court in the name of Jack and Sally Fuller, January 1981"		Photographs	1981-01	1980-1990	Coral Gables (Florida)	1 b&w photograph; 17.7 x 12.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series III: Student Organizations and Activities	Box No. 1; Folder No. 17; Folder Title: Dedications: Frederick Lewis and Tennis Court, 1980 - 1981	http://merrick.library.miami.edu/digitalprojects/copyright.html				EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420050470001001	Image	image/tiff	2758.914 KB	3075	4273	0x93819872	RGB	24-bit depth	600 dpi			2008-06-23	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umstudents/id/27	27	48.jp2	/umstudents/image/48.jp2
Alpha Phi Omega member and his family				Written on verso: "Alpha Phi Omega; 1952 Ibis; page 155; cut c"		Photographs	1952	1950-1960	Coral Gables (Florida)	1 b&w photograph; 20.5 x 18.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series III: Student Organizations and Activities	Box No. 2; Folder No. 2; Folder Title: Fraternities: Miscellaneous Group Photos.	http://merrick.library.miami.edu/digitalprojects/copyright.html				EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420051120001001	Image	image/tiff	8567.344 KB	4492	4888	0x6380F50F	RGB	24-bit depth	600 dpi			2008-06-23	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umstudents/id/28	28	113.jp2	/umstudents/image/113.jp2
Presentation at the Omicron Delta Kappa convention						Photographs	1973-05-04	1970-1980	Coral Gables (Florida)	1 negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series III: Student Organizations and Activities	Box No. 2;  Folder No. 4  Folder Title: Fraternities: Omicron Delta Kappa Convention Photos, 1973	http://merrick.library.miami.edu/digitalprojects/copyright.html				EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420051750001001	Image	image/tiff	8850.867 KB	5277	5163	0x9A4E3CF9	RGB	24-bit depth	600 dpi			2008-06-23	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umstudents/id/29	29	176.jp2	/umstudents/image/176.jp2
Omicron Delta Kappa Convention attendees						Photographs	1973-05-04	1970-1980	Coral Gables (Florida)	1 negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series III: Student Organizations and Activities	Box No. 2; Folder No. 4; Folder Title: Fraternities: Omicron Delta Kappa Convention Photos, 1973	http://merrick.library.miami.edu/digitalprojects/copyright.html				EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420051740001001	Image	image/tiff	4711.757 KB	3270	2611	0xC3EE0D70	RGB	24-bit depth	600 dpi			2008-06-23	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umstudents/id/30	30	175.jp2	/umstudents/image/175.jp2
Members of the Baptist Student Center	Newman					Photographs	1958-10	1950-1960	Coral Gables (Florida)	1 negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series III: Student Organizations and Activities	Box No. 1; Folder No. 3; Folder Title: Baptist Student Center (Group).	http://merrick.library.miami.edu/digitalprojects/copyright.html				EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420050140001001	Image	image/tiff	12722.124 KB	7722	4248	0x1A88C5B8	RGB	24-bit depth	600 dpi			2008-06-23	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umstudents/id/31	31	15.jp2	/umstudents/image/15.jp2
Sorority members dancing at Derby Day						Photographs	1964-10-24	1960-1970	Coral Gables (Florida)	1 negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series III: Student Organizations and Activities	Box No. 1; Folder No. 21; Folder Title: Derby Day: Activity Photos (3 of 3), October 24, 1964	http://merrick.library.miami.edu/digitalprojects/copyright.html				EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420050760001001	Image	image/tiff	3977.93 KB	3409	2311	0xD4BDD51F	RGB	24-bit depth	600 dpi			2008-06-23	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umstudents/id/32	32	77.jp2	/umstudents/image/77.jp2
Members of the Omicron Delta Kappa fraternity at their convention						Photographs	1973-05-04	1970-1980	Coral Gables (Florida)	1 negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series III: Student Organizations and Activities	Box No. 2; Folder No. 4; Folder Title: Fraternities: Omicron Delta Kappa Convention Photos, 1973	http://merrick.library.miami.edu/digitalprojects/copyright.html				EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420051760001001	Image	image/tiff	3218.301 KB	3265	2615	0x8AB24FD1	RGB	24-bit depth	600 dpi			2008-06-23	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umstudents/id/33	33	177.jp2	/umstudents/image/177.jp2
Members of Alpha Pi Omicron Fraternity						Photographs			Coral Gables (Florida)	1 negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series III: Student Organizations and Activities	Box No. 1; Folder No. 32; Folder Title: Fraternities: Alpha Pi Omicron - Group Photos.	http://merrick.library.miami.edu/digitalprojects/copyright.html				EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420051130001001	Image	image/tiff	9703.225 KB	5771	4381	0x7E842FFD	RGB	24-bit depth	600 dpi			2008-06-23	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umstudents/id/34	34	114.jp2	/umstudents/image/114.jp2
Members of the Lambda Chi Alpha fraternity						Photographs	1962	1960-1970	Coral Gables (Florida)	1 negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series III: Student Organizations and Activities	Box No. 1; Folder No. 48; Folder Title: Fraternities: Lambda Chi - Pictures for Fraternity Publication, 1962	http://merrick.library.miami.edu/digitalprojects/copyright.html				EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420051520001001	Image	image/tiff	3291.288 KB	3458	2313	0xA3CFE9C8	RGB	24-bit depth	600 dpi			2008-06-23	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umstudents/id/35	35	153.jp2	/umstudents/image/153.jp2
Female students participating in a bicycle derby						Photographs	1960	1960-1970	Coral Gables (Florida)	1 negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series III: Student Organizations and Activities	Box No. 1; Folder No. 5; Folder Title: Bicycle Derby.	http://merrick.library.miami.edu/digitalprojects/copyright.html				EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420050160001001	Image	image/tiff	3909.735 KB	3469	2348	0x836C85D7	RGB	24-bit depth	600 dpi			2008-06-23	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umstudents/id/36	36	17.jp2	/umstudents/image/17.jp2
Students at the start of a bicycle derby						Photographs	1960	1960-1970	Coral Gables (Florida)	1 negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series III: Student Organizations and Activities	Box No. 1; Folder No. 5; Folder Title: Bicycle Derby.	http://merrick.library.miami.edu/digitalprojects/copyright.html				EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420050180001001	Image	image/tiff	3173.426 KB	3524	2359	0x82756C33	RGB	24-bit depth	600 dpi			2008-06-23	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umstudents/id/37	37	19.jp2	/umstudents/image/19.jp2
