Title	Translated Title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical Description	Language	Website	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Upload ID	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 16																											asm0491000018						asm04910000180016001		125834064 Bytes	7559	5548	2653870216	RGB	8	600	asm04910000180016001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/18	18	20.jp2	/asm0491/image/20.jp2
Información de la pelea de la Gomera	Account of the battle at Gomera	Gomera, Diego de Ayala y Rojas, conde de la	Moreno de León, Lázaro; Hernández Vaca, Diego		Written in San Sebastián de la Gomera by the scribe Diego Hernández Vaca and signed by Diego de Ayala y Rojas, conde de la Gomera, and Lázaro Moreno de León, governor of Tenerife. Written on leaf 8 verso: "provanza de lo que pasó en la Gomera".	Battles; Spain -- History, Military -- Sources; Canary Islands -- Politics and government; Spain -- Politics and government	Documents; Manuscripts;		1583-03-01	1580-1590	Canary Islands	8 leaves	spa		University of Miami Libraries. Special Collections	Canary Islands Collection	ASM0491		Box No. 1; Box Title: Letters and official documents			tat			http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0491000018	Text						image/tiff										2013-05-02	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/19	19	21.cpd	/asm0491/supp/19/index.pdf
Page 1																											asm0491000020						asm04910000200001001		127609180 Bytes	5587	7612	2286428172	RGB	8	600	asm04910000200001001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/20	20	22.jp2	/asm0491/image/22.jp2
Page 2																											asm0491000020						asm04910000200002001		132038988 Bytes	5784	7608	2340716850	RGB	8	600	asm04910000200002001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/21	21	23.jp2	/asm0491/image/23.jp2
Page 3																											asm0491000020						asm04910000200003001		127925192 Bytes	5598	7616	16128242	RGB	8	600	asm04910000200003001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/22	22	24.jp2	/asm0491/image/24.jp2
Page 4																											asm0491000020						asm04910000200004001		129972692 Bytes	7536	5748	2396151651	RGB	8	600	asm04910000200004001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/23	23	25.jp2	/asm0491/image/25.jp2
Pedimento de los jurados de la isla	Petition of the members of the island council				Written in San Cristóbal de la Laguna. Scribal note following the end of the document is dated September 28, 1585.	Canary Islands -- Politics and government; Spain -- Politics and government	Documents; Manuscripts;		1583-02-09	1580-1590	Canary Islands	2 leaves	spa		University of Miami Libraries. Special Collections	Canary Islands Collection	ASM0491		Box No. 1; Box Title: Letters and official documents			tat			http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0491000020	Text						image/tiff										2013-05-02	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/24	24	26.cpd	/asm0491/supp/24/index.pdf
Page 1																											asm0491000002						asm04910000020001001		125014776 Bytes	5442	7656	143854399	RGB	8	600	asm04910000020001001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/25	25	27.jp2	/asm0491/image/27.jp2
Page 2																											asm0491000002						asm04910000020002001		118038172 Bytes	5196	7571	3127617180	RGB	8	600	asm04910000020002001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/26	26	28.jp2	/asm0491/image/28.jp2
Philip II, King of Spain, letter to Lázaro Moreno de León, governor of Tenerife and La Palma		Philip II, King of Spain, 1527-1598	Delgado, Juan		Written from Lisbon by the secretary Juan Delgado by order of the king.	Philip II, King of Spain, 1527-1598; Moreno de León, Lázaro; Canary Islands -- Politics and government; Spain -- Politics and government	Correspondence; Manuscripts;		1582-08-19	1580-1590	Canary Islands	1 leaf	spa		University of Miami Libraries. Special Collections	Canary Islands Collection	ASM0491		Box No. 1; Box Title: Letters and official documents			tat			http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0491000002	Text						image/tiff										2013-05-02	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/27	27	29.cpd	/asm0491/supp/27/index.pdf
Page 1																											asm0491000008						asm04910000080001001		129543832 Bytes	5615	7689	3684345635	RGB	8	600	asm04910000080001001.tif		2012-12-03	2012-12-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/28	28	30.jp2	/asm0491/image/30.jp2
Page 2																											asm0491000008						asm04910000080002001		124431624 Bytes	7548	5494	3415982201	RGB	8	600	asm04910000080002001.tif		2012-12-03	2012-12-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/29	29	31.jp2	/asm0491/image/31.jp2
Philip II, King of Spain, letter to Lázaro Moreno de León, governor of Tenerife and La Palma		Philip II, King of Spain, 1527-1598	Delgado, Juan		Written from Aranjuez by the secretary Juan Delgado by order of the king.	Philip II, King of Spain, 1527-1598; Moreno de León, Lázaro; Canary Islands -- Politics and government; Spain -- Politics and government	Correspondence; Manuscripts;		1583-05-17	1580-1590	Canary Islands	1 leaf	spa		University of Miami Libraries. Special Collections	Canary Islands Collection	ASM0491		Box No. 1; Box Title: Letters and official documents			tat			http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0491000008	Text						image/tiff										2013-05-02	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/30	30	32.cpd	/asm0491/supp/30/index.pdf
Page 1																											asm0491000013						asm04910000130001001		131181044 Bytes	5712	7654	3221944255	RGB	8	600	asm04910000130001001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/31	31	33.jp2	/asm0491/image/33.jp2
Page 2																											asm0491000013						asm04910000130002001		123850860 Bytes	7582	5444	3493713864	RGB	8	600	asm04910000130002001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/32	32	34.jp2	/asm0491/image/34.jp2
Philip II, King of Spain, letter to Lázaro Moreno de León, governor of Tenerife and La Palma		Philip II, King of Spain, 1527-1598	Delgado, Juan		Written from Madrid by the secretary Juan Delgado by order of the king.	Philip II, King of Spain, 1527-1598; Moreno de León, Lázaro; Canary Islands -- Politics and government; Spain -- Politics and government	Correspondence; Manuscripts;		1583-04-23	1580-1590	Canary Islands	1 leaf	spa		University of Miami Libraries. Special Collections	Canary Islands Collection	ASM0491		Box No. 1; Box Title: Letters and official documents			tat			http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0491000013	Text						image/tiff										2013-05-02	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/33	33	35.cpd	/asm0491/supp/33/index.pdf
Page 1																											asm0491000014						asm04910000140001001		132042448 Bytes	5626	7822	3346158910	RGB	8	600	asm04910000140001001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/34	34	36.jp2	/asm0491/image/36.jp2
Page 2																											asm0491000014						asm04910000140002001		123828884 Bytes	7557	5461	2124827084	RGB	8	600	asm04910000140002001.tif		2012-12-03	2012-12-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/35	35	37.jp2	/asm0491/image/37.jp2
Philip II, King of Spain, letter to local officials in Tenerife		Philip II, King of Spain, 1527-1598	Delgado, Juan		Written from Madrid by the secretary Juan Delgado by order of the king and addressed to "los consejos, justicia, regidores, cavalleros, oficiales y hombres buenos de la isla de Tenerife".	Philip II, King of Spain, 1527-1598; Canary Islands -- Politics and government; Spain -- Politics and government	Correspondence; Manuscripts;		1583-08-20	1580-1590	Canary Islands	1 leaf	spa		University of Miami Libraries. Special Collections	Canary Islands Collection	ASM0491		Box No. 1; Box Title: Letters and official documents			tat			http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0491000014	Text						image/tiff										2013-05-02	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/36	36	38.cpd	/asm0491/supp/36/index.pdf
Page 1																											asm0491000011						asm04910000110001001		129396724 Bytes	5652	7630	1089231190	RGB	8	600	asm04910000110001001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/37	37	39.jp2	/asm0491/image/39.jp2
Page 2																											asm0491000011						asm04910000110002001		124748408 Bytes	7584	5482	2038466658	RGB	8	600	asm04910000110002001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/38	38	40.jp2	/asm0491/image/40.jp2
Philip II, King of Spain, letter to Lázaro Moreno de León, governor of Tenerife and La Palma		Philip II, King of Spain, 1527-1598	Delgado, Juan		Written from Madrid by the secretary Juan Delgado by order of the king.	Philip II, King of Spain, 1527-1598; Moreno de León, Lázaro; Canary Islands -- Politics and government; Spain -- Politics and government	Correspondence; Manuscripts;		1583-08-07	1580-1590	Canary Islands	1 leaf	spa		University of Miami Libraries. Special Collections	Canary Islands Collection	ASM0491		Box No. 1; Box Title: Letters and official documents			tat			http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0491000011	Text						image/tiff										2013-05-02	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/39	39	41.cpd	/asm0491/supp/39/index.pdf
Page 1																											asm0491000017						asm04910000170001001		130050652 Bytes	5679	7632	2553411190	RGB	8	600	asm04910000170001001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/40	40	42.jp2	/asm0491/image/42.jp2
Page 2																											asm0491000017						asm04910000170002001		131029508 Bytes	5639	7744	2516685991	RGB	8	600	asm04910000170002001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/41	41	43.jp2	/asm0491/image/43.jp2
Page 3																											asm0491000017						asm04910000170003001		129862424 Bytes	5628	7690	3906117815	RGB	8	600	asm04910000170003001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/42	42	44.jp2	/asm0491/image/44.jp2
Page 4																											asm0491000017						asm04910000170004001		130636424 Bytes	5686	7657	2313648696	RGB	8	600	asm04910000170004001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/43	43	45.jp2	/asm0491/image/45.jp2
Instrucción de la isla de Tenerife al señor Lope de Azoca, regidor	Instructions from the island of Tenerife to Lope de Azoca, councilor				Written in San Cristóbal de la Laguna. Scribal note following the end of the document is dated September 28, 1585.	Canary Islands -- Politics and government; Spain -- Politics and government	Documents; Manuscripts;		1584-04-20	1580-1590	Canary Islands	2 leaves	spa		University of Miami Libraries. Special Collections	Canary Islands Collection	ASM0491		Box No. 1; Box Title: Letters and official documents			tat			http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0491000017	Text						image/tiff										2013-05-02	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/44	44	46.cpd	/asm0491/supp/44/index.pdf
Page 1																											asm0491000022						asm04910000220001001		124401168 Bytes	5484	7560	2609248773	RGB	8	600	asm04910000220001001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/45	45	47.jp2	/asm0491/image/47.jp2
Page 2																											asm0491000022						asm04910000220002001		136580392 Bytes	5856	7773	1463964883	RGB	8	600	asm04910000220002001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/46	46	48.jp2	/asm0491/image/48.jp2
Page 3																											asm0491000022						asm04910000220003001		123572624 Bytes	5443	7566	365249892	RGB	8	600	asm04910000220003001.tif		2012-12-12	2012-12-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/47	47	49.jp2	/asm0491/image/49.jp2
Page 4																											asm0491000022						asm04910000220004001		135601116 Bytes	5832	7749	1657391402	RGB	8	600	asm04910000220004001.tif		2012-12-12	2012-12-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/48	48	50.jp2	/asm0491/image/50.jp2
Page 5																											asm0491000022						asm04910000220005001		122259152 Bytes	5424	7512	946259896	RGB	8	600	asm04910000220005001.tif		2012-12-12	2012-12-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/49	49	51.jp2	/asm0491/image/51.jp2
Page 6																											asm0491000022						asm04910000220006001		141571228 Bytes	6012	7848	3574864362	RGB	8	600	asm04910000220006001.tif		2012-12-12	2012-12-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/50	50	52.jp2	/asm0491/image/52.jp2
Page 7																											asm0491000022						asm04910000220007001		122809320 Bytes	5364	7630	369302488	RGB	8	600	asm04910000220007001.tif		2012-12-12	2012-12-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/51	51	53.jp2	/asm0491/image/53.jp2
Page 8																											asm0491000022						asm04910000220008001		137884900 Bytes	5893	7798	1944940402	RGB	8	600	asm04910000220008001.tif		2012-12-12	2012-12-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/52	52	54.jp2	/asm0491/image/54.jp2
Relación auténtica y verdadera de lo que en esta isla de Tenerife en la cuidad de San Cristóbal de la Laguna ha acaecido después de haber dado en ella grave enfermedad y pestilencia	Authentic and true account of what occurred in the city of San Cristóbal de la Laguna on the island of Tenerife following the grievous plague and sickness that had arisen there				Written in San Cristóbal de la Laguna. Written on leaf 6 verso: "Relación de la mejoría de la Peste de Tenerife del año de 82".	Epidemics; Canary Islands -- Social conditions; Canary Islands -- Politics and government; Spain -- Social conditions; Spain -- Politics and government	Documents; Manuscripts;		1583-10-18	1580-1590	Canary Islands	6 leaves	spa		University of Miami Libraries. Special Collections	Canary Islands Collection	ASM0491		Box No. 1; Box Title: Letters and official documents			tat			http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0491000022	Text						image/tiff										2013-05-02	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/53	53	55.cpd	/asm0491/supp/53/index.pdf
Page 1																											asm0491000003						asm04910000030001001		122582268 Bytes	5369	7609	192344960	RGB	8	600	asm04910000030001001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/54	54	56.jp2	/asm0491/image/56.jp2
Page 2																											asm0491000003						asm04910000030002001		120495940 Bytes	5268	7623	2945390843	RGB	8	600	asm04910000030002001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/55	55	57.jp2	/asm0491/image/57.jp2
Page 3																											asm0491000003						asm04910000030003001		122800172 Bytes	5359	7637	3882846757	RGB	8	600	asm04910000030003001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/56	56	58.jp2	/asm0491/image/58.jp2
Page 4																											asm0491000003						asm04910000030004001		119331944 Bytes	5244	7584	1072467243	RGB	8	600	asm04910000030004001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/57	57	59.jp2	/asm0491/image/59.jp2
Instrucción que dio su Majestad al maestre del navío de aviso y envió a los gobernadores de Tenerife y Canarias sobre la venida de don Antonio sobre las islas	Instructions given by His Majesty to the master of the dispatch boat and sent to the governors of Tenerife and Canaria regarding the descent of don Antonio upon the islands				Written in Lisbon and addressed to Pedro Yanes, "vecino de Sesimbra, maestre de la carabela nombrada La Concepción".	António, Prior of Crato, 1531-1595; Spain -- History, Military -- Sources; Canary Islands -- Politics and government; Spain -- Politics and government	Documents; Manuscripts;		1582-06-23	1580-1590	Canary Islands	2 leaves	spa		University of Miami Libraries. Special Collections	Canary Islands Collection	ASM0491		Box No. 1; Box Title: Letters and official documents			tat			http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0491000003	Text						image/tiff										2013-05-02	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/58	58	60.cpd	/asm0491/supp/58/index.pdf
Page 1																											asm0491000021						asm04910000210001001		127187444 Bytes	5581	7595	2235903538	RGB	8	600	asm04910000210001001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/59	59	61.jp2	/asm0491/image/61.jp2
Page 2																											asm0491000021						asm04910000210002001		129394052 Bytes	5707	7556	2129651291	RGB	8	600	asm04910000210002001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/60	60	62.jp2	/asm0491/image/62.jp2
Page 3																											asm0491000021						asm04910000210003001		127217428 Bytes	5586	7590	491153529	RGB	8	600	asm04910000210003001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/61	61	63.jp2	/asm0491/image/63.jp2
Page 4																											asm0491000021						asm04910000210004001		128380360 Bytes	5700	7506	524761204	RGB	8	600	asm04910000210004001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/62	62	64.jp2	/asm0491/image/64.jp2
Page 5																											asm0491000021						asm04910000210005001		127345452 Bytes	5574	7614	705320025	RGB	8	600	asm04910000210005001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/63	63	65.jp2	/asm0491/image/65.jp2
Page 6																											asm0491000021						asm04910000210006001		129335592 Bytes	5688	7578	2512920948	RGB	8	600	asm04910000210006001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/64	64	66.jp2	/asm0491/image/66.jp2
Page 7																											asm0491000021						asm04910000210007001		126674616 Bytes	5549	7608	1867247563	RGB	8	600	asm04910000210007001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/65	65	67.jp2	/asm0491/image/67.jp2
Page 8																											asm0491000021						asm04910000210008001		128852840 Bytes	5712	7518	2571452474	RGB	8	600	asm04910000210008001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/66	66	68.jp2	/asm0491/image/68.jp2
Page 9																											asm0491000021						asm04910000210009001		125725652 Bytes	5538	7566	2415362324	RGB	8	600	asm04910000210009001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/67	67	69.jp2	/asm0491/image/69.jp2
Page 10																											asm0491000021						asm04910000210010001		129678448 Bytes	5712	7566	2676646417	RGB	8	600	asm04910000210010001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/68	68	70.jp2	/asm0491/image/70.jp2
Page 11																											asm0491000021						asm04910000210011001		127288708 Bytes	5598	7578	1946836328	RGB	8	600	asm04910000210011001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/69	69	71.jp2	/asm0491/image/71.jp2
Page 12																											asm0491000021						asm04910000210012001		127013772 Bytes	5650	7492	315639429	RGB	8	600	asm04910000210012001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/70	70	72.jp2	/asm0491/image/72.jp2
Page 13																											asm0491000021						asm04910000210013001		125398436 Bytes	5550	7530	1837693824	RGB	8	600	asm04910000210013001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/71	71	73.jp2	/asm0491/image/73.jp2
Page 14																											asm0491000021						asm04910000210014001		131342768 Bytes	5713	7662	857506593	RGB	8	600	asm04910000210014001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/72	72	74.jp2	/asm0491/image/74.jp2
Page 15																											asm0491000021						asm04910000210015001		124458016 Bytes	5526	7506	706040140	RGB	8	600	asm04910000210015001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/73	73	75.jp2	/asm0491/image/75.jp2
Page 16																											asm0491000021						asm04910000210016001		128370224 Bytes	5671	7544	875188805	RGB	8	600	asm04910000210016001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/74	74	76.jp2	/asm0491/image/76.jp2
Page 17																											asm0491000021						asm04910000210017001		126785212 Bytes	5581	7571	2292944089	RGB	8	600	asm04910000210017001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/75	75	77.jp2	/asm0491/image/77.jp2
Page 18																											asm0491000021						asm04910000210018001		126648540 Bytes	5589	7552	3289331380	RGB	8	600	asm04910000210018001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/76	76	78.jp2	/asm0491/image/78.jp2
Page 19																											asm0491000021						asm04910000210019001		125151308 Bytes	5562	7499	3230604925	RGB	8	600	asm04910000210019001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/77	77	79.jp2	/asm0491/image/79.jp2
Page 20																											asm0491000021						asm04910000210020001		133480632 Bytes	7611	5845	1858808820	RGB	8	600	asm04910000210020001.tif		2012-12-18	2012-12-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/78	78	80.jp2	/asm0491/image/80.jp2
Información hecha por la isla de Tenerife de los servicios del gobernador	Report from the island of Tenerife regarding the services of the governor				Written in San Cristóbal de la Laguna. Scribal note following the end of the document is dated September 28, 1585.	Moreno de León, Lázaro; Canary Islands -- Politics and government; Spain -- Politics and government	Documents; Manuscripts;		1583-01-28	1580-1590	Canary Islands	12 leaves	spa		University of Miami Libraries. Special Collections	Canary Islands Collection	ASM0491		Box No. 1; Box Title: Letters and official documents			tat			http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0491000021	Text						image/tiff										2013-05-02	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0491/id/79	79	81.cpd	/asm0491/supp/79/index.pdf
