Title	Translated title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Upload ID	Object ID	Digital ID	Type	Date Digital	Hardware	Software	Directory	Format	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Susana de la Torre y Soler, great-grandmother of Carmen Puig					Written on verso: A mis queridos hermanos Sabina y Rafael, Susana; Cuba, 9 de Oct. 1872"	de la Torre, Susana; de la Torre de Ramsden, Susana	Portrait photographs		1872-10-09	1870-1880	Cuba	1 b&w photograph; 17 x 11.1 cm.	spa		University of Miami Libraries. Cuban Heritage Collection.	Carmen Puig Papers	CHC0484	Series I: Photographs and Postcards	Box No. 1; Folder No. 4; Folder Title: Ramsden de la Torre family; Folder Date: 1800s, 1900s				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc04840000790001001	Image	2010-06-04				image/tiff	32680176 Bytes	4032		1796334423	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc04840000790001001.tif		2010-06-04	2010-10-22	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0484/id/10	10	23.jp2	/chc0484/image/23.jp2
Isabel Ramsden		Desquiron, A.			Written on verso: "Isabel a sus queridos tios Rafael y Sabina, Febrero, 1888"	Ramsden, Isabel	Portrait photographs		1888-12	1880-1890	Santiago de Cuba (Cuba)	1 b&w photograph; 16.5 x 10.5 cm.	spa		University of Miami Libraries. Cuban Heritage Collection.	Carmen Puig Papers	CHC0484	Series I: Photographs and Postcards	Box No. 1; Folder No. 3; Folder Title: Ramsden Family; Folder Date: 1800s				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc04840000680001001	Image	2010-06-04				image/tiff	30201952 Bytes	3910		64273161	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc04840000680001001.tif		2010-06-04	2011-02-03	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0484/id/11	11	27.jp2	/chc0484/image/27.jp2
Carmen Puig, 1925					Written on verso: "Carmen Puig Sch.; El Guao, Stgo. de Cuba; 1925"	Puig, Carmen;  Santiago de Cuba (Cuba)	Photographs		1925	1920-1930	Santiago de Cuba (Cuba)	1 b&w photograph; 16.3 x 11.8 cm.	spa		University of Miami Libraries. Cuban Heritage Collection.	Carmen Puig Papers	CHC0484	Series I: Photographs and Postcards	Box No. 1; Folder No. 2; Folder Title: Puig Family; Folder Date: 1913, 1917, 1925, 1940, 1962, 1990				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc04840000130001001	Image	2010-06-04				image/tiff	28273656 Bytes	3559		2584885604	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc04840000130001001.tif		2010-06-04	2011-02-03	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0484/id/12	12	36.jp2	/chc0484/image/36.jp2
Luisa Schumann Poveda, daughter of Guillermo Schumann Siegen					Written on verso: "Luisita Schumann Poveda, hermana de Guillermo Schumann	Schumann, Luisa	Photographs					1 b&w photograph; 11.7 x 8 cm.	spa		University of Miami Libraries. Cuban Heritage Collection.	Carmen Puig Papers	CHC0484	Series I: Photographs and Postcards	Box No. 1; Folder No. 5; Folder Title: Schumann family; Folder Date: 1800s - 1900s				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc04840001070001001	Image	2010-06-04				image/tiff	16313712 Bytes	2765		4011984477	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc04840001070001001.tif		2010-06-04	2010-10-22	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0484/id/13	13	78.jp2	/chc0484/image/78.jp2
Isabel Ramsden					Written on verso: "Isabel Ramsden"	Ramsden, Isabel	Portrait photographs					1 b&w photograph; 16 x 10.8 cm			University of Miami Libraries. Cuban Heritage Collection.	Carmen Puig Papers	CHC0484	Series I: Photographs and Postcards	Box No. 1; Folder No. 3; Folder Title: Ramsden Family; Folder Date: 1800s				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc04840000730001001	Image	2010-06-04				image/tiff	53048976 Bytes	4723		3011682859	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc04840000730001001.tif		2010-06-04	2011-02-03	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0484/id/14	14	85.jp2	/chc0484/image/85.jp2
Isabel Ramsden					Written on front: "Cabrera"	Ramsden, Isabel	Portrait photographs					1 b&w photograph; 13 x 8.6 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Carmen Puig Papers	CHC0484	Series I: Photographs and Postcards	Box No. 1; Folder No. 3; Folder Title: Ramsden Family; Folder Date: 1800s				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc04840000520001001	Image	2010-06-04				image/tiff	19064968 Bytes	3083		3874045411	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc04840000520001001.tif		2010-06-04	2011-02-03	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0484/id/15	15	16.jp2	/chc0484/image/16.jp2
Maria Schumann, Isabel Ramsden, Alfredo Puig Schumann and Susana de la Torre (seated ), at Los Guaos, Santiago de Cuba  (left to right)					Written on verso: "4 generaciones: Doña Susana de la Torre, Isabel Ramsden de la Torre, Maria Schumann Ramsden, Alfredo Puig Schumann (hijo mayor de Maria); Los Huaos, Santiago de Cuba, April 1932	de la Torre, Susana; Ramsden, Isabel; Schumann, Maria; Puig, Alfredo B.	Portrait photographs		1932-04	1930-1940	Santiago de Cuba (Cuba)	1 b&w photograph; 15.1 x 11.3 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Carmen Puig Papers	CHC0484	Series I: Photographs and Postcards	Box No. 1; Folder No. 4; Folder Title: Ramsden de la Torre family; Folder Date: 1800s, 1900s				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc04840000910001001	Image	2010-06-04				image/tiff	29871128 Bytes	3627		3582145612	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc04840000910001001.tif		2010-06-04	2010-10-22	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0484/id/16	16	14.jp2	/chc0484/image/14.jp2
Sofia H. Oakes Ramsden, mother of Federico Ramsden Oakes		Boning & Small			Written on verso: "Sofia H. Ramsden, madre de Federico Ramsden Oakes (Sofia Oakes)	Oakes, Sofia H.; Oakes Ramsden, Sofia H.	Portrait photographs					1 b&w photograph; 9.8 x 6.4 cm.	eng		University of Miami Libraries. Cuban Heritage Collection.	Carmen Puig Papers	CHC0484	Series I: Photographs and Postcards	Box No. 1; Folder No. 3; Folder Title: Ramsden Family; Folder Date: 1800s				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc04840000400001001	Image	2010-06-04				image/tiff	10867528 Bytes	2357		3820933810	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc04840000400001001.tif		2010-06-04	2010-10-22	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0484/id/17	17	81.jp2	/chc0484/image/81.jp2
Prudencio Bravo, husband of Dora Ramsden					Written on front: "Tu "tormento", Junio 21-1913"; Written on verso: "Prudencio Bravo, esposo de Dora Ramsden"	Bravo, Prudencio	Photographic postcards					1 b&w photograph; 13.7 x 8.6 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Carmen Puig Papers	CHC0484	Series I: Photographs and Postcards	Box No. 1; Folder No. 3; Folder Title: Ramsden Family; Folder Date: 1800s				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc04840000630001001	Image	2010-06-04				image/tiff	20638348 Bytes	3271		2242394044	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc04840000630001001.tif		2010-06-04	2010-10-22	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0484/id/18	18	34.jp2	/chc0484/image/34.jp2
Hildebrand Ramsden with his daughter Hilda (on his lap) and niece Isabel		Barnes & Son			Written on front: "Barnes & Son, London" ; Written on verso: "Hildebrand Ramsden su hija Hilda pequeña, e Isabel Ramsden"		Portrait photographs				London (England)	1 b&w photograph; 10.5 x 6.5 cm	eng		University of Miami Libraries. Cuban Heritage Collection.	Carmen Puig Papers	CHC0484	Series I: Photographs and Postcards	Box No. 1; Folder No. 3; Folder Title: Ramsden Family; Folder Date: 1800s				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc04840000360001001	Image	2010-06-04				image/tiff	11803964 Bytes	2492		2562262232	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc04840000360001001.tif		2010-06-04	2011-02-03	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0484/id/19	19	38.jp2	/chc0484/image/38.jp2
Susana de la Torre de Ramsden, 1870					Written on verso: "Susana de la Torre de Ramsden, August 3 1870"	de la Torre, Susana; de la Torre de Ramsden, Susana	Portrait photographs		1870-08-03	1870-1880		1 b&w photograph; 10.1 x 6.3 cm.	eng		University of Miami Libraries. Cuban Heritage Collection.	Carmen Puig Papers	CHC0484	Series I: Photographs and Postcards	Box No. 1; Folder No. 3; Folder Title: Ramsden Family; Folder Date: 1800s				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc04840000370001001	Image	2010-06-04				image/tiff	11038712 Bytes	2455		1507820195	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc04840000370001001.tif		2010-06-04	2010-10-22	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0484/id/20	20	58.jp2	/chc0484/image/58.jp2
Damaged facade of Club San Carlos in Santiago de Cuba, after 1932 earthquake					Written on front: "Santiago de Cuba, Terremoto 3 Fbro 1932, No 46- El angulo del Club Sn. Carlos"	Santiago de Cuba (Cuba);  Earthquake damage	Photographs		1932	1930-1940	Santiago de Cuba (Cuba)	1 b&w photograph; 17.2 x 11.9 cm.	spa		University of Miami Libraries. Cuban Heritage Collection.	Carmen Puig Papers	CHC0484	Series I: Photographs and Postcards	Box No. 1; Folder No. 8; Folder Title: Santiago de Cuba. Earthquake; Folder Date: 1932				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc04840001370001001	Image	2010-06-04				image/tiff	35545388 Bytes	4110		3969657701	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc04840001370001001.tif		2010-06-04	2010-10-22	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0484/id/21	21	95.jp2	/chc0484/image/95.jp2
James Ramsden de la Torre, Lieutenant of the British Navy					Written on front: illegible signature of photographer; Written on verso: "Jimmy Ramsden, Teniente de la Marina Inglesa	Ramsden, James	Portrait photographs				London (England)	1 b&w photograph; 16 x 11.6 cm.	spa		University of Miami Libraries. Cuban Heritage Collection.	Carmen Puig Papers	CHC0484	Series I: Photographs and Postcards	Box No. 1; Folder No. 3; Folder Title: Ramsden Family; Folder Date: 1800s				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc04840000590001001	Image	2010-06-04				image/tiff	32033740 Bytes	3807		3138829842	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc04840000590001001.tif		2010-06-04	2010-10-22	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0484/id/22	22	80.jp2	/chc0484/image/80.jp2
Juan Puig Villasau, 1909					Written on verso: "A mi querido hijo Luis Puig, Habana 6 Septiembre 1909; Juan Puig Villasau"; Juan Puig Villasau was the father of Luis Puig, grandfather of Carmen Puig	Puig Villasau, Juan	Photographic postcards		1909-09-06	1900-1910	Havana (Cuba)	1 b&w photograph; 14 x 8.9 cm.	spa		University of Miami Libraries. Cuban Heritage Collection.	Carmen Puig Papers	CHC0484	Series I: Photographs and Postcards	Box No. 1; Folder No. 2; Folder Title: Puig Family; Folder Date: 1913, 1917, 1925, 1940, 1962, 1990				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc04840000240001001	Image	2010-06-04				image/tiff	21897612 Bytes	3359		3516462000	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc04840000240001001.tif		2010-06-04	2011-02-03	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0484/id/23	23	25.jp2	/chc0484/image/25.jp2
Debris and damage of a building in Santiago de Cuba, after 1932 earthquake						Santiago de Cuba (Cuba);  Earthquake damage	Photographs		1932	1930-1940	Santiago de Cuba (Cuba)	1 b&w photograph; 16.7 x 12 cm.			University of Miami Libraries. Cuban Heritage Collection.	Carmen Puig Papers	CHC0484	Series I: Photographs and Postcards	Box No. 1; Folder No. 8; Folder Title: Santiago de Cuba. Earthquake; Folder Date: 1932				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc04840001360001001	Image	2010-06-04				image/tiff	35211356 Bytes	2917		4096881323	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc04840001360001001.tif		2010-06-04	2011-02-03	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0484/id/24	24	92.jp2	/chc0484/image/92.jp2
Carmen Puig, 1962					Written on verso: "Carmen Puig, Whitefield-New Hampshire (visitando con los Cox-Lane)1962"	Puig, Carmen	Photographs		1962	1960-1970	Whitefield (New Hampshire)	1 color photograph; 17.9 x 12.7 cm.	spa		University of Miami Libraries. Cuban Heritage Collection.	Carmen Puig Papers	CHC0484	Series I: Photographs and Postcards	Box No. 1; Folder No. 2; Folder Title: Puig Family; Folder Date: 1913, 1917, 1925, 1940, 1962, 1990				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc04840000230001001	Image	2010-06-04				image/tiff	39482468 Bytes	4283		2120302564	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc04840000230001001.tif		2010-06-04	2011-02-03	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0484/id/25	25	55.jp2	/chc0484/image/55.jp2
Seal of the Ramsden family					Written on verso: "Escudo de los Ramsden"		Photographs					1 b&w photograph; 16.5 x 10.6 cm.			University of Miami Libraries. Cuban Heritage Collection.	Carmen Puig Papers	CHC0484	Series I: Photographs and Postcards	Box No. 1; Folder No. 3 Folder Title: Ramsden Family ; Folder Date: 1800s				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc04840000350001001	Image	2010-06-04				image/tiff	31198980 Bytes	3994		90242313	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc04840000350001001.tif		2010-06-04	2010-10-22	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0484/id/26	26	100.jp2	/chc0484/image/100.jp2
Susana de la Torre house in Santiago de Cuba after the 1932 earthquake					Written on front: "Santiago de Cuba- Terremoto 3 Fbro 1932, No 44- Derrumbe en Sn Pedro y Sta. Lucia"; Written on verso: "Residencia Susana de la Torre de Ramsden, Sta. Lucia y San Felipe, Stgo de Cuba terremoto 1932"	Santiago de Cuba (Cuba);  Earthquake damage	Photographs		1932	1930-1940	Santiago de Cuba (Cuba)	1 b&w photograph; 17.2 x 11.9 cm.	spa		University of Miami Libraries. Cuban Heritage Collection.	Carmen Puig Papers	CHC0484	Series I: Photographs and Postcards	Box No. 1; Folder No. 8; Folder Title: Santiago de Cuba. Earthquake; Folder Date: 1932				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc04840001310001001	Image	2010-06-04				image/tiff	35712516 Bytes	4125		2665077710	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc04840001310001001.tif		2010-06-04	2010-10-22	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0484/id/27	27	26.jp2	/chc0484/image/26.jp2
Lucy Schumann at her house in Miramar					Written on verso: "Calle 36 esq. 7ma, Miramar, Habana, Cuba; Lucy Schumann"	Schumann, Lucy	Photographs				Havana (Cuba)	1 b&w photograph; 14.5 x 8.6 cm.	spa		University of Miami Libraries. Cuban Heritage Collection.	Carmen Puig Papers	CHC0484	Series I: Photographs and Postcards	Box No. 1; Folder No. 5; Folder Title: Schumann family; Folder Date: 1800s - 1900s				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc04840001100001001	Image	2010-06-04				image/tiff	22764544 Bytes	3495		4129991523	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc04840001100001001.tif		2010-06-04	2011-02-03	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0484/id/28	28	32.jp2	/chc0484/image/32.jp2
Isabel Ramsden with her infant son Freddy Schumann		Cabrera			Written on verso: "Isabel Ramsden y Freddy Schumann"	Ramsden, Isabel;  Schumann, Federico	Portrait photographs				Santiago de Cuba (Cuba)	1 b&w photograph; 16.5 x 10.7 cm.			University of Miami Libraries. Cuban Heritage Collection.	Carmen Puig Papers	CHC0484	Series I: Photographs and Postcards	Box No. 1; Folder No. 6; Folder Title: Schumann Ramsden family ; Folder Date: 1918				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc04840001160001001	Image	2010-06-04				image/tiff	30612032 Bytes	3934		2867062126	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc04840001160001001.tif		2010-06-04	2010-10-22	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0484/id/29	29	6.jp2	/chc0484/image/6.jp2
Maria and Lucy Schumann Ramsden		Arango, M.L.				Schumann, Lucy;  Schumann, Maria	Portrait photographs				Santiago de Cuba (Cuba)	1 b&w photograph; 18.6 x 13 cm.			University of Miami Libraries. Cuban Heritage Collection.	Carmen Puig Papers	CHC0484	Series I: Photographs and Postcards	Box No. 1; Folder No. 6; Folder Title: Schumann Ramsden family; Folder Date: 1918				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc04840001180001001	Image	2010-06-04				image/tiff	40784156 Bytes	4348		1208384292	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc04840001180001001.tif		2010-06-04	2010-10-22	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0484/id/30	30	73.jp2	/chc0484/image/73.jp2
Isabel Ramsden		Desquiron, A.			Written on verso: "Isabel Ramsden y de la Torre (mi abuela)"	Ramsden, Isabel	Portrait photographs				Santiago de Cuba (Cuba)	1 b&w photograph; 16.5 x 10.7 cm.	spa		University of Miami Libraries. Cuban Heritage Collection.	Carmen Puig Papers	CHC0484	Series I: Photographs and Postcards	Box No. 1; Folder No. 4; Folder Title: Ramsden de la Torre family; Folder Date: 1800s, 1900s				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc04840000860001001	Image	2010-06-04				image/tiff	30671332 Bytes	3931		4165633970	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc04840000860001001.tif		2010-06-04	2011-02-03	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0484/id/31	31	5.jp2	/chc0484/image/5.jp2
Lucy Schumann						Schumann, Lucy	Portrait photographs					1 b&w photograph; 17.7 x 12.8 cm.			University of Miami Libraries. Cuban Heritage Collection.	Carmen Puig Papers	CHC0484	Series I: Photographs and Postcards	Box No. 1; Folder No. 5; Folder Title: Schumann family; Folder Date: 1800s - 1900s				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc04840001080001001	Image	2010-06-04				image/tiff	39204144 Bytes	4246		3229070569	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc04840001080001001.tif		2010-06-04	2010-10-22	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0484/id/32	32	61.jp2	/chc0484/image/61.jp2
