Title	Translated Title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Upload ID	Object ID	Digital ID	Type	Date Digital	Hardware	Software	Directory	Format	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Octubre 10, 1977/ Judith Acosta	October 10, 1977/ Judith Acosta	Agrupación Abdala			Written on verso: "1977"	Anti-Communist movements -- United States; Political posters, Cuban; Student activities	Posters		1977	1970-1980	United States	1 b&w poster; 43 x 28 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Agrupación Abdala Poster Collection	CHC5143						MJC			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc51430000180001001	Image					image/tiff	52704772 Bytes	3373	5206	3049311068	RGB	8 Bits Per Pixel	300 Pixels Per Inch	chc51430000180001001.tif		2010-03-03	2010-10-22	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5143/id/18	18	21.jp2	/chc5143/image/21.jp2
La marcha de un pueblo en rebeldía. Primer aniversario de la protesta de la Habana	The march of a people in revolt. First anniversary of protests in Havana	Agrupación Abdala			Written on verso: "Miami, FL, 1981."	Anti-Communist movements -- United States; Political posters, Cuban; Student activities	Posters		1981	1980-1990	Miami (Florida)	1 color poster; 57.4 x 37.3 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Agrupación Abdala Poster Collection	CHC5143						MJC			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc51430000280001001	Image					image/tiff	91234484 Bytes	4456	6823	2081902957	RGB	8 Bits Per Pixel	300 Pixels Per Inch	chc51430000280001001.tif		2010-03-03	2010-10-22	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5143/id/19	19	14.jp2	/chc5143/image/14.jp2
28 de Enero, 1970, acto conmemorativo: natalicio de Martí, X aniversario de la Agrupación Abdala.	January 28, 1970, commemorative event: the birth of Martí, X Anniversary of the Association Abdala.	Agrupación Abdala			Written on verso: "Miami, FL, 1978"	Anti-Communist movements -- United States; Political posters, Cuban; Student activities	Posters		1978	1970-1980	Miami (Florida)	1 b&w poster; 43 x 28 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Agrupación Abdala Poster Collection	CHC5143						MJC			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc51430000210001001	Image					image/tiff	53792560 Bytes	3408	5259	1972778189	RGB	8 Bits Per Pixel	300 Pixels Per Inch	chc51430000210001001.tif		2010-03-03	2010-10-22	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5143/id/20	20	18.jp2	/chc5143/image/18.jp2
9no Congreso Internacional Abdala, Julio 27-29, 1979	Ninth International Congress of Abdala, July 27-29, 1979	Agrupación Abdala			Written on verso: "Artist: Luis Fernández-Puente? Miami, 1979"	Anti-Communist movements -- United States; Political posters, Cuban; Student activities	Posters		1979	1970-1980	United States	1 color poster; 65 x 48 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Agrupación Abdala Poster Collection	CHC5143						MJC			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc51430000230001001	Image					image/tiff	135284700 Bytes	5893	7651	750869334	RGB	8 Bits Per Pixel	300 Pixels Per Inch	chc51430000230001001.tif		2010-03-03	2010-10-22	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5143/id/21	21	19.jp2	/chc5143/image/19.jp2
In support of the "National Day of Struggle" in Poland		Agrupación Abdala				Anti-Communist movements -- United States; Political posters, Cuban; Student activities	Posters		1982	1980-1990	United States	1 b&w poster; 42.5 x 27.6 cm	eng		University of Miami Libraries. Cuban Heritage Collection.	Agrupación Abdala Poster Collection	CHC5143						MJC			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc51430000310001001	Image					image/tiff	48543608 Bytes	3336	4848	332016272	RGB	8 Bits Per Pixel	300 Pixels Per Inch	chc51430000310001001.tif		2010-03-03	2010-10-22	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5143/id/22	22	25.jp2	/chc5143/image/25.jp2
Día Internacional de la Solidaridad Anticomunista, en homenaje a los combatientes Afganos	International Day of Anti-communist Solidarity, in tribute to Afghan fighters	Agrupación Abdala			Written on verso: "Artist: David Medina (Mariel generation), Purpose: to announce an event celebrated in P. Rico which was organized by Sergio Ramos. Miami, FL, 1982."	Anti-Communist movements -- United States; Political posters, Cuban; Student activities	Posters		1982	1980-1990	Miami (Florida)	1 color poster; 61 x 44 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Agrupación Abdala Poster Collection	CHC5143						MJC			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc51430000330001001	Image					image/tiff	116490252 Bytes	5316	7303	2712967633	RGB	8 Bits Per Pixel	300 Pixels Per Inch	chc51430000330001001.tif		2010-03-03	2010-10-22	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5143/id/23	23	29.jp2	/chc5143/image/29.jp2
CXXIX Aniversario del Natalicio de Jose Marti. XIV Aniversario de la fundación de la Agrupación Abdala	CXXIX Anniversary of the Birth of Jose Marti. Fourteenth anniversary of the founding of the Abdala Association	Agrupación Abdala			Written on verso: "Artist: David Medina Ariza. Miami, Fl, 1982."	Anti-Communist movements -- United States; Political posters, Cuban; Student activities	Posters		1982	1980-1990	Miami (Florida)	1 color poster; 56.1 x 41.8 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Agrupación Abdala Poster Collection	CHC5143						MJC			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc51430000320001001	Image					image/tiff	104361144 Bytes	5144	6761	30294031	RGB	8 Bits Per Pixel	300 Pixels Per Inch	chc51430000320001001.tif		2010-03-03	2010-10-22	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5143/id/24	24	24.jp2	/chc5143/image/24.jp2
Cuba, hacia la insurrección nacional, décimo Congreso Internacional, Julio 31-Agosto 3, 1980	Cuba, to the national insurrection, tenth international congress, July 31- August 3, 1980	Agrupación Abdala			Written on verso: "New Jersey, limited edition"	Anti-Communist movements -- United States; Political posters, Cuban; Student activities	Posters		1980	1980-1990	New Jersey	1 color poster; 50 x 39 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Agrupación Abdala Poster Collection	CHC5143						MJC			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc51430000240001001	Image					image/tiff	85448184 Bytes	4752	5992	944505535	RGB	8 Bits Per Pixel	300 Pixels Per Inch	chc51430000240001001.tif		2010-03-03	2010-10-22	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5143/id/25	25	15.jp2	/chc5143/image/15.jp2
José Martí		Agrupación Abdala				Anti-Communist movements -- United States; Political posters, Cuban; Student activities	Posters		1980	1980-1990	United States	1 color poster; 60 x 45 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Agrupación Abdala Poster Collection	CHC5143						MJC			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc51430000260001001	Image					image/tiff	117877932 Bytes	5448	7211	1637341788	RGB	8 Bits Per Pixel	300 Pixels Per Inch	chc51430000260001001.tif		2010-03-03	2010-10-22	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5143/id/26	26	31.jp2	/chc5143/image/31.jp2
6to Congreso Internacional Abdala, Julio 30-Agosto 1, 1976	Sixth International Congress of Abdala, July 30 - August 1, 1976	Agrupación Abdala			Written on verso: "Artist, Luis Fernández-Puente, 1976."	Anti-Communist movements -- United States; Political posters, Cuban; Student activities	Posters		1976	1970-1980	United States	1 color poster; 76 x 57 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Agrupación Abdala Poster Collection	CHC5143						MJC			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc51430000130001001	Image					image/tiff	185371388 Bytes	6802	9083	1843248983	RGB	8 Bits Per Pixel	297 Pixels Per Inch	chc51430000130001001.tif		2010-03-03	2010-10-22	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5143/id/27	27	32.jp2	/chc5143/image/32.jp2
Cubano, acto masivo, la lucha continua	Cuban mass action, the struggle continues	Agrupación Abdala			Written on verso: "Miami, FL, 1978"	Anti-Communist movements -- United States; Political posters, Cuban; Student activities	Posters		1978	1970-1980	Miami (Florida)	1 b&w poster; 43 x 28 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Agrupación Abdala Poster Collection	CHC5143						MJC			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc51430000200001001	Image					image/tiff	53471744 Bytes	3387	5260	1149570329	RGB	8 Bits Per Pixel	300 Pixels Per Inch	chc51430000200001001.tif		2010-03-03	2010-10-22	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5143/id/28	28	11.jp2	/chc5143/image/11.jp2
7o Congreso Internacional Abdala, 4-7 Agosto, 1977	Seventh International Congress of Abdala, August 4-7, 1977	Agrupación Abdala			Written on verso: "Artist, Ivan Acosta or Luis Fernández-Puente? 1977. Silkscreen process, limited ed."	Anti-Communist movements -- United States; Political posters, Cuban; Student activities	Posters		1977	1970-1980	United States	1 color poster; 71 x 38.5 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Agrupación Abdala Poster Collection	CHC5143						MJC			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc51430000170001001	Image					image/tiff	116898204 Bytes	4644	8389	2427879615	RGB	8 Bits Per Pixel	297 Pixels Per Inch	chc51430000170001001.tif		2010-03-03	2010-10-22	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5143/id/29	29	20.jp2	/chc5143/image/20.jp2
Cena Pro-fondo por el apoyo externo a la lucha interna con representantes del Movimiento Polaco Solidaridad	Dinner fundraiser for the external support to the internal struggle with representatives of the Polish Solidarity Movement	Agrupación Abdala			Written on verso: "Artist, David Medina (Mariel generation), 1981. Silkscreen. Limited edition."	Anti-Communist movements -- United States; Political posters, Cuban; Student activities	Posters		1981	1980-1990	United States	1 color poster; 60.5 x 45.4 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Agrupación Abdala Poster Collection	CHC5143						MJC			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc51430000270001001	Image					image/tiff	120284428 Bytes	5508	7278	2136427995	RGB	8 Bits Per Pixel	300 Pixels Per Inch	chc51430000270001001.tif		2010-03-03	2010-10-22	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5143/id/30	30	13.jp2	/chc5143/image/13.jp2
Cubanos, por la libertad e independencia de Cuba,conmemoremos el natalicio de José Martí	Cubans, for freedom and independence of Cuba, we commemorate the birth of José Martí	Agrupación Abdala			Written on verso: "Miami, FL, ca. 1977"	Anti-Communist movements -- United States; Political posters, Cuban; Student activities	Posters		1977	1970-1980	Miami (Florida)	1 color poster; 35.5 x 22 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Agrupación Abdala Poster Collection	CHC5143						MJC			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc51430000150001001	Image					image/tiff	131844328 Bytes	5189	8468	2963741135	RGB	8 Bits Per Pixel	600 Pixels Per Inch	chc51430000150001001.tif		2010-03-03	2010-10-22	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5143/id/31	31	12.jp2	/chc5143/image/12.jp2
Abdala XI Congreso Nacional. Julio 31 - Agosto 2	Eleventh National Congress of Abdala, July 31 - August 2	Agrupación Abdala			Written on verso: "Miami, Fl, 1981."	Anti-Communist movements -- United States; Political posters, Cuban; Student activities	Posters		1981	1980-1990	Miami (Florida)	1 b&w poster; 43.3 x 28.8 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Agrupación Abdala Poster Collection	CHC5143						MJC			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc51430000290001001	Image					image/tiff	52014852 Bytes	3356	5164	314636003	RGB	8 Bits Per Pixel	300 Pixels Per Inch	chc51430000290001001.tif		2010-03-03	2010-10-22	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5143/id/32	32	17.jp2	/chc5143/image/17.jp2
Cubanos, por todos los mártires de nuestras luchas, de ayer y de hoy, por la libertad e independencia de Cuba. Conmemoremos el natalicio de José Martí.	Cubans, for all the martyrs of our struggles, past and present, for freedom and independence of Cuba. Commemorate the birth of José Martí.	Agrupación Abdala			Written on verso: "Union City, NJ, ca. 1977. Poster to be taken as model for Marti commemoration in other towns."	Anti-Communist movements -- United States; Political posters, Cuban; Student activities	Posters		1977	1970-1980	Union City (New Jersey)	1 b&w photograph; 40.5 x 24 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Agrupación Abdala Poster Collection	CHC5143						MJC			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc51430000160001001	Image					image/tiff	171171292 Bytes	5853	9747	2121884490	RGB	8 Bits Per Pixel	600 Pixels Per Inch	chc51430000160001001.tif		2010-03-03	2010-10-22	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5143/id/33	33	28.jp2	/chc5143/image/28.jp2
