Title	Translated Title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date Original	Coverage Temporal	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Upload ID	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 6															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000097						asm02500000970006001	image/tiff	8763.198 KB	2413	10944	0x685D6666	RGB	24-bit depth	600 dpi	asm02500000970006001.tif		2008-05-20	2008-05-20	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/10	10	11.jp2	/asm0250/image/11.jp2
Page 7															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000097						asm02500000970007001	image/tiff	8660.56 KB	2400	10944	0x9E4B0091	RGB	24-bit depth	600 dpi	asm02500000970007001.tif		2008-05-20	2008-05-20	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/11	11	12.jp2	/asm0250/image/12.jp2
Page 8															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000097						asm02500000970008001	image/tiff	9374.323 KB	2515	10944	0x5AEEF53A	RGB	24-bit depth	600 dpi	asm02500000970008001.tif		2008-05-20	2008-05-20	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/12	12	13.jp2	/asm0250/image/13.jp2
Page 9															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000097						asm02500000970009001	image/tiff	7098.872 KB	2418	5501	0x9DEC9052	RGB	24-bit depth	600 dpi	asm02500000970009001.tif		2008-05-20	2008-05-20	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/13	13	14.jp2	/asm0250/image/14.jp2
Greater Miami, fall-winter 1976-77			Miami-Metro Department of Publicity and Tourism	This brochure lists events and activities available in Miami throughout the fall-winter season of 1976-1977.		Tourist attractions	Advertising fliers; Event calendars		1976	1970-1980	Florida; Miami-Dade County (Florida); Miami (Florida)				University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection	ASM0250	Series:  I Unassigned	Box No. 6; Folder Title: Miami (4).						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000097	Text						image/tiff										2013-08-14	2013-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/14	14	15.cpd	/asm0250/image/15.cpd
Page 1															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000137						asm02500001370001001	image/tiff	16127.749 KB	4837	5456	0x3CF4BCE5	RGB	24-bit depth	600 dpi	asm02500001370001001.tif		2008-05-20	2008-05-20	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/15	15	16.jp2	/asm0250/image/16.jp2
Page 2															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000137						asm02500001370002001	image/tiff	8988.907 KB	4806	5456	0xF6CD7783	RGB	24-bit depth	600 dpi	asm02500001370002001.tif		2008-05-20	2008-05-20	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/16	16	17.jp2	/asm0250/image/17.jp2
Page 3															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000137						asm02500001370003001	image/tiff	28682.437 KB	9644	5471	0xA77B6CF8	RGB	24-bit depth	600 dpi	asm02500001370003001.tif		2008-05-20	2008-05-20	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/17	17	18.jp2	/asm0250/image/18.jp2
Page 4															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000137						asm02500001370004001	image/tiff	42118.25 KB	9646	10881	0xCA697767	RGB	24-bit depth	600 dpi	asm02500001370004001.tif		2008-05-20	2008-05-20	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/18	18	19.jp2	/asm0250/image/19.jp2
Miami				The brochure outlines some features of Miami, including its climage, geography, transportation, attractions, and activities.		City promotion	Advertising fliers	Miami-Metro Department of Tourism Promotion			Florida; Miami-Dade County (Florida); Miami (Florida)				University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection	ASM0250	Series:  I Unassigned	Box No. 6; Folder Title: Miami (7).						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000137	Text						image/tiff										2013-08-14	2013-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/19	19	20.cpd	/asm0250/image/20.cpd
Page 1															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000134						asm02500001340001001	image/tiff	10412.602 KB	5347	6778	0xD1B49848	RGB	24-bit depth	600 dpi	asm02500001340001001.tif		2008-05-20	2008-05-20	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/20	20	21.jp2	/asm0250/image/21.jp2
Page 2															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000134						asm02500001340002001	image/tiff	9213.138 KB	5216	6731	0x61B05D42	RGB	24-bit depth	600 dpi	asm02500001340002001.tif		2008-05-20	2008-05-20	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/21	21	22.jp2	/asm0250/image/22.jp2
Page 3															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000134						asm02500001340003001	image/tiff	22485.901 KB	10274	6778	0xF9F5C7A5	RGB	24-bit depth	600 dpi	asm02500001340003001.tif		2008-05-20	2008-05-20	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/22	22	23.jp2	/asm0250/image/23.jp2
Morningside Home Tour				Promotional brochure for the fifth annual tour of Morningside (originally known as Bay Shore), a neighborhood on Biscayne Bay which was designated Miami's first Historic District in 1989. These houses, built in the 1920s and 1930s, represent Mediterranean Revival, Art Deco, Streamline Moderne, and Spanish Mission styles.		Sightseeing business	Advertising fliers	Morningside Civic Association	1988-04-10	1980-1990	Florida; Miami-Dade County (Florida); Miami (Florida)				University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection	ASM0250	Series:  I Unassigned	Box No. 6; Folder Title: Miami (7).						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000134	Text						image/tiff										2013-08-14	2013-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/23	23	24.cpd	/asm0250/image/24.cpd
Page 1															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000112						asm02500001120001001	image/tiff	13119.249 KB	2463	5456	0xC19F213E	RGB	24-bit depth	600 dpi	asm02500001120001001.tif		2008-05-20	2008-05-20	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/24	24	25.jp2	/asm0250/image/25.jp2
Page 2															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000112						asm02500001120002001	image/tiff	47124.532 KB	5411	8802	0x6E5627A8	RGB	24-bit depth	600 dpi	asm02500001120002001.tif		2008-05-20	2008-05-20	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/25	25	26.jp2	/asm0250/image/26.jp2
Page 3															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000112						asm02500001120003001	image/tiff	38591.245 KB	5411	8772	0x5BED33C1	RGB	24-bit depth	600 dpi	asm02500001120003001.tif		2008-05-20	2008-05-20	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/26	26	27.jp2	/asm0250/image/27.jp2
Page 4															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000112						asm02500001120004001	image/tiff	50644.368 KB	10758	8825	0x9F66DD0B	RGB	24-bit depth	600 dpi	asm02500001120004001.tif		2008-05-20	2008-05-20	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/27	27	28.jp2	/asm0250/image/28.jp2
Miami Beach visitor and attractions guide			Metropolitan Dade County Cultural Affairs Council	Promotional brochure for Miami Beach.		Tourist attractions	Advertising fliers	Miami Beach Visitor and Convention Authority	1988	1980-1990	Florida; Miami-Dade County (Florida); Miami Beach (Florida)				University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection	ASM0250	Series:  I Unassigned	Box No. 6; Folder Title: Miami (4).						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000112	Text						image/tiff										2013-08-14	2013-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/28	28	29.cpd	/asm0250/image/29.cpd
Page 1															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000092						asm02500000920001001	image/tiff	7551.453 KB	3736	3820	0xCF4CC5FB	RGB	24-bit depth	600 dpi	asm02500000920001001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/29	29	30.jp2	/asm0250/image/30.jp2
Page 2															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000092						asm02500000920002001	image/tiff	20184.281 KB	12670	3802	0x8D97AEA2	RGB	24-bit depth	600 dpi	asm02500000920002001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/30	30	31.jp2	/asm0250/image/31.jp2
Page 3															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000092						asm02500000920003001	image/tiff	19994.464 KB	12640	3781	0x11DEA8F9	RGB	24-bit depth	600 dpi	asm02500000920003001.tif		2008-05-20	2008-05-20	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/31	31	32.jp2	/asm0250/image/32.jp2
Page 4															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000092						asm02500000920004001	image/tiff	9455.703 KB	3802	7394	0x92F4A0B3	RGB	24-bit depth	600 dpi	asm02500000920004001.tif		2008-05-20	2008-05-20	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/32	32	33.jp2	/asm0250/image/33.jp2
7 days in Miami				Promotional material advertising sightseeing tours of Miami, outdoor recreation, concerts and other activities, plus a list of available apartment buildings.		Sightseeing business; Tourist attractions	Advertising fliers				Florida; Miami-Dade County (Florida); Miami (Florida)				University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection	ASM0250	Series:  I Unassigned	Box No. 6; Folder Title: Miami (3).						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000092	Text						image/tiff										2013-08-14	2013-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/33	33	34.cpd	/asm0250/image/34.cpd
Page 1															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000124						asm02500001240001001	image/tiff	33799.173 KB	6564	5140	0xEF7F81D9	RGB	24-bit depth	600 dpi	asm02500001240001001.tif		2008-05-20	2008-05-20	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/34	34	35.jp2	/asm0250/image/35.jp2
Page 2															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000124						asm02500001240002001	image/tiff	18036.522 KB	5047	6568	0x33FB2F67	RGB	24-bit depth	600 dpi	asm02500001240002001.tif		2008-05-20	2008-05-20	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/35	35	36.jp2	/asm0250/image/36.jp2
Page 3															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000124						asm02500001240003001	image/tiff	18658.123 KB	5107	6598	0xFDB0A549	RGB	24-bit depth	600 dpi	asm02500001240003001.tif		2008-05-20	2008-05-20	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/36	36	37.jp2	/asm0250/image/37.jp2
Page 4															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000124						asm02500001240004001	image/tiff	16887.079 KB	5107	6598	0x5A7CB129	RGB	24-bit depth	600 dpi	asm02500001240004001.tif		2008-05-20	2008-05-20	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/37	37	38.jp2	/asm0250/image/38.jp2
New World Festival of the Arts, Greater Miami and the Beaches, June 4-26: the premiere of premieres, the world's greatest celebration of the sun and the arts				Promotional flier for the premiere of the New World Festival of the Arts.		Festivals	Event calendars; Advertising fliers		1982	1980-1990	Florida; Miami-Dade County (Florida); Miami (Florida)				University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection	ASM0250	Series:  I Unassigned	Box No. 6; Folder Title: Miami (7).						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000124	Text						image/tiff										2013-08-14	2013-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/38	38	39.cpd	/asm0250/image/39.cpd
Page 1															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000122						asm02500001220001001	image/tiff	13985.921 KB	6609	5170	0xA72AC3E5	RGB	24-bit depth	600 dpi	asm02500001220001001.tif		2008-05-20	2008-05-20	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/39	39	40.jp2	/asm0250/image/40.jp2
Page 2															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000122						asm02500001220002001	image/tiff	13222.645 KB	6654	5200	0xCF13AA74	RGB	24-bit depth	600 dpi	asm02500001220002001.tif		2008-05-20	2008-05-20	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/40	40	41.jp2	/asm0250/image/41.jp2
Page 3															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000122						asm02500001220003001	image/tiff	13131.067 KB	6684	5200	0x526B1D1E	RGB	24-bit depth	600 dpi	asm02500001220003001.tif		2008-05-20	2008-05-20	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/41	41	42.jp2	/asm0250/image/42.jp2
Page 4															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000122						asm02500001220004001	image/tiff	35782.545 KB	6740	15459	0xCD415912	RGB	24-bit depth	600 dpi	asm02500001220004001.tif		2008-05-20	2008-05-20	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/42	42	43.jp2	/asm0250/image/43.jp2
Official map: Fort Lauderdale, West Palm Beach, Miami, Key West			Dupeyroux, Pierre J.	This map and tourist guide describes such attractions as Island Queen cruises, Lion Country Safari, the World of Miniature Horses, Flamingo Gardens, Jungle Queen cruises, SeaEscape, Miccosukee Indian Village, Planet Ocean, Miami Seaquarium, Vizcaya, Fairchild Tropical Garden, Parrot Jungle, Orchid Jungle, Metrozoo, Monkee Jungle, Coral Castle, Theater of the Sea, and the Key West Conch Tour Train, plus many others.		Tourist attractions	Maps; Advertising fliers		1984	1980-1990	Florida; Miami-Dade County (Florida); Miami (Florida)				University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection	ASM0250	Series:  I Unassigned	Box No. 6; Folder Title: Miami (7).						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000122	Text						image/tiff										2013-08-14	2013-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/43	43	44.cpd	/asm0250/image/44.cpd
Page 1															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000123						asm02500001230001001	image/tiff	18866.385 KB	11000	3784	0xF87D331C	RGB	24-bit depth	600 dpi	asm02500001230001001.tif		2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/44	44	45.jp2	/asm0250/image/45.jp2
Page 2															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000123						asm02500001230002001	image/tiff	19519.858 KB	11000	3758	0xCE340DB1	RGB	24-bit depth	600 dpi	asm02500001230002001.tif		2008-05-20	2008-05-20	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/45	45	46.jp2	/asm0250/image/46.jp2
Page 3															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000123						asm02500001230003001	image/tiff	54969.56 KB	11000	7552	0x1E0C00E9	RGB	24-bit depth	600 dpi	asm02500001230003001.tif		2008-05-20	2008-05-20	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/46	46	47.jp2	/asm0250/image/47.jp2
American Legion: On to Miami! Oct. 22, 23, 24, and 25, 1934				Promotional flier inviting American Legion members to visit Miami and enjoy its charms in 1934.		Tourist attractions	Advertising fliers		1934-10-22	1930-1940	Florida; Miami-Dade County (Florida); Miami (Florida)				University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection	ASM0250	Series:  I Unassigned	Box No. 6; Folder Title: Miami (7).						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000123	Text						image/tiff										2013-08-14	2013-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/47	47	48.cpd	/asm0250/image/48.cpd
Page 1															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000098						asm02500000980001001	image/tiff	13870.352 KB	2511	5450	0x9091E45A	RGB	24-bit depth	600 dpi	asm02500000980001001.tif		2008-05-20	2008-05-20	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/48	48	49.jp2	/asm0250/image/49.jp2
Page 2															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000098						asm02500000980002001	image/tiff	16262.788 KB	5008	5403	0x708E6441	RGB	24-bit depth	600 dpi	asm02500000980002001.tif		2008-05-20	2008-05-20	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/49	49	50.jp2	/asm0250/image/50.jp2
Page 3															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000098						asm02500000980003001	image/tiff	16787.255 KB	4765	5402	0x2B2C4F82	RGB	24-bit depth	600 dpi	asm02500000980003001.tif		2008-05-20	2008-05-20	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/50	50	51.jp2	/asm0250/image/51.jp2
Page 4															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000098						asm02500000980004001	image/tiff	18176.206 KB	4813	5450	0xEAC6CA26	RGB	24-bit depth	600 dpi	asm02500000980004001.tif		2008-05-20	2008-05-20	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/51	51	52.jp2	/asm0250/image/52.jp2
Page 5															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000098						asm02500000980005001	image/tiff	14020.465 KB	4829	5450	0xC87EC22C	RGB	24-bit depth	600 dpi	asm02500000980005001.tif		2008-05-20	2008-05-20	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/52	52	53.jp2	/asm0250/image/53.jp2
Page 6															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000098						asm02500000980006001	image/tiff	38303.466 KB	12084	5420	0xF5BDA44C	RGB	24-bit depth	600 dpi	asm02500000980006001.tif		2008-05-20	2008-05-20	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/53	53	54.jp2	/asm0250/image/54.jp2
Page 7															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000098						asm02500000980007001	image/tiff	36628.398 KB	12084	5458	0xB82A6E56	RGB	24-bit depth	600 dpi	asm02500000980007001.tif		2008-05-20	2008-05-20	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/54	54	55.jp2	/asm0250/image/55.jp2
Page 8															University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection									http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000098						asm02500000980008001	image/tiff	5734.112 KB	2447	5434	0x33A8A2CA	RGB	24-bit depth	600 dpi	asm02500000980008001.tif		2008-05-20	2008-05-20	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/55	55	56.jp2	/asm0250/image/56.jp2
Greater Miami's historic places			Metropolitan Dade County Cultural Affairs Council; Metropolitan Dade County (Fla.). Office of Community and Economic Development. Historic Preservation Division; Metro-Dade Communications Department; Metropolitan Dade County (Fla.). Aviation Dept.	This brochure offers photographs and historical information on important historic buildings in Dade County, and identifies their dates of construction and architectural styles, such as Pueblo Revival style, Italian Renaissance, Cuban Neoclassical, Spanish Mediterranean Revival, Streamline Moderne, Southern Neoclassical, Wood Frame Vernacular, and others.	This brochure was produced by the Greater Miami Convention and Visitors Bureau, conceived and coordinated by the Metropolitan Dade County Cultural Affairs Council, in cooperation with the Office of Community and Economic Development's Historic Preservation Division and the Metro-Dade Communications Department and with the support of the Metro-Dade Aviation Department and Seaport.	Tourist attractions	Advertising fliers	Greater Miami Convention and Visitors Bureau	1988	1980-1990	Florida; Miami-Dade County (Florida); Miami (Florida)				University of Miami Libraries. Special Collections.	Florida Promotional Materials Collection	ASM0250	Series:  I Unassigned	Box No. 6; Folder Title: Miami (4).						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0250000098	Text						image/tiff										2013-08-14	2013-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0250/id/56	56	57.cpd	/asm0250/image/57.cpd
