Title	Translated Title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical Description	Language	Website	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Upload ID	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 4																											chc0347000004						chc03470000040004001	image/tiff	10783.667 KB	5221	6772	0x9B059E2E	RGB	24-bit depth	600 dpi	chc03470000040004001.tif		2012-11-14	2012-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/259	259	260.jp2	/chc0347/image/260.jp2
Page 5																											chc0347000004						chc03470000040005001	image/tiff	11364.432 KB	5221	6772	0x44F866EB	RGB	24-bit depth	600 dpi	chc03470000040005001.tif		2012-11-14	2012-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/260	260	261.jp2	/chc0347/image/261.jp2
Page 6																											chc0347000004						chc03470000040006001	image/tiff	9508.064 KB	5221	6772	0x6E9DDD77	RGB	24-bit depth	600 dpi	chc03470000040006001.tif		2012-11-14	2012-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/261	261	262.jp2	/chc0347/image/262.jp2
Agustín Acosta letter to José María Chacón y Calvo, September 3, 1957		Acosta, Agustín, 1886-1979		In this letter Agustín Acosta thanks José María Chacón y Calvo for his letter of August 28th and wishes his friend, confined in a Swiss clinic, a quick recovery. Acosta describes the ranch in Bejucal, La Habana, where he has gone to spend a few days away from the hustle and bustle of the city. He comments on his surroundings and tells his friend how he spends his days in Bejucal		Acosta, Agustín, 1886-1979; Chacón y Calvo, José María, 1893-1969; Authors, Cuban -- 20th century -- Correspondence	Manuscripts; Correspondence		1957-09-03	1950-1960	Bejucal (Cuba)	1 letter, 6 pages	spa		University of Miami Libraries. Cuban Heritage Collection	Cuban Historical & Literary Manuscripts Collection	CHC0347		Box No. 1; Folder No. 4; Folder Title: Acosta, Agustín	Sánchez, Sara	Sánchez, Sara	mcz; axr			http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000004	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A			image/tiff										2012-11-14	2012-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/262	262	263.cpd	/chc0347/image/263.cpd
Page 1																											chc0347000018	Text					chc03470000180001001	image/tiff	10147.911 KB	5456	8179	0xECA59E3F	RGB	24-bit depth	600 dpi	chc03470000180001001.tif		2012-07-25	2012-07-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/263	263	264.jp2	/chc0347/image/264.jp2
Page 2																											chc0347000018	Text					chc03470000180002001	image/tiff	9175.638 KB	5456	8179	0x1885F5B8	RGB	24-bit depth	600 dpi	chc03470000180002001.tif		2012-07-25	2012-07-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/264	264	265.jp2	/chc0347/image/265.jp2
Page 3																											chc0347000018	Text					chc03470000180003001	image/tiff	12815.32 KB	5568	8273	0xF7348CF9	RGB	24-bit depth	600 dpi	chc03470000180003001.tif		2012-07-25	2012-07-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/265	265	266.jp2	/chc0347/image/266.jp2
Page 4																											chc0347000018	Text					chc03470000180004001	image/tiff	12539.091 KB	5579	8279	0x66A1FC68	RGB	24-bit depth	600 dpi	chc03470000180004001.tif		2012-07-25	2012-07-25	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/266	266	267.jp2	/chc0347/image/267.jp2
Message from Cuban President Fulgencio Batista y Zaldívar to the Congress of the Republic of Cuba, March 16, 1943		Batista y Zaldívar, Fulgencio, 1901-1973		In this message Cuban president Fulgencio Batista y Zaldívar informs the Congress of the Republic of Cuba his choice ministers. The following are the names of the appointed ministers along with their corresponding office: Dr. Emeterio S. Santovenia y Echaide, Minister of State; Jerónimo Acosta Recio, Minister of Public Works; Dr. Joaquín Martínez Sáenz, Minister of Agriculture; Dr. Anselmo Alliegro y Milá, Minister of Commerce; Dr. Carlos Márquez Sterling y Guiral, Minister of Education; Dr. José Agustín Martínez-Viademonte Martínez, Minister (unspecified); and Dr. Juan Marinello y Vidaurreta, Minister (unspecified)		Batista y Zaldívar, Fulgencio, 1901-1973; Santovenia, Emeterio S. (Emeterio Santiago), 1889-1968; Acosta Recio, Jerónimo; Martínez Sáenz, Joaquín, 1900-1974; Alliegro y Milá, Anselmo; Márquez Sterling, Carlos, 1899-; Martínez-Viademonte Martínez, José Agustín; Marinello, Juan, 1898-1977; Politicians -- Cuba; Presidents -- Cuba -- Correspondence	Typescripts;		1943-03-16	1940-1950	Havana (Cuba)	1 typescript, 4 pages	spa		University of Miami Libraries. Cuban Heritage Collection.	Cuban Historical & Literary Manuscripts Collection	CHC0347		Box No. 1; Folder No. 18; Folder Title: Batista y Zaldivar, Fulgencio			rml; axr			http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000018	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A			image/tiff										2012-11-14	2012-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/267	267	268.cpd	/chc0347/image/268.cpd
Page 1																											chc0347000006	Text					chc03470000060001001	image/tiff	13128.061 KB	4781	7831	0x8B1EF72A	RGB	24-bit depth	600 dpi	chc03470000060001001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/268	268	269.jp2	/chc0347/image/269.jp2
Page 2																											chc0347000006	Text					chc03470000060002001	image/tiff	12162.994 KB	4787	7831	0xF79C162A	RGB	24-bit depth	600 dpi	chc03470000060002001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/269	269	270.jp2	/chc0347/image/270.jp2
Page 3																											chc0347000006	Text					chc03470000060003001	image/tiff	11852.271 KB	4759	7789	0xD7810710	RGB	24-bit depth	600 dpi	chc03470000060003001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/270	270	271.jp2	/chc0347/image/271.jp2
Page 4																											chc0347000006	Text					chc03470000060004001	image/tiff	11514.323 KB	4767	7782	0xFB71C256	RGB	24-bit depth	600 dpi	chc03470000060004001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/271	271	272.jp2	/chc0347/image/272.jp2
Page 5																											chc0347000006	Text					chc03470000060005001	image/tiff	10566.364 KB	4767	7782	0x738C409B	RGB	24-bit depth	600 dpi	chc03470000060005001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/272	272	273.jp2	/chc0347/image/273.jp2
Page 6																											chc0347000006	Text					chc03470000060006001	image/tiff	9577.597 KB	4819	7824	0xAA9DF6D6	RGB	24-bit depth	600 dpi	chc03470000060006001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/273	273	274.jp2	/chc0347/image/274.jp2
Will of Amalia Simoni y Argilagos, June 17, 1892		Simoni y Argilagos, Amalia		Original manuscript of the last will and testament of Amalia Simoni y Argilagos, wife of general Ignacio Agramonte y Loynaz. In this document she names her two children, Ignacio Agramonte y Simoni and Herminia Agramonte y Simoni, as her universal inheritors. The document is witnessed and signed by Enrique V. Agramonte, José Jacinto Luis, and Benjamín J. Guerra and it is notarized by José G. Morales.		Simoni y Argilagos, Amalia; Agramonte y Loynaz, Ignacio, 1841-1873; Morales, José G.; Notaries -- Cuba; Generals -- Cuba	Manuscripts; Wills		1892-07-17	1890-1900	New York (New York)	1 will, 6 pages	spa		University of Miami Libraries. Cuban Heritage Collection.	Cuban Historical & Literary Manuscripts Collection	CHC0347		Box No. 1; Folder No. 6; Folder Title: Agramonte, Ignacio		Martínez Cuéllar, Juan Víctor	rml; axr			http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000006	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A			image/tiff										2012-12-04	2012-12-04	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/274	274	275.cpd	/chc0347/image/275.cpd
Page 1																											chc0347000005						chc03470000050001001	image/tiff	14916.039 KB	5238	6745	0x16898DA1	RGB	24-bit depth	600 dpi	chc03470000050001001.tif		2012-07-12	2012-07-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/275	275	276.jp2	/chc0347/image/276.jp2
Page 2																											chc0347000005						chc03470000050002001	image/tiff	12308.574 KB	5238	6745	0x9D165B98	RGB	24-bit depth	600 dpi	chc03470000050002001.tif		2012-07-12	2012-07-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/276	276	277.jp2	/chc0347/image/277.jp2
F. N. Acosta letter to the G. W. Van Vleck Co., September 3, 1907		Acosta, F. N.		F. N. Acosta writes to the G.W. Van Vleck Co. after following a treatment for piles and fistulas, and using their medication for six months. He highly recommends this treatment and points out that prior to using this medication doctors wanted to operate on him after eleven months of suffering from this condition.	Stamp (mark) at the top right of the page: "Please return to Dr. G.W. Van Vleck Co. Jackson, Michigan	Acosta, F. N.; G. W. Van Vleck Company; Medical care	Manuscripts; Correspondence		1907-09-03	1900-1910	Key West (Florida)	1 letter, 2 pages	eng		University of Miami Libraries. Cuban Heritage Collection	Cuban Historical & Literary Manuscripts Collection	CHC0347		Box No. 1; Folder No. 5; Folder Title: Acosta, F.N..			mcz; axr			http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000005			EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A													2012-07-12	2012-07-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/277	277	278.cpd	/chc0347/image/278.cpd
Page 1																											chc0347000011	Text					chc03470000110001001	image/tiff	6102.194 KB	3264	5004	0x7E7BB40B	RGB	24-bit depth	600 dpi	chc03470000110001001.tif		2012-07-13	2012-07-13	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/278	278	279.jp2	/chc0347/image/279.jp2
Page 2																											chc0347000011	Text					chc03470000110002001	image/tiff	4664.944 KB	3258	4992	0xBFFB1616	RGB	24-bit depth	600 dpi	chc03470000110002001.tif		2012-07-13	2012-07-13	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/279	279	280.jp2	/chc0347/image/280.jp2
Page 3																											chc0347000011	Text					chc03470000110003001	image/tiff	5419.285 KB	3234	5001	0x6A82EC2A	RGB	24-bit depth	600 dpi	chc03470000110003001.tif		2012-07-13	2012-07-13	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/280	280	281.jp2	/chc0347/image/281.jp2
Page 4																											chc0347000011	Text					chc03470000110004001	image/tiff	5084.738 KB	3241	4977	0x684F8471	RGB	24-bit depth	600 dpi	chc03470000110004001.tif		2012-07-13	2012-07-13	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/281	281	282.jp2	/chc0347/image/282.jp2
Miguel de Aldama letter to José González Curbelo, Junio 19, 1874		Aldama, Miguel de		In this letter Miguel de Aldama, from New York, writes to José González Curbelo. He explains that there is not much he can do about the abuses committed by Emilia Casanova de Villaverde, among others, that have a detriment effect to Cuba's independence efforts. He goes on to say that this behavior will continue so long as they keep receiving support from people with candid intentions.		Aldama, Miguel de; González Curbelo, José, 1835-1907; Casanova de Villaverde, Emilia, 1832-1874; Cuba -- History -- 1810-1899	Manuscripts; Correspondence		1874-06-19	1870-1880	New York (New York)	1 letter, 4 pages	spa		University of Miami Libraries. Cuban Heritage Collection.	Cuban Historical and Literary Manuscripts Collection	CHC0347		Box No. 1; Folder No. 11; Folder Title: Aldama, Miguel de			rml; axr			http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000011	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc0347000011	image/tiff										2012-07-13	2012-07-13	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/282	282	283.cpd	/chc0347/image/283.cpd
Page 1																											chc0347000010	Text					chc03470000100001001	image/tiff	9601.935 KB	5063	6703	0x3FB5E9A3	RGB	24-bit depth	600 dpi	chc03470000100001001.tif		2012-07-13	2012-07-13	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/283	283	284.jp2	/chc0347/image/284.jp2
Page 2																											chc0347000010	Text					chc03470000100002001	image/tiff	10167.851 KB	5095	6798	0x5A90ACCF	RGB	24-bit depth	600 dpi	chc03470000100002001.tif		2012-07-13	2012-07-13	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/284	284	285.jp2	/chc0347/image/285.jp2
Page 3																											chc0347000010	Text					chc03470000100003001	image/tiff	8097.524 KB	5028	6729	0xB67966A9	RGB	24-bit depth	600 dpi	chc03470000100003001.tif		2012-07-13	2012-07-13	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/285	285	286.jp2	/chc0347/image/286.jp2
Page 4																											chc0347000010	Text					chc03470000100004001	image/tiff	9089.318 KB	5133	6734	0xE5C6C62B	RGB	24-bit depth	600 dpi	chc03470000100004001.tif		2012-07-13	2012-07-13	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/286	286	287.jp2	/chc0347/image/287.jp2
Miguel de Aldama letter to José González Curbelo, June 20, 1876		Aldama, Miguel de		Letter from Miguel de Aldama, New York, to José González Curbelo, Philadelphia, to whom he refers to as an agent of the Republic of Cuba. He writes in reply to González Curbelo's question on how to execute the Cuban government decree regarding the registration of Cuban citizens residing abroad, as well as non-Cuban citizens that were sympathizers of the Cuban revolution. Aldama also appeals to the friends of an independent Cuba for their support and donations to help the troops fighting for the cause.		Aldama, Miguel de; González Curbelo, José, 1835-1907	Manuscripts; Correspondence		1876-06-20	1870-1880	New York (New York)	1 letter, 4 pages	spa		University of Miami Libraries. Cuban Heritage Collection.	Cuban Historical and Literary Manuscripts Collection	CHC0347		Box No. 1; Folder No. 10; Folder Title: Aldama, Miguel de			rml; axr			http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000010	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc0347000010	image/tiff										2012-07-13	2012-07-13	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/287	287	288.cpd	/chc0347/image/288.cpd
Page 1																											chc0347000008						chc03470000080001001	image/tiff	11260.715 KB	5406	7412	0x7DED179B	RGB	24-bit depth	600 dpi	chc03470000080001001.tif		2012-07-12	2012-07-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/288	288	289.jp2	/chc0347/image/289.jp2
Page 2																											chc0347000008						chc03470000080002001	image/tiff	10716.416 KB	5422	7420	0x7F09E76E	RGB	24-bit depth	600 dpi	chc03470000080002001.tif		2012-07-12	2012-07-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/289	289	290.jp2	/chc0347/image/290.jp2
Ignacio Agramonte y Loynaz letter to his wife Amalia Simoni y Argilagos, April 18, 1870		Agramonte y Loynaz, Ignacio, 1841-1873		In this letter General Ignacio Agramonte y Loynaz gives his wife news from the front line and tells her how much he misses her. He recounts the engagement that took place when his troops decided to charge against a non-moving Spanish company. The engagement that lasted several hours ended in the defeat of the Spanish company which gained his troops 170 weapons and 6 horses. Agramonte's troops only suffered 5 deaths and 3 wounded, he being amongst the wounded. He tells his wife that his wound is not as deep as the one his heart suffers from being far away from her.		Agramonte y Loynaz, Ignacio, 1841-1873; Simoni y Argilagos, Amalia; Generals -- Cuba -- Correspondence	Manuscripts; Correspondence		1870-04-18	1870-1880	Cuba	1 letter, 2 pages	spa		University of Miami Libraries. Cuban Heritage Collection	Cuban Historical & Literary Manuscripts Collection	CHC0347		Box No. 1; Folder No. 8; Folder Title: Agramonte, Ignacio.		Martínez Cuéllar, Juan Víctor	rml; axr			http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000008			EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A													2012-07-12	2012-07-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/290	290	291.cpd	/chc0347/image/291.cpd
Page 1																											chc0347000016	Text					chc03470000160001001	image/tiff	6275.927 KB	3814	5327	0x4D49A7AB	RGB	24-bit depth	600 dpi	chc03470000160001001.tif		2012-07-13	2012-07-13	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/291	291	292.jp2	/chc0347/image/292.jp2
Page 2																											chc0347000016	Text					chc03470000160002001	image/tiff	5713.408 KB	3838	5321	0xE80B1062	RGB	24-bit depth	600 dpi	chc03470000160002001.tif		2012-07-13	2012-07-13	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/292	292	293.jp2	/chc0347/image/293.jp2
Quintín Banderas Betancourt letter to General Máximo Gómez, December 5, 1895		Banderas Betancourt, Quintín, 1833-1906		In this letter Quintín Banderas Betancourt tells general Máximo Gómez that the general's nephew, José Gómez, was appointed to the rank of Lieutenant after the 1868 revolution but that he never claim this award. Therefore, he has not officially received it. Banderas thinks that José Gómez should receive the rank immediately and that he hopes this will be approved by the general.		Banderas Betancourt, Quintín, 1833-1906; Gómez, Máximo, 1836-1905; Gómez, José; Generals -- Cuba -- Correspondence	Manuscripts; Correspondence		1895-12-05	1890-1900	Cuba	1 letter, 2 pages	spa		University of Miami Libraries. Cuban Heritage Collection.	Cuban Historical and Literary Manuscripts Collection	CHC0347		Box No. 1; Folder No. 16; Folder Title: Banderas, Quintín		Martínez Cuéllar, Juan Víctor	rml; axr			http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000016	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A			image/tiff										2012-12-04	2012-12-04	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/293	293	294.cpd	/chc0347/image/294.cpd
Page 1																											chc0347000007						chc03470000070001001	image/tiff	5451.531 KB	3451	5220	0x12B71A8B	RGB	24-bit depth	600 dpi	chc03470000070001001.tif		2012-07-12	2012-07-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/294	294	295.jp2	/chc0347/image/295.jp2
Page 2																											chc0347000007						chc03470000070002001	image/tiff	4675.369 KB	3445	5220	0xFFF5A590	RGB	24-bit depth	600 dpi	chc03470000070002001.tif		2012-07-12	2012-07-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/295	295	296.jp2	/chc0347/image/296.jp2
Ignacio Agramonte y Loynaz letter to his wife Amalia Simoni y Argilagos, April 9, 1870		Agramonte y Loynaz, Ignacio, 1841-1873		In this letter general Ignacio Agramonte y Loynaz writes to his wife, Amalia Simoni y Argilagos, to tell her about the message that [José?] Morales Lemus had received from the government stating that 17 pesos per month are insufficient funds for his mother and three young siblings. He goes on to say that the amount they will receive will not be lower than 300 pesos.		Agramonte y Loynaz, Ignacio, 1841-1873; Simoni y Argilagos, Amalia; Morales Lemus, José, 1808-1870; Generals -- Cuba -- Correspondence	Manuscripts; Correspondence		1870-04-09	1870-1880	Cuba	1 letter, 2 pages	spa		University of Miami Libraries. Cuban Heritage Collection	Cuban Historical & Literary Manuscripts Collection	CHC0347		Box No. 1; Folder No. 7; Folder Title: Agramonte, Ignacio.		Martínez Cuéllar, Juan Víctor	rml; axr			http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000007			EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A													2012-07-12	2012-07-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/296	296	297.cpd	/chc0347/image/297.cpd
