Title	Translated Title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date Original	Coverage Temporal	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Upload ID	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 2																											asm0060000012						asm00600000120002001	image/tiff	25621.553 KB	5149	6658	0xBC7AA73B	RGB	24 bit-color	600 dpi	asm00600000120002001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/18	18	29.jp2	/asm0060/image/29.jp2
News release: Florida panther dies in fall				A female Florida panther died in an accident while being captured by biologists with the Florida Game and Fresh Water Fish Commission when they tried to replace an old radio transmitter in her collar with a new one. At that time, in 1983, only twenty Florida panthers were alive.		Florida panthers	Government publications	Florida. Game and Fresh Water Fish Commission	1983	1980-1990		1 typewritten leaf	eng		University of Miami Libraries. Special Collections.	Marjory Stoneman Douglas Papers	ASM0060	Series II. Topical Files	Box No.: 23, Folder Title: Big Cypress.						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0060000012	Text						image/tiff										2013-03-26	2013-03-26	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/19	19	30.cpd	/asm0060/image/30.cpd
Page 1																											asm0060000017						asm00600000170001001	image/tiff	17650.833 KB	7195	5305	0x9B96E365	RGB	24 bit-color	600 dpi	asm00600000170001001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/20	20	31.jp2	/asm0060/image/31.jp2
Page 2																											asm0060000017						asm00600000170002001	image/tiff	18070.778 KB	7195	5305	0x114B63A2	RGB	24 bit-color	600 dpi	asm00600000170002001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/21	21	32.jp2	/asm0060/image/32.jp2
Flood Control District promotional materials				Promotional flier for the South Florida Water Management District (SFWMD), which manages and protects water resources of the region by balancing and improving water quality, flood control, natural systems and water supply. SFWMD's boundaries extend from central Florida to Lake Okeechobee, and from coast to coast, from Fort Myers to Fort Pierce, south through the Everglades to the Florida Keys and Florida Bay. "The FCD is NOT a drainage district, since its functions are both the removal of flood water in wet seasons and conservation of such excess water in dry seasons. It is therefore a water control system."	Name changed January 1, 1977 from "Central and Southern Florida Flood Control District" to "South Florida Water Management District."	Central and Southern Florida Flood Control District (Florida); Wetland conservation; Land use	Advertising fliers; Government publications			1960-1970	Florida	1 folded leaf	eng		University of Miami Libraries. Special Collections.	Marjory Stoneman Douglas Papers	ASM0060	Series II. Topical Files	Box No.: 25, Folder Title: Everglades.						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0060000017	Text						image/tiff										2013-03-26	2013-03-26	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/22	22	33.cpd	/asm0060/image/33.cpd
Marjory Stoneman Douglas and George Billie				Marjory Stoneman Douglas and George Billie in a canoe out on the water in the Everglades, March 19, 1989	From a note accompanying the photograph: "3/19/1989.  MSD with George Billie in canoe going out on the Everglades"	Douglas, Marjory Stoneman; Billie, George; Everglades (Florida)	Group portraits		1989-03-19	1980-1990	Everglades (Florida)	1 b&w photograph	eng		University of Miami Libraries. Special Collections.	Marjory Stoneman Douglas Papers	ASM0060	Series IV.  Photographs	Box No.: 37, Folder 51			JRR			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image					asm00600000450001001	image/tiff	3028.436 KB	6332	5191	0xB1475440	RGB	24 bit-color	600 dpi	asm00600000450001001.tif		2008-06-09	2013-03-26	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/23	23	14.jp2	/asm0060/image/14.jp2
Marjory Stoneman Douglas and George Billie				Marjory Stoneman Douglas and George Billie in a canoe among the reeds in the Everglades, March 19, 1989	From a note accompanying the photograph: "3/19/1989.  MSD with George Billie in canoe going out on the Everglades"	Douglas, Marjory Stoneman; Billie, George; Everglades (Florida)	Group portraits		1989-03-19	1980-1990	Everglades (Florida)	1 b&w photograph	eng		University of Miami Libraries. Special Collections.	Marjory Stoneman Douglas Papers	ASM0060	Series IV.  Photographs	Box No.: 37, Folder 51			JRR			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image					asm00600000460001001	image/tiff	11311.145 KB	5095	6369	0x79DCF33C	RGB	24 bit-color	600 dpi	asm00600000460001001.tif		2008-06-09	2013-03-26	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/24	24	15.jp2	/asm0060/image/15.jp2
Letter from Ensign C. F. Edge to Marjory Stoneman Douglas, July 12, 1927		Edge, C. F.		Letter from Ensign C.F. Edge of the United States Coast Guard complimenting Mrs. Douglas on a story written by her which appeared in the Saturday Evening Post on June 30, 1927		Douglas, Marjory Stoneman; Saturday Evening Post	Correspondence		1927-07-12	1920-1930	New London (Connecticut)	1 typewritten leaf	eng		University of Miami Libraries. Special Collections.	Marjory Stoneman Douglas Papers	ASM0060	Series X.  Correspondence	Box No.: 57, Folder 3			JRR			http://merrick.library.miami.edu/digitalprojects/copyright.html			Text					asm00600000530001001	image/tiff	22381.758 KB	4584	6489	0x725368FD	RGB	24 bit-color	600 dpi	asm00600000530001001.tif		2008-06-09	2013-03-26	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/25	25	17.jp2	/asm0060/image/17.jp2
Marjory Stoneman Douglas as a young woman				Marjory Stoneman Douglas as a young woman	From a note accompanying the photograph: "MSD earlier times"	Douglas, Marjory Stoneman	Portrait photographs					1 b&w photograph	eng		University of Miami Libraries. Special Collections.	Marjory Stoneman Douglas Papers	ASM0060	Series IV.  Photographs	Box No.: 37, Folder 74			JRR			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image					asm00600000340001001	image/tiff	3663.688 KB	5269	6461	0x6FB66990	RGB	24 bit-color	600 dpi	asm00600000340001001.tif		2008-06-09	2013-03-26	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/26	26	9.jp2	/asm0060/image/9.jp2
Letter from Marjory Stoneman Douglas to Carolyn Fletcher, Nov. 9, 1965		Douglas, Marjory Stoneman		A letter from Marjory Stoneman Douglas to Carolyn Fletcher inviting her to join the Friends of the University Library and the Rare Book Group at the University of Miami		Fletcher, Carolyn T.; University of Miami. Library. Friends	Correspondence		1965-11-09	1960-1970	Coral Gables (Florida)	1 typewritten leaf	eng		University of Miami Libraries. Special Collections.	Marjory Stoneman Douglas Papers	ASM0060	Series X.  Correspondence	Box No.: 57, Folder 7			JRR			http://merrick.library.miami.edu/digitalprojects/copyright.html			Text					asm00600000540001001	image/tiff	10801.4 KB	4584	6489	0xD41A9EF4	RGB	24 bit-color	600 dpi	asm00600000540001001.tif		2008-06-09	2013-03-26	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/28	28	18.jp2	/asm0060/image/18.jp2
Exterior of the home of Marjory Stoneman Douglas				Exterior of the home of Marjory Stoneman Douglas in Coconut Grove		Douglas, Marjory Stoneman -- Homes and haunts	Portrait photographs				Coconut Grove (Miami, Florida)	1 color photograph	eng		University of Miami Libraries. Special Collections.	Marjory Stoneman Douglas Papers	ASM0060	Series IV.  Photographs	Box No.: 36, Folder 5			JRR			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image					asm00600000370001001	image/tiff	3255.863 KB	3592	2944	0x28393E26	RGB	24 bit-color	600 dpi	asm00600000370001001.tif		2008-06-09	2013-03-26	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/29	29	10.jp2	/asm0060/image/10.jp2
Marjory Stoneman Douglas with cat outside her home				Marjory Stoneman Douglas with cat outside her home in Coconut Grove	From a note accompanying the photograph: "Undated. MSD with cat at her home"	Douglas, Marjory Stoneman	Portrait photographs				Coconut Grove (Miami, Florida)	1 b&w photograph	eng		University of Miami Libraries. Special Collections.	Marjory Stoneman Douglas Papers	ASM0060	Series IV.  Photographs	Box No.: 37, Folder 73			JRR			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image					asm00600000470001001	image/tiff	3852.31 KB	4389	3245	0x52786AB9	RGB	24 bit-color	600 dpi	asm00600000470001001.tif		2008-06-09	2013-03-26	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/30	30	16.jp2	/asm0060/image/16.jp2
Marjory Stoneman Douglas in her office				Marjory Stoneman Douglas in her office, 1981	From a note accompanying the photograph: "MSD in her office 1981"	Douglas, Marjory Stoneman	Portrait photographs		1981	1980-1990	Coconut Grove (Miami, Florida)	1 b&w photograph	eng		University of Miami Libraries. Special Collections.	Marjory Stoneman Douglas Papers	ASM0060	Series IV.  Photographs	Box No.: 36, Folder 23			JRR			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image					asm00600000420001001	image/tiff	11653.938 KB	5321	6384	0x88E79F00	RGB	24 bit-color	600 dpi	asm00600000420001001.tif		2008-06-09	2013-03-26	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/31	31	13.jp2	/asm0060/image/13.jp2
Marjory Stoneman Douglas with cat				Marjory Stoneman Douglas with cat, 1975	From a note accompanying the photograph: "MSD with cat. April 1975"	Douglas, Marjory Stoneman	Portrait photographs		1975-04	1970-1980	Coconut Grove (Miami, Florida)	1 b&w photograph	eng		University of Miami Libraries. Special Collections.	Marjory Stoneman Douglas Papers	ASM0060	Series IV.  Photographs	Box No.: 36, Folder 17			JRR			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image					asm00600000410001001	image/tiff	6074.623 KB	5486	7075	0x3617AE6	RGB	24 bit-color	600 dpi	asm00600000410001001.tif		2008-06-09	2013-03-26	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/32	32	12.jp2	/asm0060/image/12.jp2
Page 1																											asm0060000010						asm00600000100001001	image/tiff	20843.869 KB	4809	6357	0x562FC987	RGB	24 bit-color	600 dpi	asm00600000100001001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/33	33	34.jp2	/asm0060/image/34.jp2
Page 2																											asm0060000010						asm00600000100002001	image/tiff	20580.186 KB	5129	6658	0xBE261A05	RGB	24 bit-color	600 dpi	asm00600000100002001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/34	34	35.jp2	/asm0060/image/35.jp2
Page 3																											asm0060000010						asm00600000100003001	image/tiff	25158.312 KB	5129	6658	0x73ACE713	RGB	24 bit-color	600 dpi	asm00600000100003001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/35	35	36.jp2	/asm0060/image/36.jp2
Page 4																											asm0060000010						asm00600000100004001	image/tiff	20642.994 KB	5129	6658	0x60EC2B46	RGB	24 bit-color	600 dpi	asm00600000100004001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/36	36	37.jp2	/asm0060/image/37.jp2
Page 5																											asm0060000010						asm00600000100005001	image/tiff	23771.53 KB	5129	6658	0xE4B2EBB3	RGB	24 bit-color	600 dpi	asm00600000100005001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/37	37	38.jp2	/asm0060/image/38.jp2
Page 6																											asm0060000010						asm00600000100006001	image/tiff	23195.534 KB	5129	6658	0xDD850F20	RGB	24 bit-color	600 dpi	asm00600000100006001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/38	38	39.jp2	/asm0060/image/39.jp2
Page 7																											asm0060000010						asm00600000100007001	image/tiff	26382.452 KB	5129	6658	0x93928F96	RGB	24 bit-color	600 dpi	asm00600000100007001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/39	39	40.jp2	/asm0060/image/40.jp2
Page 8																											asm0060000010						asm00600000100008001	image/tiff	26790.758 KB	5129	6658	0x71DF792E	RGB	24 bit-color	600 dpi	asm00600000100008001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/40	40	41.jp2	/asm0060/image/41.jp2
Page 9																											asm0060000010						asm00600000100009001	image/tiff	27674.002 KB	5129	6658	0xCBBBE293	RGB	24 bit-color	600 dpi	asm00600000100009001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/41	41	42.jp2	/asm0060/image/42.jp2
Page 10																											asm0060000010						asm00600000100010001	image/tiff	27073.519 KB	5129	6658	0xF11E6448	RGB	24 bit-color	600 dpi	asm00600000100010001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/42	42	43.jp2	/asm0060/image/43.jp2
Page 11																											asm0060000010						asm00600000100011001	image/tiff	49944.689 KB	10299	6638	0xDB4B496D	RGB	24 bit-color	600 dpi	asm00600000100011001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/43	43	44.jp2	/asm0060/image/44.jp2
Planning workbook, Big Cypress National Preserve		United States. National Park Service	Big Cypress National Preserve (Agency)	Invitation to three meetings organized by the National Park Service to get input on planning for the Big Cypress National Preserve, accompanied by a workbook in which workshop participants can record their written comments.		Parks -- Management; Land use	Government publications		1980	1980-1990		[11] p. : map ; 28 cm.	eng		University of Miami Libraries. Special Collections.	Marjory Stoneman Douglas Papers	ASM0060	Series II. Topical Files	Box No.: 23, Folder Title: Big Cypress.						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0060000010	Text						image/tiff										2013-03-26	2013-03-26	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/44	44	45.cpd	/asm0060/image/45.cpd
Page 1																											asm0060000011						asm00600000110001001	image/tiff	25332.462 KB	5089	6658	0x98546F15	RGB	24 bit-color	600 dpi	asm00600000110001001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/45	45	46.jp2	/asm0060/image/46.jp2
Page 2																											asm0060000011						asm00600000110002001	image/tiff	24684.201 KB	5089	6658	0x18739DB9	RGB	24 bit-color	600 dpi	asm00600000110002001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/46	46	47.jp2	/asm0060/image/47.jp2
Page 3																											asm0060000011						asm00600000110003001	image/tiff	28358.201 KB	8396	5154	0x884AE122	RGB	24 bit-color	600 dpi	asm00600000110003001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/47	47	48.jp2	/asm0060/image/48.jp2
Page 4																											asm0060000011						asm00600000110004001	image/tiff	23584.614 KB	5089	6618	0x7C718577	RGB	24 bit-color	600 dpi	asm00600000110004001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/48	48	49.jp2	/asm0060/image/49.jp2
Page 5																											asm0060000011						asm00600000110005001	image/tiff	23676.634 KB	5089	6618	0x6B715C71	RGB	24 bit-color	600 dpi	asm00600000110005001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/49	49	50.jp2	/asm0060/image/50.jp2
Page 6																											asm0060000011						asm00600000110006001	image/tiff	23405.014 KB	6612	5154	0x6F20B4C5	RGB	24 bit-color	600 dpi	asm00600000110006001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/50	50	51.jp2	/asm0060/image/51.jp2
