Title	Translated title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Upload ID	Digital ID	Type	Date Digital	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Seats and audiences in a theater		Bolton, Theodore, b. 1889			Written on front: "May 1931"; "T. Bolton"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Miscellaneous theaters; Theaters; Theater audiences	Sketches		1931-05	1930-1940		1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 1; Folder Title: Miscellaneous theaters			JL			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340002040001001	image		image/tiff				38662462 Bytes	1984	3246	3847012922	RGB	16	240	asm00340002040001001.tif		2011-09-26	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/10	10	37.jp2	/asm0034/image/37.jp2
Girl with hat carrying a round object		Bolton, Theodore, b. 1889			Written on front: "April 1932"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Miscellaneous people	Sketches		1932-04	1930-1940		1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 7; Folder No. 14; Folder Title: Miscellaneous people			JL			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340001800001001	image		image/tiff				37793304 Bytes	1920	3279	3549266339	RGB	16	240	asm00340001800001001.tif		2011-09-26	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/11	11	122.jp2	/asm0034/image/122.jp2
Theater audience watching a performance		Bolton, Theodore, b. 1889				Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Miscellaneous theaters; Theaters; Theater audiences	Sketches					1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 1; Folder Title: Miscellaneous theaters			JL			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340001900001001	image		image/tiff				34803594 Bytes	2956	1961	3448420746	RGB	16	240	asm00340001900001001.tif		2011-09-26	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/12	12	68.jp2	/asm0034/image/68.jp2
Woman and two men		Bolton, Theodore, b. 1889			Written on front: "March 1930 International Studio"; "T. Bolton"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Miscellaneous people	Sketches		1930-03	1930-1940		1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 7; Folder No. 14; Folder Title: Miscellaneous people			JL			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340001510001001	image		image/tiff				38130540 Bytes	1946	3264	3637071570	RGB	16	240	asm00340001510001001.tif		2011-09-26	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/13	13	75.jp2	/asm0034/image/75.jp2
Man standing in front of a desk		Bolton, Theodore, b. 1889			Written on front: "May 1 1930"; "T. Bolton"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Miscellaneous people	Sketches		1930-05-01	1930-1940		1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 7; Folder No. 14; Folder Title: Miscellaneous people			JL			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340001600001001	image		image/tiff				37426172 Bytes	1910	3264	3237623469	RGB	16	240	asm00340001600001001.tif		2011-09-26	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/14	14	52.jp2	/asm0034/image/52.jp2
Back view of a woman in a theater		Bolton, Theodore, b. 1889			Written on front: "Jan 31 1931"; "T. Bolton"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Miscellaneous theaters; Theaters; Theater audiences	Sketches		1931-01-31	1930-1940		1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 1; Folder Title: Miscellaneous theaters			JL			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340002090001001	image		image/tiff				34558400 Bytes	1961	2935	3757257343	RGB	16	240	asm00340002090001001.tif		2011-09-26	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/15	15	87.jp2	/asm0034/image/87.jp2
Avon Theatre on 42nd Street		Bolton, Theodore, b. 1889			Written on front: "The Avon Theatre 42d St."; "May 1932"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Miscellaneous theaters; Theaters; Avon Theatre (New York, New York); New York (New York)	Sketches		1932-05	1930-1940	New York (New York)	1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 1; Folder Title: Miscellaneous theaters			JL			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340002210001001	image		image/tiff				37856396 Bytes	3264	1932	1261287484	RGB	16	240	asm00340002210001001.tif		2011-09-26	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/16	16	107.jp2	/asm0034/image/107.jp2
Woman going down stairs		Bolton, Theodore, b. 1889				Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Miscellaneous people	Sketches					1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 7; Folder No. 14; Folder Title: Miscellaneous people			JL			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340001370001001	image		image/tiff				37449176 Bytes	3278	1903	3224499597	RGB	16	240	asm00340001370001001.tif		2011-09-26	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/17	17	17.jp2	/asm0034/image/17.jp2
Man in suit and hat		Bolton, Theodore, b. 1889			Written on front: "June 3 1930"; "T. Bolton"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Miscellaneous people	Sketches		1930-06-03	1930-1940		1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 7; Folder No. 14; Folder Title: Miscellaneous people			JL			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340001650001001	image		image/tiff				37368486 Bytes	1920	3242	3049100862	RGB	16	240	asm00340001650001001.tif		2011-09-26	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/18	18	8.jp2	/asm0034/image/8.jp2
Girl in a theater		Bolton, Theodore, b. 1889			Written on front: "June 27,"; "T. Bolton"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Miscellaneous theaters; Theaters	Sketches					1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 1; Folder Title: Miscellaneous theaters			JL			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340001910001001	image		image/tiff				37565512 Bytes	1917	3264	1507635124	RGB	16	240	asm00340001910001001.tif		2011-09-26	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/19	19	24.jp2	/asm0034/image/24.jp2
Grand Street Theatre		Bolton, Theodore, b. 1889			Written on front: "T. Bolton 1929"; "Grand Street Theatre"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Identified theaters; Theaters; Grand Street Theatre (New York, New York); New York (New York)	Sketches		1929	1920-1930	New York (New York)	1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 7; Folder No. 10; Folder Title: Identified theaters			JL			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340001000001001	image		image/tiff				37153126 Bytes	3132	1976	475093364	RGB	16	240	asm00340001000001001.tif		2011-09-26	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/20	20	50.jp2	/asm0034/image/50.jp2
Theater audience watching Tony Sarg's Marionettes		Bolton, Theodore, b. 1889			Written on front: "Tony Sarg's Marionettes"; "Dec 31 1930 T. Bolton"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Miscellaneous theaters; Theaters; Theater audiences; Sarg, Tony, 1882-1942; Puppet plays	Sketches		1930-12-31	1930-1940		1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 1; Folder Title: Miscellaneous theaters			JL			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340002020001001	image		image/tiff				37448288 Bytes	3278	1903	3538446817	RGB	16	240	asm00340002020001001.tif		2011-09-26	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/21	21	6.jp2	/asm0034/image/6.jp2
Movie at Sheridan Square		Bolton, Theodore, b. 1889			Written on front: "Sheridan Square Movie"; "Th. Bolton Oct 1929"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Pen drawing, American; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Identified theaters; Theaters; Sheridan Square Theatre (New York, New York); Motion pictures; New York (New York)	Sketches		1929-10	1920-1930	New York (New York)	1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 7; Folder No. 10; Folder Title: Identified theaters			JL			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340001020001001	image		image/tiff				34815728 Bytes	1932	3001	629878698	RGB	16	240	asm00340001020001001.tif		2011-09-26	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/22	22	116.jp2	/asm0034/image/116.jp2
Theater audience		Bolton, Theodore, b. 1889				Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Miscellaneous theaters; Theaters; Theater audiences	Sketches					1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 1; Folder Title: Miscellaneous theaters			JL			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340001880001001	image		image/tiff				34775826 Bytes	2975	1947	3271477178	RGB	16	240	asm00340001880001001.tif		2011-09-26	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/23	23	94.jp2	/asm0034/image/94.jp2
Scene from the Gondoliers		Bolton, Theodore, b. 1889			Written on front: "The gondoliers June 12 1931"; "T. Bolton"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Miscellaneous theaters; Theaters; Operas -- Performances	Sketches		1931-06-12	1930-1940		1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 1; Folder Title: Miscellaneous theaters			JL			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340002100001001	image		image/tiff				37440236 Bytes	1902	3279	495238638	RGB	16	240	asm00340002100001001.tif		2011-09-26	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/24	24	13.jp2	/asm0034/image/13.jp2
Hat juggling performance		Bolton, Theodore, b. 1889			Written on front: "1931 June"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Miscellaneous theaters; Theaters; Performances; Juggling; Jugglers; Entertainers	Sketches		1931-06	1930-1940		1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 1; Folder Title: Miscellaneous theaters			JL			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340002060001001	image		image/tiff				38167218 Bytes	1939	3279	600707273	RGB	16	240	asm00340002060001001.tif		2011-09-26	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/25	25	48.jp2	/asm0034/image/48.jp2
Sketch of a woman and two men		Bolton, Theodore, b. 1889			Written on front: "Aug 1930"; "T. Bolton"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Miscellaneous people	Sketches		1930-08	1930-1940		1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 7; Folder No. 14; Folder Title: Miscellaneous people			JL			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340001690001001	image		image/tiff				36894414 Bytes	1895	3243	1743219762	RGB	16	240	asm00340001690001001.tif		2011-09-26	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/26	26	56.jp2	/asm0034/image/56.jp2
Sheridan Square Theatre		Bolton, Theodore, b. 1889			Written on front: "Sheridan Square Theatre"; "1930"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Identified theaters; Theaters; Sheridan Square Theatre (New York, New York); New York (New York)	Sketches		1930	1930-1940	New York (New York)	1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 7; Folder No. 10; Folder Title: Identified theaters			JL			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340001040001001	image		image/tiff				38425328 Bytes	1961	3264	3270142582	RGB	16	240	asm00340001040001001.tif		2011-09-26	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/27	27	42.jp2	/asm0034/image/42.jp2
Sketch of a man in a coat		Bolton, Theodore, b. 1889			Written on front: "April 1930"; "T. Bolton"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Miscellaneous people	Sketches		1930-04	1930-1940		1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 7; Folder No. 14; Folder Title: Miscellaneous people			JL			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340001540001001	image		image/tiff				37269384 Bytes	1902	3264	2300003139	RGB	16	240	asm00340001540001001.tif		2011-09-26	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/28	28	40.jp2	/asm0034/image/40.jp2
Back view of a woman sitting in a theater		Bolton, Theodore, b. 1889			Written on front: "Jan 31 1931"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Miscellaneous theaters; Theaters; Theater audiences	Sketches		1931-01-31	1930-1940		1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 1; Folder Title: Miscellaneous theaters			JL			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340002050001001	image		image/tiff				34463038 Bytes	2971	1932	3148918746	RGB	16	240	asm00340002050001001.tif		2011-09-26	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/29	29	112.jp2	/asm0034/image/112.jp2
Loew's Lexington Theatre		Bolton, Theodore, b. 1889			Written on front: "Leow's Lexington"; "2/1930 T. Bolton"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Identified theaters; Theaters; Loew's Lexington Theatre (New York, New York); New York (New York)	Sketches		1930-02	1930-1940	New York (New York)	1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 7; Folder No. 10; Folder Title: Identified theaters			JL			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340001050001001	image		image/tiff				37969856 Bytes	1946	3250	3264299385	RGB	16	240	asm00340001050001001.tif		2011-09-26	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/30	30	66.jp2	/asm0034/image/66.jp2
Faces of man and woman		Bolton, Theodore, b. 1889				Drawing, American -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Miscellaneous people	Illustrations					1 color illustration	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 7; Folder No. 14; Folder Title: Miscellaneous people			JL			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340001400001001	image		image/tiff				35642046 Bytes	2020	2939	1668511636	RGB	16	240	asm00340001400001001.tif		2011-09-26	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/31	31	60.jp2	/asm0034/image/60.jp2
