Title	Translated Title	Title Variation	Uniform Title	IBISweb Catalog Link	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Publication Date	Publication Place	Coverage Temporal	Coverage Spatial	Call Number	Physical description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Full Text	Digital ID	Type	Date Digital	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
José Toribio Medina					Selle, Mildred H.																											asu0660000002	Of the vast number of publications that constitute the total  contribution this prolific writer has made to history and bibliography— some 350 separate works written, translated, or edited by Medina were exhibited in connection with the centennial  celebration of his birth in 1952—the great majority were produced in very limited editions on Medina's own press. An edition  of 200 copies, a commonplace in the publishing of Medina's  works, of which an edition of only 100 copies was not unusual,  can barely supply enough copies for even the specialized libraries  of universities and learned societies. The University of Miami  Library therefore feels itself fortunate in being able to offer the  scholar the relatively large number of Medina titles it presently  owns, and will, whenever possible, add further items in all of  the many subject fields in which Medina wrote.  Of fairly few writers can it be said that a subject classification  of their works presented a problem. Yet many attempts to classify  Medina's history, bibliographies, and other works have resulted  in altogether inadequate groupings. A detailed but very useful  listing is that of Medina's secretary and friend, Guillermo Feliu  Cruz, whose list of nineteen categories is, in somewhat condensed  and abbreviated form, the following: literary criticism; natural  history; translations; collective and individual biographies; folklore; cultural, literary, geographic, and social history, and historical criticism; geography and cartography; ethnology, anthropology, and ethnography; voyages; documentary compilations;  literary compilations; paleography; American numismatics; aboriginal American languages; academic discourses; lexicography;  collected essays; autobiography; and a final group of subjects,  larger by far than any of the others, namely bibliography and  the history of printing in America and Oceania. Works in very  nearly all of these categories are available in the University of  Miami Library. In the history of printing, for example, we find  La Imprenta en Caracas and similar works concerning the press  in Bogota, in Cartagena, in Oaxaca, in Habana, in Merida de  Yucatan, in Lima, in Guadalajara, and in Arequipa ... as well  as the impressive eight volume La Imprenta en Mexico.  In social history we find Cosas de la-Colonia, and the histories  of the Inquisition: Historia del Tribunal del Santo Oficio de la  Inquisicion de Lima, 1569-1820, and its counterpart for Chile,  for Mexico, and for Cartagena, and La Primitiva Inquisicion  • 15 	asu06600000020019001							65238028 Bytes	3774	5760	166566599	RGB	8	600	asu06600000020019001.tif		2012-11-29	2012-11-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asu0660/id/294	294	295.jp2	/asu0660/image/295.jp2
José Toribio Medina					Selle, Mildred H.																											asu0660000002	Americana 1493-1569.  Bibliographies include his Ensayo Acerca de Una Mapoteca  Chilena ... in which he lists over 2300 maps and plans, Diccich  nario de Anonimos y Seudonimos Hispanoamericanos, a work  which brought Medina criticism from a rival bibliographer for  its failure to list all anonymous and pseudonymous authors, which  criticism Medina ignored, and the splendid seven volume Bib-  lioteca Hispano-Americana 1493-1810, and several others.  Still another category of writings basic to the comprehensive  history of Chile that was Medina's lifelong goal includes the  various works on coins and medals that Feliii Cruz identifies  as American numismatics: Medallas Coloniales Hispano-Americanos, Las Medallas Chilenas, and Las Monedas Coloniales  Hispano-Americanas are all among the University of Miami's  holdings. The last named work is typical of the entire group of  works on numismatics: together with the biography of engravers  employed by the Latin American mints it includes a minute  description of many of the coins included in the listing. Chile-  nismos, Apuntes Lexicogrdficos, is the only title among the  several identified by Feliu Cruz as "lexicography" that Miami  presently owns. Interestingly, this Library's extraordinary collection of editions of Longfellow's Evangeline does not include  the prose translation that was Medina's first published book,  brought out in an edition of 1000 copies when the translator  was twenty-two years old, and in a second edition twenty-five  years later.  This account does not attempt to mention titles of books other  than those for whose authorship Medina is given credit. Translations (other than of Evangeline) and articles that appeared in  periodicals, whether in Latin America or in the United States,  are not mentioned, although the Library has extensive holdings  in Latin American periodicals of Medina's period. These, together with works about Medina, are readily available to any  interested student.  References  1. Sarah Elizabeth Roberts, Jose Toribio Medina (New York,  1941),  p. 86. quoting Rafael Altamira.  2. Ibid., p. 28, quoting Chiappa, "Obra de Medina," in Revista Chilena  de Historia y Geografia, XLVII (3er trim, de 1923), 143-4.  16 	asu06600000020020001							62965524 Bytes	3720	5640	2583061036	RGB	8	600	asu06600000020020001.tif		2012-11-29	2012-11-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asu0660/id/295	295	296.jp2	/asu0660/image/296.jp2
Uses of the New Russian Collection					Dorosh, John T. (John Thomas), b. 1894																											asu0660000002	USES OF THE NEW  RUSSIAN COLLECTION  By John Thomas Dorosh  THE RECENT ACQUISITION of a Russian collection  of over 150,000 publications, including books, pamphlets and issues of periodicals, is an act of faith, both  on the part of the Library and of its University. Why, if not  impelled by faith, should the University of Miami Library collect  Russian material when it is so far distant from any center where  this resource is in great demand?  Justification for the Russian project may perhaps lie in the  experience of The Library of Congress. A similar challenge was  raised when that institution first began its Slavic Collection. Yet  today that Collection has become the basis of practically all studies and research projects in the Slavic field in this country.  Foreign publications represent a considerable body of material  in the collections of most large university libraries today, being  essential for advanced studies and special research projects in all  aspects of world affairs, especially those concerning the Soviet  Union. A generation ago the English-speaking scientist could  afford to ignore Russian scientific publications; today he has to  keep abreast of them as he does of tliose published in his own  language. Even before the launching of the sputniks, the American scientist was aware of the importance of Russian scientific  periodicals. Today the Russian language has become one of the  important vehicles for scientific and technical reporting.  The United States Office of Education reports that today there  are not less than 400 institutions of higher learning, some high  schools, and even some lower grade schools, which have introduced the Russian language into their curriculum. If this trend  persists, and there are many indications that it will, in the next  decade there will be a considerable number of young American  scientists who will have sufficient knowledge of the language to be  able to use the most significant papers in their fields of specialization. Libraries will have to be prepared to support these scientists. When that time arrives, many people will be grateful that  the University of Miami Library had the courage and the  foresight to acquire the Russian collection when it did.  • 17 	asu06600000020021001							64995944 Bytes	3840	5640	3769519764	RGB	8	600	asu06600000020021001.tif		2012-11-29	2012-11-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asu0660/id/296	296	297.jp2	/asu0660/image/297.jp2
Uses of the New Russian Collection					Dorosh, John T. (John Thomas), b. 1894																											asu0660000002	What does this Russian collection represent? Does it have  sufficient material to meet only the current needs of the University, which are limited, or is it sufficiently comprehensive to meet  the future needs of a larger scope? How does this collection  compare with similar collections in other university libraries?  It is too early to venture any comparison. Other university  libraries, such as Harvard, Yale, Columbia, and the University of  California, have been collecting Slavic materials for many  years and they do have substantial Russian collections. The  University of Miami Library is only a newcomer in this field. Its  program is not quite two years old. The preliminary examination  of this collection has revealed, however, that it has an excellent  selection of the publications in most fields issued in the Soviet  Union since 1947. Though the publication of prior imprint are  represented in considerable bulk, a systematic filling of gaps will  be needed to make them effective. Yet there should be no apprehension regarding the scope of this collection, as it is a well known  fact that the most important publications in the Soviet Union,  especially in the fields of science and technology, were issued  after World War II. It can be safely stated that this collection  will compare favorably with similar collections in any American  university library for the period it covers.  In order to evaluate the collection it had to be arranged in  some sort of order. Since tiie Library of the University of Miami  recently adopted the Library of Congress classification system it  was a comparatively easy task to arrange the monographs and  pamphlets by class symbols according to this system. Regular  periodicals were arranged alphabetically by titles and other  serials by cities and issuing bodies. This arrangement has made  it possible not only for appraisal but also the servicing of the  whole collection. Several members of the faculty and students,  some with a knowledge of Russian, have examined their particular fields in this collection and the consensus is that it contains  sufficient material to meet their needs.  In appraising the collection only those items which are especially important and have current interest will be mentioned.  The general class includes only a few substantial works, such  as the Great Soviet Encyclopedia in a few scattered volumes and  its supplements for 1957-58. A complete set of this work, however, is available in the Library's Reference Department. This is  • 18 	asu06600000020022001							64304876 Bytes	3720	5760	3561777977	RGB	8	600	asu06600000020022001.tif		2012-11-29	2012-11-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asu0660/id/297	297	298.jp2	/asu0660/image/298.jp2
Uses of the New Russian Collection					Dorosh, John T. (John Thomas), b. 1894																											asu0660000002	the most comprehensive work on the Soviet Union available in this  country today. Its articles on most subjects are accompanied by  bibliographical data sufficient for ground work in any kind of  research or study on the Soviet Union.  Histories of the Academies of the USSR and other Republics,  as well as histories of the Soviet Archives, are well represented.  This class also includes an almost complete set of works by  Alexander Hertzen, one of the early fathers of communism.  The number of works on philosophy is impressive. In addition  to many Soviet publications dealing with Marxist philosophy,  this class has a good number of substantial works translated  from German and French philosophers. The works in the field  of religion are predominately of anti-religious character based  on science as a weapon to combat religion, though there are a  few good works, not of Soviet origin, dealing with theological  subjects and histories of church and religion.  The history class proved to be considerably better than  expected. In addition to many scholarly works in the general  histories and histories of individual countries in the original and  in translation, this class is well represented by Sovet historiography, many primary sources dealing with the revolutions of  1905 and 1907, and World War II, and substantial works on  foreign relations. There is a considerable number of history  text-books on the university level and lower.  Materials on geography, anthropology and ethnography are  quite numerous and, supported by such scholarly journals as the  Problems of Geography, Soviet Ethnography and several others,  give a good foundation for any kind of study in these fields. This  class is particularly rich in publications on the physical geography of the Soviet Union in general and physical descriptions  of the various regions of the USSR. Oceanography, folklore,  manners and customs, sports and amusements, and especially  Soviet sports, have a very good representation.  The social sciences class, which is quite large, has such  valuable items as Statistical Yearbooks for 1956-1958 for the  'USSR and the RSFSR. It should be mentioned that no statistical  data was issued for export between 1939 and 1956. The works  on the Soviet economics, particularly on Soviet economic plans  and collective farms, are so well represented that this collection  needs only a few of the basic works to make it sufficiently ade-  • 19 	asu06600000020023001							73417380 Bytes	3980	6147	1563621318	RGB	8	600	asu06600000020023001.tif		2012-11-29	2012-11-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asu0660/id/298	298	299.jp2	/asu0660/image/299.jp2
Uses of the New Russian Collection					Dorosh, John T. (John Thomas), b. 1894																											asu0660000002	quate for any kind of serious study in these fields. Publications  on finance, labor, trade, industry and communications are as  good as we could expect to find in any American library collection of this size. Economic studies of practically all satellite  countries appear in many substantial works. Of course, works  dealing with the party and the youth organization and their  activities comprise a good portion of this class.  Political sciences, especially dealing with other countries,  seem to be a favorite field with many Soviet writers. The pamphlet series published by the All-Union Society for the Dissemination of Political and Scientific Knowledge, of which there  are at least 6,000 copies in the collection, deals with various  subjects including political and social life in the United States.  Such titles as "American Aggression," "American Colonialism'"  and many others of similar ilk, give a grossly distorted picture  of American social and political life. This class also contains  some very important and useful works for studies of the Soviet  Union, such as the Administrative and Territorial Divisions of the  USSR and the RSFSR, which among other information includes  reference to all geographical names that have been changed; the  Constitution of the USSR and of all the Republics; Diplomatic  History, and other works on Soviet Government; international  laws and some stenographic reports of the Party Congresses.  In the class of linguistics, literature, and theatre, about one  third of material in the original and translations represents other  countries on these subjects. Contemporary Soviet literature is  sufficiently comprehensive to meet any present needs of the  Russian class of the University. Old Russian classics are represented in complete editions of work of Lomonosov, Lermontov,  Nekrasov and Pushkin. For other well-known writers only  isolated volumes are available. Mention should be made of  several outstanding works on the methodology of teaching  Russian and a number of textbooks used in the Soviet schools,  including the grammar issued by the Academy of Sciences.  Soviet science is sufficiently covered. Mathematics, astronomy,  geology, chemistry and physics are represented by works of  many well-known authorities in these fields. Nuclear physics  especially should be mentioned for some outstanding works in  this particular field. Natural sciences, zoology and physiology  however, have some wide gaps which will need filling.  • 20 	asu06600000020024001							64638668 Bytes	3780	5698	1032930862	RGB	8	600	asu06600000020024001.tif		2012-11-29	2012-11-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asu0660/id/299	299	300.jp2	/asu0660/image/300.jp2
Uses of the New Russian Collection					Dorosh, John T. (John Thomas), b. 1894																											asu0660000002	M.O.KMM  C'XX,  I  COBETCKQ  A  1  KYAbTyPM  M  O   C   K   8   A  VocydapcnteeHHoe 3l$&lt;&gt;amej*mm&$  HOAMTHVIECKOH  AHTEPATVPfel  &lt;&gt; 9  J 7  I Printed  in USSR  Title Page-—Forty Years of Soviet Culture, Moscow, 1957 	asu06600000020025001							65132292 Bytes	3840	5652	2316400536	RGB	8	600	asu06600000020025001.tif		2012-11-29	2012-11-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asu0660/id/300	300	301.jp2	/asu0660/image/301.jp2
Uses of the New Russian Collection					Dorosh, John T. (John Thomas), b. 1894																											asu0660000002	Title Page—Captain John Smith's General Historic of Virginia  London, 1624 	asu06600000020026001							65687236 Bytes	3800	5760	1565329937	RGB	8	600	asu06600000020026001.tif		2012-11-29	2012-11-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asu0660/id/301	301	302.jp2	/asu0660/image/302.jp2
Uses of the New Russian Collection					Dorosh, John T. (John Thomas), b. 1894																											asu0660000002	Technology comprises approximately one-third of the whole  collection and seems to be as complete as one could possibly  find in any American university library. Engineering, machine-  building, railroads, communications, and power stations occupy  the largest portion of this class, though works on sputniks and  the application of atomic power to peaceful uses are far from  being neglected. Technology in the Soviet Union is a rapidly  expanding field and it should be borne in mind that many works  published two  years ago are almost outdated today.  Bibliographies, which are important reference tools and the  basis upon which any collection rests, are represented by such  essential items as Ezhegodnik Knigi (Annual of Soviet Books)  for 1956 (1957, 1958),which list all monographs published in  the Soviet Union for these years, and Knizhnaia letopis (Book  Chronicle); the National bibligraphy of which there is an incomplete set beginning with 1956. Current bibliographies on  practically every subject in the field of knowledge especially on  science and technology, including the Academy of Sciences'  important series of bio-bibliographies, are available in sufficient  number to help undergraduates and even post-graduate students  and scholars to find material on subjects of their special interest.  Approximately 200 dictionaries and encyclopedias in various  fields were segregated in the process of organizing the collection.  In summation, the University of Miami Library's Russian  materials in the present stage constitute considerably more than  a beginner's collection. In the opinion of the appraiser this  collection contains a sufficient number of important monographs,  pamphlets and periodicals to support most of the objectives of  the University for the teaching of the Russian language, for area  studies and for scholarly pursuits in the Soviet field.  A systematic program for acquiring retrospective basic works  and materials to fill in the gaps in some classes will be undertaken  by the University library on completion of the organization of  the Russian material. A recommended list will be prepared by  the writer, the consultant for the organization of the collection.  Every effort will be made to obtain as many as possible of the  needed items, which when added to the collection, together with  new items, as they become available, will no doubt make this a  completely satisfactory collection for the Soviet period.  21 	asu06600000020027001							65946584 Bytes	3815	5760	2881309661	RGB	8	600	asu06600000020027001.tif		2012-11-29	2012-11-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asu0660/id/302	302	303.jp2	/asu0660/image/303.jp2
Recent Gifts and Acquisitions																																asu0660000002	Recent Gifts and Acquisitions  Bale, John. The Pageant of Popes,  Contayninge the Lyues of All the  Bishops of Rome . . . Imprinted at  London . . . , by Thomas Marshe,  1574. Gift of Mrs. O. J. Tanner.  Baring, Daniel Eberhard. A copy  of his Danielis Eberhardi Baringii  Clav is Diplomatica, Specimina  Vetervm Scriptvrarvm Tradens . . .  published in Hannover, 1754. Purchased from funds donated by  Meyer Gold.  Byron, George Gordon Noel.  A copy of the first edition of his  Siege of Corinth and Parisina.  (London, printed for John Murray,  1816). The gift of Dr. Bruce Teets.  Cartari, Vincenzo. Classical  mythology, his Le Imagini de i Dei  de Gli Antichi, with 88 woodcuts.  (Lione, 1581). Purchased.  Currier and Ives. Two lithographs: Across the Continent  (1868), and American Express  Train (1864). Gift of Theodore R.  Parker.  Dugdale, Sir William. The Baronage of England (London, 1675-  76), the gift of Mrs. O. J. Tanner;  and Monasticon Anglicanum: a  history of the Abbies and other  Monasteries, Hospitals, Frieries,  and Cathedrals and Collegiate  Churches . . . in England and Wales  (8 vols., London, 1846). Purchased.  Florez, Henriques. Espaha Sa-  grada Theatro Geographico-Histo-  rico de la Iglesia de Espaha . . .  (51 volumes, Madrid 1754-1879).  Source work for the history of the  Middle Ages and for later periods  in Spain. Purchased.  Freart de Chambray, Roland.  The John Evelyn translation of his  An Idea of the Perfection of Paint-  • 22  ing (Printed for Henry Herring-  man, [London]  1668). Purchased.  Hasted, Edward. The four volume  (Canterbury, 1799) edition of his  The History and Topographical  Survey of the County of Kent,  Bookplate of Lord Willoughby de  Broke. Gift of Mrs. O. J. Tanner.  Hutchinson, Thomas. The History  of the Province of Massachusetts-  Bay (Boston, 1767). Gift of Mrs.  O. J. Tanner.  Johnson, Samuel. A copy of the  first edition of his Dictionary of the  English Language (2 vols., London,  1755). Gift of G. William Finney.  Kilburne, Richard. A Topographic, or Survey of the County of  Kent (London, 1659). Bookplate  of Lord Willoughby de Broke. Gift  of Mrs. O. J. Tanner.  Latour, Arsene Lacarriere. Historical Memoir of the War in West  Florida and Louisiana in 1814-15.  Includes atlas of eight maps and  plans. (Philadelphia, 1816). Purchased.  Mozart, Wolfgang Amadeus. A  copy of the first edition of Le  Nozze di Figaro, Acts 3 and 4.  Libretto in Italian and French. Gift  of Dr. Fabien Sevitzky.  Netherlands. A collection of 109  pamphlets on the political affairs of  the Netherlands, including twenty-  six titles published in Dutch before  1700, the earliest being 1576. Purchased.  Newton, Sir Isaac. A Treatise of  the System of the World (London,  1728). Gift of Mrs. L. E. Edwards,  Periodicals. Official gazettes of  the Spanish Government, Gazeta  de Madrid, 1781-1796, 1798-1802,  42 volumes; Gaceta del Gobierno,  1809-10; (Sevilla)  and Gazeta de 	asu06600000020028001							67760756 Bytes	3920	5760	3140196198	RGB	8	600	asu06600000020028001.tif		2012-11-29	2012-11-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asu0660/id/303	303	304.jp2	/asu0660/image/304.jp2
Recent Gifts and Acquisitions																																asu0660000002	Madrid Bajo el Gobierno de la  Regencia, Madrid, 1812. Purchased.  Quarles, Francis. Robert South-  ey's copy of Divine Fancies, and  Argalus and Parthenia (bound together). The Argalus and Parthenia, printed for John Marriott, London [1632?] lacks last page, which  is replaced in manuscript in South-  ey's hand. Inscribed "Robert South-  ey. 1797. from Robert Allen."  Bookplate attributed to Bewick.  Gift of Mrs. O. J. Tanner.  Robertson, William. The History  of the Reign of Charles the Fifth  ... (3 volumes, America [Philadelphia]  1770). Purchased.  Robinson, Stanford Frederick  Hudson. Celtic Illuminative Art in  the Gospel Books of Durrow, Lin-  disfarne, and Kelts. (Dublin, 1908).  Purchased from Library Memorial  Fund.  Romans, Bernard. Important Flor-  idiana, A Concise Natural History  [of] East and West - Florida (New  York, 1776). Purchased.  Vasari, Giorgio. A handsome vellum-bound eleven-volume set of his  Vite de piu eccelenti pittori scultori  e architetti, published in Siena,  1791-94. Bookplate of Mary Sar-  gant. Gift of Mrs. Lon Worth Crow.  Colombiana. A further gift of 260  books on the history and culture of  Colombia. Nineteenth century travels constitute perhaps the major  theme, among them being Hamilton's two-volume Travels Through  the Interior Provinces of Colombia  (London, 1827), J. Steuart's Bogota in 1836-37. Being a narrative  of an expedition . . . (New York,  1838), and a two-volume work attributed to Hankshaw, Recollections of a Service of Three Years  During   the   War-of-Extermination  in the Republics of Venezuela and  Colombia (London, 1828), that  bears the engraved bookplate of  Francis Marion Crawford. Several  Humboldt items are in the collection, including his Tableaux de la  Nature . . . (Paris, 1808), and his  Ensayo Politico sobre La Isla de  Cuba (Paris, 1827). Like the collection of 1300 books and pamphlets reviewed in the June 1960  issue of The Carrell, these are the  gift of Phanor J. Eder.  Stevens, Wallace. A collection  of approximately forty items: first  editions and first printings in various magazines and anthologies. Included is a signed copy of Ideas of  Order that is also a presentation  copy bearing inscriptions to Arthur  Richmond by both Wallace Stevens  and J. Ronald Latimer of the Al-  cestis Press. Also, in addition to  two signed letters concerning the  publication of poems, there is a  little Christmas note in which the  poet presented a copy of his Parts  of a World to Warren Hennrich.  Gift of Charles Lewis Morgan.  Subject Bibliography. Les  Sources de VHistoire de France des  Origines aux Guerres d'ltalie  (1494), (6 volumes, Paris, 1901-  06) by Auguste Molinier; Les  Sources de VHistoire de France.  Notices Bibliographiques et Ana-  lytiques . . . (Paris, 1877), by  Alfred Franklin; and Les Archives  de VHistoire de France (Paris,  1891), by Charles Victor Langlois  and H. Stein, are among the collection of 720 volumes of bibliography in all subjects purchased  from the John Crerar Library. Another collection purchased from the  same Library, totaling approximately thirty thousand volumes  in economics and related fields,  will be reported upon in a later  issue of The Carrell.  •23 	asu06600000020029001							66378620 Bytes	3840	5760	1363871472	RGB	8	600	asu06600000020029001.tif		2012-11-29	2012-11-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asu0660/id/304	304	305.jp2	/asu0660/image/305.jp2
Contributors to This Issue																																asu0660000002	CONTRIBUTORS TO THIS ISSUE  Alice M. Longfellow wrote this Victorian version of "Life  with Father" shortly before the death of Henry Wadsworth  Longfellow in 1882. Miss Longfellow outlived her father by  46 years. Her fond portrait of the poet as a family man is printed  here for the first time through the courtesy of Thomas de Val-  court, Librarian of Longfellow House.  Robert Stafford Ward, Professor of English at the University  of Miami, received a New England education and has reciprocated by a concentration on the literature of that area. He took  his undergraduate work at Yale, and both his Master's and  Doctorate degrees at Boston University. During one period of  divergence from literature he was graduated in law at Harvard.  He has contributed to SAMLA and the South Atlantic Studies  for Sturgis E. Leavitt.  John Thomas Dorosh served from 1943 to 1959 as Curator  of the Slavic Room of The Library of Congress. He is a Diplo-  mate of the Russian Orthodox Seminary. His service as consultant in the organization of Russian literature in the University  of Miami Library will be resumed after a leave of absence.  Mildred H. Selle, Assistant Acquisitions Librarian, with this  issue joins the editorial board of The Carrell.  Richard L. Merrick, Associate Professor of Art, chose the  Lemon City Library as the subject of his wood engraving on the  cover of this issue of The Carrell. The building dates from 1902,  eight years after establishment of the library by citizens of  Lemon City, now incorporated into Miami. The Coconut Grove  Library, depicted by Mr. Merrick in the first issue of The  Carrell, preceded the Lemon City structure. Antiquarians—if  the word is proper to so recent a period—advance claims of  library priority for each early village. The Carrell is content to  rest on Mr. Merrick's pictorial testimony that the founding  fathers valued books. M.R.  24 	asu06600000020030001							66856532 Bytes	3890	5727	2693387005	RGB	8	600	asu06600000020030001.tif		2012-11-29	2012-11-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asu0660/id/305	305	306.jp2	/asu0660/image/306.jp2
Friends of the University of Miami Library																																asu0660000002	FRIENDS   OF   THE  UNIVERSITY   OF   MIAMI   LIBRARY  The Friends of the University Library is an association of book-  loving people organized to increase the general interest in and  knowledge of the Library of the University of Miami; to present lectures;  to hold exhibitions and to sponsor publications; to add special materials  for scholarly research to the Library's collections; to assist the work of the  Library in its relation to every department of the University and to carry  to the whole community the great tradition and ennobling force of letters.  Membership. Any person interested in the objectives and activities of  the Friends may become a member on application duly approved.  Dues. The annual membership fee is $10 per person, with the membership  year dating from the month the dues were paid. Larger sums will be  received with pleasure.  Privileges. All lectures, exhibitions and publications of the Friends are  free to members. Memorial and Honorary Life Memberships will be  given year by year to individuals who have significantly contributed to  the development of the Library.  The Carrell will be published twice a year. Unless otherwise requested,  one copy only will be mailed to a family having two or more members.  Subscription, by non-members or for members' gift copies, is $2 annually;  single current copies $1.25; back copies $2.  Officers  President: Marjory Stoneman Douglas  Vice-President and Chairman of the Spicer-Simson Lectures:  Mrs. Hervey Allen  Secretaries: Mrs. Malcolm Ross - Mrs. Gaines R. Wilson  Treasurer: Paul R. Scott  BOARD OF DIRECTORS  Mrs. Bowman F. Ashe, Alfred I. Barton, Charles H. Baker, Jr., Dr. Virgil  Barker, K. Malcolm Beal, Mae Knight Clark, Mrs. David Fairchild, Mrs. John  M. Dyer, Edward P. Goodnow, Dr. Gilbert Grosvenor, Mrs. John D. Gill,  Edgar Lee Hay, Mrs. Forbes Hawkes, Mrs. Melvin H. Jackson, Jean Lee  Latham, Miss Mary B. Merritt, Anna Brenner Meyers, Mrs. William W.  Muir, Russell Pancoast, Stanley M. Rinehart, Jr., Malcolm Ross, Dr.  Frank B. Sessa, W. F. Shaw, Dr. Robert T. Spicer, Mrs. C. Doren Tharp,  Beth M. Thompson, David O. True, Mrs. Philip Wylie. 	asu06600000020031001							69186984 Bytes	3960	5822	2198623694	RGB	8	600	asu06600000020031001.tif		2012-11-29	2012-11-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asu0660/id/306	306	307.jp2	/asu0660/image/307.jp2
[Back cover]																																asu0660000002		asu06600000020032001							67070000 Bytes	3904	5725	1764437204	RGB	8	600	asu06600000020032001.tif		2012-11-29	2012-11-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asu0660/id/307	307	308.jp2	/asu0660/image/308.jp2
The Carrell: Journal of the Friends of the University of Miami Library, Vol. 1, No. 2, December 1960				http://catalog.library.miami.edu/record=b1948942~S11					University of Miami -- History; University of Miami -- Periodicals; University of Miami. Library. Friends	Periodicals	University of Miami. Library. Friends.	1960-12	Coral Gables (Florida)		Coral Gables (Florida)		1 periodical; 32 pages	eng		University of Miami. University Archives	The Carrell	ASU0660		Box No. 1a; Box Title: Set 1 - (volume 1-14)				mpc			http://merrick.library.miami.edu/digitalprojects/copyright.html	asu0660000002			Text		image/tiff													2012-11-29	2012-11-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asu0660/id/308	308	309.cpd	/asu0660/supp/308/index.pdf
The Carrell: Journal of the Friends of the University of Miami Library, Vol. 2, No. 1, June 1961								Cover art: Wood engraving by Richard L. Merrick.																								asu0660000003	THE  CARRELL  JOURNAL of the FRIENDS  of the UNIVERSITY OF MIAMI LIBRARY  Volume 2  June 1961  Number 1 	asu06600000030001001							65345236 Bytes	3812	5712	2736932293	RGB	8	600	asu06600000030001001.tif		2012-11-29	2012-11-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asu0660/id/309	309	310.jp2	/asu0660/image/310.jp2
Contents																																asu0660000003	THE CARRELL  JOURNAL OF THE FRIENDS OF THE  UNIVERSITY OF MIAMI LIBRARY  Coral Gables 46, Florida  Editor  Malcolm Ross  Assistant Editors  Charles L. Morgan, Jr. George W. Rosner  Editorial Board  Joseph Auslander  K. Malcolm Beal Richard L. Merrick  Clayton Charles Mildred H. Selle  William Frederick Shaw Charlton W. Tebeau  Archie L. McNeal Burton T. Wilson  CONTENTS  PAGE  Aspects of E. G. O. (Eugene Gladstone O'Neill) .... 1  By Max Wylie  17th Century Pamphlet Facsimiles   ....    Center Section  Notes  13  By Mildred H. Selle  Two-Gunned Gabriel in London  16  By Clark Emery  Recent Gifts and Acquisitions  23  Contributors to this Issue  24 	asu06600000030002001							64297256 Bytes	3774	5677	1899487382	RGB	8	600	asu06600000030002001.tif		2012-11-29	2012-11-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asu0660/id/310	310	311.jp2	/asu0660/image/311.jp2
Aspects of E.G.O. (Eugene Gladstone O'Neill)					Wylie, Max, 1904-																											asu0660000003	THE  CARRE LL  Volume II JUNE,   1961 Number 1  ASPECTS OF E. G. O.  (Eugene Gladstone O'Neill)  a spicer-simson lecture  By Max Wylie  NOT MUCH that is dependable has been written about  Eugene O'Neill. It is as baffling as it is regrettable  that those men (and a few women) who were very  much on the scene when the O'Neill "legend" was beginning to  form and who are still with us, have written so little about it.  There does not exist, for example, such a thing as a coherent  monograph on O'Neill, written by one of his contemporaries or  co-workers. As the years pass, death diminishes the company.  Of those still about, the most valuable study of O'Neill would  come from the mind (and wise humors) of Kenneth MacGowan.  Harold McGhee could have written some useful chapters, but  they died in talk. McGhee was stage manager for All God's  Chillun when the show was raided by police, made a courageous  curtain speech, defied the police, and jumped into one of the  roles. He "bummed around" with O'Neill at night when work was  over, and according to O'Neill's spotty (and nearly useless) diary,  all these excursions were "disasters."  They weren't disasters to McGhee. He could drink and forget  it. At the Players he would talk of O'Neill by the hour. But  Note: This text is a redaction of Mr. Wylie's lecture and not originally prepared  for written presentation.  J 	asu06600000030003001							64352980 Bytes	3797	5646	2064473300	RGB	8	600	asu06600000030003001.tif		2012-11-29	2012-11-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asu0660/id/311	311	312.jp2	/asu0660/image/312.jp2
