Title	Translated title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Upload ID	Digital ID	Type	Date Digital	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 3																										asm0570000044		asm05700000440003001								7668	4990	2066387300	RGB	8	600	asm05700000440003001.tif		2011-05-02	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/12	12	22.jp2	/asm0570/image/22.jp2
Annuity account of Justinian Casamayor				This documents lists the annuity account for Justinian Casamayor.		Documents; Accounting; Finances; Annuities	Documents		1820-11-30	1820-1830		1 original document, 3 pages	eng		University of Miami Libraries. Special Collections.	Caribbean Documents Collection	ASM0570		Box No. 2; Folder No. 20, 1820			jrn; sr			http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0570000044			Text	2011-03-12	image/tiff													2012-04-02	2012-04-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/13	13	23.cpd	/asm0570/supp/13/index.pdf
Page 1																										asm0570000033		asm05700000330001001								4968	6160	1179897170	RGB	8	600	asm05700000330001001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/14	14	24.jp2	/asm0570/image/24.jp2
Page 2																										asm0570000033		asm05700000330002001								4979	6126	40103118	RGB	8	600	asm05700000330002001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/15	15	25.jp2	/asm0570/image/25.jp2
Page 3																										asm0570000033		asm05700000330003001								4848	6252	3641067569	RGB	8	600	asm05700000330003001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/16	16	26.jp2	/asm0570/image/26.jp2
Page 4																										asm0570000033		asm05700000330004001								5064	6167	1445664260	RGB	8	600	asm05700000330004001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/17	17	27.jp2	/asm0570/image/27.jp2
Letter from E. T. Bunn regarding Antiqua claims				In this letter, Mr. Bunn mentions that the Antiqua claims will receive his closest attention.  He also writes that he has met with Mr. Newman.		Letters; Antigua; Newman, Jeremiah Whitaker, 1759-1839	Correspondence		1832-07-30	1830-1840		1 letter, 4 pages	eng		University of Miami Libraries. Special Collections.	Caribbean Documents Collection	ASM0570		Box No. 2; Folder No. 9; Folder Title: Letter from E.T. Bunn, 1832			jrn; sr			http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0570000033			Text	2011-03-12	image/tiff													2012-04-02	2012-04-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/18	18	28.cpd	/asm0570/supp/18/index.pdf
Page 1																										asm0570000017		asm05700000170001001								4966	6005	1626071526	RGB	8	600	asm05700000170001001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/19	19	29.jp2	/asm0570/image/29.jp2
Page 2																										asm0570000017		asm05700000170002001								4932	6061	2733063910	RGB	8	600	asm05700000170002001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/20	20	30.jp2	/asm0570/image/30.jp2
Page 3																										asm0570000017		asm05700000170003001								6012	4863	2709269188	RGB	8	600	asm05700000170003001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/21	21	31.jp2	/asm0570/image/31.jp2
Letter from Henry Lee					Written on page 3 of original document: "1815. Gen. H. Lee from Havannah member of Congress from Virginia." This folder aslo includes illustration of Henry Lee.	Letters; Lee, Henry, 1756-1818	Correspondence		1815-07-17	1810-1820		1 letter, 3 pages	eng		University of Miami Libraries. Special Collections.	Caribbean Documents Collection	ASM0570		Box No. 1; Folder No. 17; Folder Title: Lee, Henry 1756-1818. ALS-1815 from Havanna, 1815			jrn; sr			http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0570000017			Text	2011-03-12	image/tiff													2012-04-02	2012-04-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/22	22	32.cpd	/asm0570/supp/22/index.pdf
Page 1																										asm0570000031		asm05700000310001001								3126	4853	818178012	RGB	8	600	asm05700000310001001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/23	23	33.jp2	/asm0570/image/33.jp2
Page 2																										asm0570000031		asm05700000310002001								3130	4859	3675885462	RGB	8	600	asm05700000310002001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/24	24	34.jp2	/asm0570/image/34.jp2
Letter from J. W. Newman to George Hooper, Esquire				In this letter, Mr. Newman tells Mr. Hooper that he is expecting to make a payment within the following week equaling t the amount of three quarter of a year. He also mentions that he is expecting a further remittance to be made from Antiqua.		Letters	Correspondence		1824-07-01	1820-1830		1 letter, 2 pages	eng		University of Miami Libraries. Special Collections.	Caribbean Documents Collection	ASM0570		Box No. 2; Folder No. 7; Folder Title: Letter from Mr. Newman to George Hooper, 1824			jrn; sr			http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0570000031			Text	2011-03-12	image/tiff													2012-04-02	2012-04-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/25	25	35.cpd	/asm0570/supp/25/index.pdf
Page 1																										asm0570000035		asm05700000350001001								5056	6064	285873863	RGB	8	600	asm05700000350001001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/26	26	36.jp2	/asm0570/image/36.jp2
Page 2																										asm0570000035		asm05700000350002001								6164	5056	299526068	RGB	8	600	asm05700000350002001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/27	27	37.jp2	/asm0570/image/37.jp2
Letter from E.T. Bunn to George Hooper, Esquire				This letter references a stir that took place in the West Indies.  Mr. Bunn also mentions giving Mr. Newman a receipt and says he will take care of the deed.		Letters; West Indies; Finance; Deeds	Correspondence		1832-09-03	1830-1840		1 letter, 2 pages	eng		University of Miami Libraries. Special Collections.	Caribbean Documents Collection	ASM0570		Box No. 2; Folder No. 11; Folder Title: Letter from E.T. Bunn to George Hooper, 1833			jrn; sr			http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0570000035			Text	2011-03-12	image/tiff													2012-04-02	2012-04-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/28	28	38.cpd	/asm0570/supp/28/index.pdf
Page 1																										asm0570000022		asm05700000220001001								4949	6421	3079229073	RGB	8	600	asm05700000220001001.tif		2011-04-08	2011-04-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/29	29	39.jp2	/asm0570/image/39.jp2
Page 2																										asm0570000022		asm05700000220002001								4961	6424	2795820103	RGB	8	600	asm05700000220002001.tif		2011-04-08	2011-04-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/30	30	40.jp2	/asm0570/image/40.jp2
Page 3																										asm0570000022		asm05700000220003001								4981	6441	755405555	RGB	8	600	asm05700000220003001.tif		2011-04-08	2011-04-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/31	31	41.jp2	/asm0570/image/41.jp2
Page 4																										asm0570000022		asm05700000220004001								4968	6427	3425784785	RGB	8	600	asm05700000220004001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/32	32	42.jp2	/asm0570/image/42.jp2
Page 5																										asm0570000022		asm05700000220005001								4989	6457	1076648837	RGB	8	600	asm05700000220005001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/33	33	43.jp2	/asm0570/image/43.jp2
Page 6																										asm0570000022		asm05700000220006001								5045	6457	4146795708	RGB	8	600	asm05700000220006001.tif		2011-04-08	2011-04-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/34	34	44.jp2	/asm0570/image/44.jp2
Page 7																										asm0570000022		asm05700000220007001								3380	5124	3375759487	RGB	8	600	asm05700000220007001.tif		2011-04-08	2011-04-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/35	35	45.jp2	/asm0570/image/45.jp2
Page 8																										asm0570000022		asm05700000220008001								3401	5221	3239518982	RGB	8	600	asm05700000220008001.tif		2011-04-08	2011-04-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/36	36	46.jp2	/asm0570/image/46.jp2
Page 9																										asm0570000022		asm05700000220009001								3449	5165	3720845852	RGB	8	600	asm05700000220009001.tif		2011-04-08	2011-04-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/37	37	47.jp2	/asm0570/image/47.jp2
Page 10																										asm0570000022		asm05700000220010001								3376	5150	1884656555	RGB	16	600	asm05700000220010001.tif		2011-05-02	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/38	38	48.jp2	/asm0570/image/48.jp2
Page 11																										asm0570000022		asm05700000220011001								5188	6726	429478720	RGB	8	600	asm05700000220011001.tif		2011-04-08	2011-04-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/39	39	49.jp2	/asm0570/image/49.jp2
Page 12																										asm0570000022		asm05700000220012001								5236	6775	3063663912	RGB	8	600	asm05700000220012001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/40	40	50.jp2	/asm0570/image/50.jp2
Page 13																										asm0570000022		asm05700000220013001								5192	6747	747415042	RGB	8	600	asm05700000220013001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/41	41	51.jp2	/asm0570/image/51.jp2
Page 14																										asm0570000022		asm05700000220014001								5796	7276	3982846908	RGB	16	600	asm05700000220014001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/42	42	52.jp2	/asm0570/image/52.jp2
Page 15																										asm0570000022		asm05700000220015001								5796	7276	3001394118	RGB	16	600	asm05700000220015001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/43	43	53.jp2	/asm0570/image/53.jp2
Letters to Helen from Edmond, 1930				Three letters addressed to Helen from Edmond.  These letters contain descriptions of Haiti as well as Edmond's encounter with some of the island's inhabitants.		Letters; Haiti	Correspondence		1930	1930-1940		1 letter, 6 pages, 1 letter, 4 pages; 1 letter, 5 pages	eng		University of Miami Libraries. Special Collections.	Caribbean Documents Collection	ASM0570		Box No. 1; Folder No. 22; Folder Title: Esqueme, Helen [N.D.] - Letters to Helen from Edmond; descriptions of Haiti, 1930			jrn; sr			http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0570000022			Text	2011-03-12	image/tiff													2012-04-02	2012-04-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/44	44	54.cpd	/asm0570/supp/44/index.pdf
Page 1																										asm0570000005		asm05700000050001001								7621	4913	2858950190	RGB	8	600	asm05700000050001001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/45	45	55.jp2	/asm0570/image/55.jp2
Page 2																										asm0570000005		asm05700000050002001								1646	1255	2309225726	RGB	16	150	asm05700000050002001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/46	46	56.jp2	/asm0570/image/56.jp2
Bill of Brigantine "Reynard", Captain Peter Dordin, Master from Africa				African Slave Trade. Hand-written Portledge Bill of Brigantine "Reynard", Peter Dordin (slave captain) Master from Africa. Date-lined: Barbados: July 26, 1763 with a receipt for Barbados currency. Listed are names of crew, their rates, wages, hospital money, etc. in columns.		Ships; Ship captains; Barbados; Slaves; Slave trade -- Africa; Finance; Accounting	Documents		1763-07-26	1760-1770		1 original document; 1 typewritten page	eng		University of Miami Libraries. Special Collections.	Caribbean Documents Collection	ASM0570		Box No. 1; Folder No. 5; Folder Title: Dordin, Brig Reynard Peter			jrn; sr			http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0570000005			Text	2011-03-12	image/tiff													2012-04-02	2012-04-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/47	47	57.cpd	/asm0570/supp/47/index.pdf
Page 1																										asm0570000026		asm05700000260001001								4416	6992	3970738528	RGB	8	600	asm05700000260001001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/48	48	58.jp2	/asm0570/image/58.jp2
Page 2																										asm0570000026		asm05700000260002001								4400	7048	1469106186	RGB	8	600	asm05700000260002001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/49	49	59.jp2	/asm0570/image/59.jp2
Page 3																										asm0570000026		asm05700000260003001								4375	7063	3749383734	RGB	8	600	asm05700000260003001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/50	50	60.jp2	/asm0570/image/60.jp2
Page 4																										asm0570000026		asm05700000260004001								4414	7044	4021034897	RGB	8	600	asm05700000260004001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/51	51	61.jp2	/asm0570/image/61.jp2
Letter from Mr. Hooper to Justin Casamayor				Letter from Mr. Hooper to Justin Casamayor. The author of this letter is seeking to obtain the arrears of interest due from Mr. Christian's estate.		Letters; Finance	Correspondence		1819-05-06	1810-1820		1 letter, 4 pages	eng		University of Miami Libraries. Special Collections.	Caribbean Documents Collection	ASM0570		Box No. 2; Folder No. 2; Folder Title: Letter i Londoni, May 1819			jrn; sr			http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0570000026			Text	2011-03-12	image/tiff													2012-04-02	2012-04-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/52	52	62.cpd	/asm0570/supp/52/index.pdf
Page 1																										asm0570000008		asm05700000080001001								5330	8324	776839797	RGB	8	600	asm05700000080001001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/53	53	63.jp2	/asm0570/image/63.jp2
Page 2																										asm0570000008		asm05700000080002001								5330	8355	3471033782	RGB	8	600	asm05700000080002001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/54	54	64.jp2	/asm0570/image/64.jp2
Sales and returns on Sloop Ruth's Cargo in Kingston, 1774						Finance; Accounting; Sailboats; Sailing ships; Jamaica	Documents		1774	1770-1780	Kingston (Jamaica)	1 original document, 2 pages	eng		University of Miami Libraries. Special Collections.	Caribbean Documents Collection	ASM0570		Box No. 1; Folder No. 8; Folder Title: Kingson, Jamaica Sales and Returns on Sloop Ruth's Cargo in 1774, 1774			jrn; sr			http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0570000008			Text	2011-03-12	image/tiff													2012-04-02	2012-04-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/55	55	65.cpd	/asm0570/supp/55/index.pdf
Page 1																										asm0570000034		asm05700000340001001								4973	6121	162316398	RGB	8	600	asm05700000340001001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/56	56	66.jp2	/asm0570/image/66.jp2
Page 2																										asm0570000034		asm05700000340002001								5008	6180	2393969166	RGB	8	600	asm05700000340002001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/57	57	67.jp2	/asm0570/image/67.jp2
Page 3																										asm0570000034		asm05700000340003001								6107	5038	4037652202	RGB	8	600	asm05700000340003001.tif		2011-05-02	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/58	58	68.jp2	/asm0570/image/68.jp2
Letter from E. T. Bunn to George Hooper, Esquire				In this letter, Mr. Bunn tells Mr. Hooper that he will receive the half-year payment in less than two months, pending on whether a bill comes in during that period.		Documents; Correspondence; Finance; Accounting	Documents		1833-03-03	1830-1840		1 letter, 3 pages	eng		University of Miami Libraries. Special Collections.	Caribbean Documents Collection	ASM0570		Box No. 2; Folder No. 10; Folder Title: Letter to George Hooper, 1833			jrn; sr			http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0570000034			Text	2011-03-12	image/tiff													2012-04-02	2012-04-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/59	59	69.cpd	/asm0570/supp/59/index.pdf
Page 1																										asm0570000009		asm05700000090001001								4903	7650	2061527874	RGB	8	600	asm05700000090001001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/60	60	70.jp2	/asm0570/image/70.jp2
Page 2																										asm0570000009		asm05700000090002001								4969	7761	3886085933	RGB	8	600	asm05700000090002001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/61	61	71.jp2	/asm0570/image/71.jp2
Page 3																										asm0570000009		asm05700000090003001								7641	4871	4060729665	RGB	8	600	asm05700000090003001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/62	62	72.jp2	/asm0570/image/72.jp2
Letter from George Rose to Evan Nepean, 1784				Letter from George Rose, Secretary to the Treasury, to Evan Nepean, Under Secretary of State, re provisions being sent out to the governors of Jamaica and Dominica, for the help of refugees from East Florida (being one years' supply for 729 persons in Jamaica, and for 250 in Dominica); Treasury Chambers, London, 27 Oct. 1784		Letters; Rose, George, 1744-1818; Nepean, 1751-1822; Jamaica; Dominica; Florida; Documents; Refugees	Correspondence		1784-10-27	1780-1790		1 letter, 3 pages	eng		University of Miami Libraries. Special Collections.	Caribbean Documents Collection	ASM0570		Box No. 1; Folder No. 9; Folder Title: Letter from George Rose to Evan Nepean, 1784			jrn; sr			http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0570000009			Text	2011-03-12	image/tiff													2012-04-02	2012-04-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/63	63	73.cpd	/asm0570/supp/63/index.pdf
Page 1																										asm0570000018		asm05700000180001001								5048	6072	1018776801	RGB	8	600	asm05700000180001001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/64	64	74.jp2	/asm0570/image/74.jp2
Page 2																										asm0570000018		asm05700000180002001								4558	6931	595302094	RGB	8	600	asm05700000180002001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/65	65	75.jp2	/asm0570/image/75.jp2
Page 3																										asm0570000018		asm05700000180003001								4542	6947	1301320091	RGB	8	600	asm05700000180003001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/66	66	76.jp2	/asm0570/image/76.jp2
Letter from Narciso Lopez, New Orleans, May 7, 1850				Lopez, Narciso. Venezuelan-born filibuster in Cuba; to Cuba (1841) and identified himself with revolutionists; fled to U.S. (1849) and thereafter organized three filibustering expeditions to Cuba; captured and shot, at Havana.	This folder also includes newspaper clippings describing the experiences of one of Lopez's survivors during Lopez's second expedition to Cuba.	Letters; Lopez, Narciso, 1797-1851; Cuba; Filibusters	Correspondence		1850-05-07	1850-1860		1 letter; 1 newspaper clipping, 2 pages	eng		University of Miami Libraries. Special Collections.	Caribbean Documents Collection	ASM0570		Box No. 1; Folder No. 18; Folder Title: Lopez, Narciso, 1797-1851. LS - 1850 - New Orleans, 1850			jrn; sr			http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0570000018			Text	2011-03-12	image/tiff													2012-04-02	2012-04-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/67	67	77.cpd	/asm0570/supp/67/index.pdf
Page 1																										asm0570000027		asm05700000270001001								4646	5551	709355379	RGB	8	600	asm05700000270001001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/68	68	78.jp2	/asm0570/image/78.jp2
Page 2																										asm0570000027		asm05700000270002001								4640	5502	2805448053	RGB	8	600	asm05700000270002001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/69	69	79.jp2	/asm0570/image/79.jp2
Letter from Justinian Casamayor to George Hooper, Esquire						Letters	Correspondence		1819-05-14	1810-1820		1 letter, 2 pages	eng		University of Miami Libraries. Special Collections.	Caribbean Documents Collection	ASM0570		Box No. 2; Folder No. 3; Folder Title: Letter from Justinian Casamayor, May 14, 1819			jrn; sr			http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0570000027			Text	2011-03-12	image/tiff													2012-04-02	2012-04-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/70	70	80.cpd	/asm0570/supp/70/index.pdf
Page 1																										asm0570000038		asm05700000380001001								4669	5592	1919068334	RGB	8	600	asm05700000380001001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/71	71	81.jp2	/asm0570/image/81.jp2
Page 2																										asm0570000038		asm05700000380002001								4679	5584	1159956275	RGB	8	600	asm05700000380002001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/72	72	82.jp2	/asm0570/image/82.jp2
Page 3																										asm0570000038		asm05700000380003001								4679	5672	1632782323	RGB	8	600	asm05700000380003001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/73	73	83.jp2	/asm0570/image/83.jp2
Letter from Mr. Shand, general agent for Biffins of the Valley Estate				The author of this letter, Mr. Shand, is the general agent for the Biffins of the Valley Estate. He mentions that a portion of the annuities has been attached to the Estate, The copy of the transmitted account was never before rendered to him.		Letters; Annuities	Correspondence		1834-11-24	1830-1840		1 letter, 3 pages	eng		University of Miami Libraries. Special Collections.	Caribbean Documents Collection	ASM0570		Box No. 2; Folder No. 14; Folder Title: Liverpool- letter from Shand, Novernber 24, 1834			jrn; sr			http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0570000038			Text	2011-03-12	image/tiff													2012-04-02	2012-04-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/74	74	84.cpd	/asm0570/supp/74/index.pdf
Page 1																										asm0570000023		asm05700000230001001								5796	7276	3887408529	RGB	16	600	asm05700000230001001.tif		2011-04-08	2011-04-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/75	75	85.jp2	/asm0570/image/85.jp2
Page 2																										asm0570000023		asm05700000230002001								5796	7276	1822740396	RGB	16	600	asm05700000230002001.tif		2011-03-12	2011-03-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/76	76	86.jp2	/asm0570/image/86.jp2
Letter from Emma to Helen Esqueme				Letter lists Helen's financial information, i.e., the amount of money Helen saved in each bank, the amount she was waiting to receive, and the amount of shares she owned at the time.		Letters; Finance; Bank accounts	Correspondence		1929-06-18	1920-1930		1 letter, 2 pages	eng		University of Miami Libraries. Special Collections.	Caribbean Documents Collection	ASM0570		Box No. 1; Folder No. 23; Folder Title: Helen Esqueme's financial information, June 18, 1929			jrn; sr			http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0570000023			Text	2011-03-12	image/tiff													2012-04-02	2012-04-02	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0570/id/77	77	87.cpd	/asm0570/supp/77/index.pdf
