Title	Translated Title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Upload ID	Digital ID	Type	Date Digital	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Bob Simms sitting at a desk		Wright, Julie			Robert H. ("Bob") Simms, teacher, historian, photographer, social engineer, and chairman of the Physical Education Dept. at George Washington Carver Junior and Senior High School from 1953 to 1967; Photograph taken by Julie Wright, a student at Ransom Everglades school	Simms, Robert H.; George Washington Carver Senior High School (Coconut Grove, Fla.); George Washington Carver Junior High School (Coconut Grove, Fla.); African Americans -- Florida -- Miami	Photographs				Coconut Grove (Miami, Florida)	1 color photograph			University of Miami Libraries. Special Collections.	Bob Simms Collection	ASM0650			Simms, Bob, 1927-	Wright, Julie; Simms, Bob, 1927-	JRR; AL		© 2007 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm06500000010001001		2007-11-27	image/tiff	Suprascan 10000 RGB i2s Digibook Scanner	Digibook Version 5.4.8.20		9763.31 KB	5231	3455	0x3CE27104	RGB	24-bit depth	300 dpi	asm06500000010001001.tif		2007-11-27	2010-12-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0650/id/11	11	1.jp2	/asm0650/image/1.jp2
George Washington Carver Senior High School Hornets football team		Simms, Bob, 1927-		Hornets football team, 1958-1959. Sinclair King and Leo Williams, co-captains.	This photograph was part of the Glory in the Grove Exhibit.	King, Sinclair; Williams, Leo; George Washington Carver Senior High School (Coconut Grove, Florida); Hornets Football Team; Glory in the Grove Exhibit; Football teams -- Florida -- Miami; African American athletes -- Florida -- Miami	Photographs		1958	1950-1960	Coconut Grove (Miami, Florida)	1 b&w photograph			University of Miami Libraries. Special Collections.	Bob Simms Collection	ASM0650			Simms, Bob, 1927-	Simms, Robert H.	JRR; AL		© 2007 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm06500000090001001		2007-11-27	image/tiff	Suprascan 10000 RGB i2s Digibook Scanner	Digibook Version 5.4.8.20		4736.806 KB	6056	4767	0x660F5BCE	RGB	24-bit depth	300 dpi	asm06500000090001001.tif		2007-11-27	2010-12-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0650/id/12	12	27.jp2	/asm0650/image/27.jp2
Cub and Boy Scouts of Coconut Grove		Simms, Bob, 1927-		Group photograph of the Scouts about to take their first train ride, a trip from Miami to Fort Lauderdale.	This photograph was part of the Glory in the Grove Exhibit.	Glory in the Grove Exhibit; Cub Scouts -- Florida -- Miami; Boy Scouts -- Florida -- Miami; African American children -- Florida -- Miami	Photographs		1953	1950-1960	Miami (Florida)	1 b&w photograph			University of Miami Libraries. Special Collections.	Bob Simms Collection	ASM0650			Simms, Bob, 1927-	Simms, Robert H.	JRR; AL		© 2007 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm06500000250001001		2007-11-27	image/tiff	Suprascan 10000 RGB i2s Digibook Scanner	Digibook Version 5.4.8.20		5622.034 KB	6247	5114	0xDF56470F	RGB	24-bit depth	300 dpi	asm06500000250001001.tif		2007-11-27	2010-12-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0650/id/13	13	24.jp2	/asm0650/image/24.jp2
George Washington Carver Senior High School Hornets track team		Simms, Bob, 1927-		State championship team, 1953, posing next to a table with the sign "State Champions Track 1956." On the table are several trophies.	This photograph was part of the Glory in the Grove Exhibit.	George Washington Carver Senior High School (Coconut Grove, Florida); Hornets Track Team; Glory in the Grove Exhibit; African American athletes -- Florida -- Miami	Photographs		1956	1950-1960	Coconut Grove (Miami, Florida)	1 b&w photograph			University of Miami Libraries. Special Collections.	Bob Simms Collection	ASM0650			Simms, Bob, 1927-	Simms, Robert H.	JRR; AL		© 2007 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm06500000280001001		2007-11-27	image/tiff	Suprascan 10000 RGB i2s Digibook Scanner	Digibook Version 5.4.8.20		6213.46 KB	6157	4998	0xF5AF0ABD	RGB	24-bit depth	300 dpi	asm06500000280001001.tif		2007-11-27	2010-12-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0650/id/14	14	26.jp2	/asm0650/image/26.jp2
Barbara Williams, of George Washington Carver Senior High School, accepting a track trophy		Simms, Bob, 1927-		Williams (center) accepting a trophy for her first place finish in the 440 relay race at the county girls' track meet, held in 1963. She is accompanied by six unidentified women.	This photograph was part of the Glory in the Grove Exhibit.	Williams, Barbara; George Washington Carver Senior High School (Coconut Grove, Fla.); Glory in the Grove Exhibit; African American athletes -- Florida -- Miami	Photographs		1963	1960-1970	Coconut Grove (Miami, Florida)	1 b&w photograph			University of Miami Libraries. Special Collections.	Bob Simms Collection	ASM0650			Simms, Bob, 1927-	Simms, Robert H.	JRR; AL		© 2007 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm06500000120001001		2007-11-27	image/tiff	Suprascan 10000 RGB i2s Digibook Scanner	Digibook Version 5.4.8.20		6824.922 KB	6778	5622	0xFD1FC18E	RGB	24-bit depth	300 dpi	asm06500000120001001.tif		2007-11-27	2010-12-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0650/id/15	15	11.jp2	/asm0650/image/11.jp2
Frances S. Tucker sitting behind a desk		Simms, Bob, 1927-		Name plate in photograph reads: F.S. Tucker, Prin., Tokyo, Japan.	This photograph was part of the Glory in the Grove Exhibit.	Tucker, Frances S.; Glory in the Grove Exhibit; African Americans -- Florida -- Miami	Photographs		1953-1964	1950-1970	Coconut Grove (Miami, Florida)	1 b&w photograph			University of Miami Libraries. Special Collections.	Bob Simms Collection	ASM0650			Simms, Bob, 1927-	Simms, Robert H.	JRR; AL		© 2007 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm06500000240001001		2007-11-27	image/tiff	Suprascan 10000 RGB i2s Digibook Scanner	Digibook Version 5.4.8.20		7454.98 KB	6640	5296	0x2B89627B	RGB	24-bit depth	300 dpi	asm06500000240001001.tif		2007-11-27	2010-12-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0650/id/16	16	23.jp2	/asm0650/image/23.jp2
George Washington Carver Senior High School Hornets cheerleaders		Simms, Bob, 1927-		Six Hornets cheerleeaders in front of Booker T. Washington High School.	This photograph was part of the Glory in the Grove Exhibit.	George Washington Carver Senior High School (Coconut Grove, Florida); Booker T. Washington High School (Miami, Florida); Hornets Cheerleaders; Glory in the Grove Exhibit; African American athletes -- Florida -- Miami	Photographs		1959	1950-1960	Miami (Florida)	1 b&w photograph			University of Miami Libraries. Special Collections.	Bob Simms Collection	ASM0650			Simms, Bob, 1927-	Simms, Robert H.	JRR; AL		© 2007 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm06500000190001001		2007-11-27	image/tiff	Suprascan 10000 RGB i2s Digibook Scanner	Digibook Version 5.4.8.20		4821.405 KB	6180	4978	0x4983BCF3	RGB	24-bit depth	300 dpi	asm06500000190001001.tif		2007-11-27	2010-12-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0650/id/18	18	18.jp2	/asm0650/image/18.jp2
"Glory in the Grove" exhibit poster		Simms, Bob, 1927-		Poster reads: "Glory in the Grove, Robert "Bob" Simms, A Pictorial Celebration of the Glory Years at George Washington Carver Elementary, Junior and Senior, 1953-1964."		George Washington Carver Elementary School (Coconut Grove, Florida); George Washington Carver Junior High School (Coconut Grove, Florida); George Washington Carver Senior High School (Coconut Grove, Florida); Glory in the Grove Exhibit	Exhibition posters		1953-1964	1950-1970	Coconut Grove (Miami, Florida)	1 b&w poster	eng		University of Miami Libraries. Special Collections.	Bob Simms Collection	ASM0650			Simms, Bob, 1927-	Simms, Robert H.	JRR; AL		© 2007 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm06500000270001001		2007-11-27	image/tiff	Suprascan 10000 RGB i2s Digibook Scanner	Digibook Version 5.4.8.20		8987.618 KB	6514	7543	0x7949BEC	RGB	24-bit depth	300 dpi	asm06500000270001001.tif		2007-11-27	2010-12-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0650/id/19	19	25.jp2	/asm0650/image/25.jp2
Community leaders at the St. Alban's Day Nursery groundbreaking ceremony		Simms, Bob, 1927-		The pastor is holding a sign reading "On this site St. Alban's Day Nursery will erect a new nursery building dedicated to the welfare of young citizens."	Explanation provided from the Glory in the Grove Exhibit printout of the photograph as follows: "Grove community leaders assemble to break ground for much needed St. Albans Day Nursery. Some of the notable participants: Frances S. Tucker (far left), Elizabeth Verrick (4th from left), Rev. Theodore R. Gibson (behind sign)"	Tucker, Frances S.; Verrick, Elizabeth; Gibson, Theodore R. (Theodore Roosevelt), 1915-1982; St. Albans Day Nursery (Coconut Grove, Fla.); Glory in the Grove Exhibit; Day care centers -- Florida -- Miami -- Coconut Grove	Photographs			1940-1950	Coconut Grove (Miami, Florida)	1 b&w photograph			University of Miami Libraries. Special Collections.	Bob Simms Collection	ASM0650			Simms, Bob, 1927-	Simms, Robert H.	JRR; AL		© 2007 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm06500000110001001		2007-11-27	image/tiff	Suprascan 10000 RGB i2s Digibook Scanner	Digibook Version 5.4.8.20		6992.979 KB	6774	4452	0xC012A5FF	RGB	24-bit depth	300 dpi	asm06500000110001001.tif		2007-11-27	2010-12-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0650/id/20	20	10.jp2	/asm0650/image/10.jp2
Graduates of the kindergarten class of George Washington Carver Elementary School		Simms, Bob, 1927-		Kindergarten class sitting outside in white caps and gowns, with two women, possibly teachers.	This photograph was part of the Glory in the Grove Exhibit.	George Washington Carver Elementary School (Coconut Grove, Florida); Glory in the Grove Exhibit; African American children -- Florida -- Miami	Photographs		1953-1964	1950-1970	Coconut Grove (Miami, Florida)	1 b&w photograph			University of Miami Libraries. Special Collections.	Bob Simms Collection	ASM0650			Simms, Bob, 1927-	Simms, Robert H.	JRR; AL		© 2007 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm06500000170001001		2007-11-27	image/tiff	Suprascan 10000 RGB i2s Digibook Scanner	Digibook Version 5.4.8.20		5518.98 KB	6261	5056	0x5407B273	RGB	24-bit depth	300 dpi	asm06500000170001001.tif		2007-11-27	2010-12-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0650/id/21	21	16.jp2	/asm0650/image/16.jp2
George Washington Carver Senior High School Hornets marching band		Simms, Bob, 1927-		From left to right in second row: Freddie Gilliam, Dorothy Powell, Iral Davis. On far left, dressed in white, Emerson Mason, director.	This photograph was part of the Glory in the Grove Exhibit.	Gilliam, Freddie; Powell, Dorothy; Davis, Iral; Mason, Emerson; Hornets Marching Band; George Washington Carver Senior High School (Coconut Grove, Florida); Glory in the Grove Exhibit; African Americans -- Florida -- Miami	Photographs		1953-1964	1950-1970	Coconut Grove (Miami, Florida)	1 b&w photograph			University of Miami Libraries. Special Collections.	Bob Simms Collection	ASM0650			Simms, Bob, 1927-	Simms, Robert H.	JRR; AL		© 2007 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm06500000050001001		2007-11-27	image/tiff	Suprascan 10000 RGB i2s Digibook Scanner	Digibook Version 5.4.8.20		6105.57 KB	6660	5439	0x135DD574	RGB	24-bit depth	300 dpi	asm06500000050001001.tif		2007-11-27	2010-12-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0650/id/22	22	5.jp2	/asm0650/image/5.jp2
George Washington Carver Senior High School Hornets football coaching staff		Simms, Bob, 1927-		From left to right: Culmer, Hepburn, Nathaniel "Traz" Powell, Butler, Brown.	This photograph was part of the Glory in the Grove Exhibit.	Powell, Nathaniel; George Washington Carver Senior High School (Coconut Grove, Florida); Glory in the Grove Exhibit; Football coaches -- Florida -- Miami; African Americans -- Florida -- Miami	Photographs		1953-1964	1950-1970	Coconut Grove (Miami, Florida)	1 b&w photograph			University of Miami Libraries. Special Collections.	Bob Simms Collection	ASM0650			Simms, Bob, 1927-	Simms, Robert H.	JRR; AL		© 2007 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm06500000060001001		2007-11-27	image/tiff	Suprascan 10000 RGB i2s Digibook Scanner	Digibook Version 5.4.8.20		5453.676 KB	6168	5032	0xA32F6FD7	RGB	24-bit depth	300 dpi	asm06500000060001001.tif		2007-11-27	2010-12-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0650/id/23	23	6.jp2	/asm0650/image/6.jp2
Teachers, administrators, and staff of George Washington Carver Elementary, Junior, and Senior High Schools		Simms, Bob, 1927-			This photograph was part of the Glory in the Grove Exhibit.	George Washington Carver Elementary School (Coconut Grove, Florida); George Washington Carver Junior High School (Coconut Grove, Florida); George Washington Carver Senior High School (Coconut Grove, Florida); Glory in the Grove Exhibit; African Americans -- Florida -- Miami	Photographs		1953-1964	1950-1970	Coconut Grove (Miami, Florida)	1 b&w photograph			University of Miami Libraries. Special Collections.	Bob Simms Collection	ASM0650			Simms, Bob, 1927-	Simms, Robert H.	JRR; AL		© 2007 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm06500000210001001		2007-11-27	image/tiff	Suprascan 10000 RGB i2s Digibook Scanner	Digibook Version 5.4.8.20		2226.371 KB	4627	3075	0x95FC79F0	RGB	24-bit depth	300 dpi	asm06500000210001001.tif		2007-11-27	2010-12-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0650/id/25	25	20.jp2	/asm0650/image/20.jp2
George Washington Carver Senior High School Hornets marching band leaders		Simms, Bob, 1927-		From left to right: Emerson Mason, director; Dorothy Powell; Jacob Nelson.	This photograph was part of the Glory in the Grove Exhibit.	Mason, Emerson; Powell, Dorothy; Nelson, Jacob; Hornets Marching Band; George Washington Carver Senior High School (Coconut Grove, Florida); Glory in the Grove Exhibit; African Americans -- Florida -- Miami	Photographs		1953-1964	1950-1970	Coconut Grove (Miami, Florida)	1 b&w photograph			University of Miami Libraries. Special Collections.	Bob Simms Collection	ASM0650			Simms, Bob, 1927-	Simms, Robert H.	JRR; AL		© 2007 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm06500000020001001		2007-11-27	image/tiff	Suprascan 10000 RGB i2s Digibook Scanner	Digibook Version 5.4.8.20		5100.224 KB	4867	5948	0xF5DD8730	RGB	24-bit depth	300 dpi	asm06500000020001001.tif		2007-11-27	2010-12-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0650/id/26	26	2.jp2	/asm0650/image/2.jp2
Group of Cub Scouts playing in a fountain		Simms, Bob, 1927-		Cub Scouts from George Washington Carver Elementary School, 1953. From left to right: Fred Hunt, Ted Johnson, Lemond Jones, Edmond Armbrister, Tom Garvin, Jerry Grant, Mike Hart.	This photograph was part of the Glory in the Grove Exhibit.	Hunt, Fred; Johnson, Ted; Jones, Lemond; Armbrister, Edmond; Garvin, Tom; Grant, Jerry; Hart, Mike; George Washington Carver Elementary School (Coconut Grove, Florida); Glory in the Grove Exhibit; Cub Scouts -- Florida -- Miami; African American children -- Florida -- Miami	Photographs		1953	1950-1960	Coconut Grove (Miami, Florida)	1 b&w photograph			University of Miami Libraries. Special Collections.	Bob Simms Collection	ASM0650			Simms, Bob, 1927-	Simms, Robert H.	JRR; AL		© 2007 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm06500000130001001		2007-11-27	image/tiff	Suprascan 10000 RGB i2s Digibook Scanner	Digibook Version 5.4.8.20		5055.685 KB	6165	4957	0xB1AB2061	RGB	24-bit depth	300 dpi	asm06500000130001001.tif		2007-11-27	2010-12-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0650/id/27	27	12.jp2	/asm0650/image/12.jp2
Jacob Nelson of George Washington Carver Senior High School, drum major		Simms, Bob, 1927-				Nelson, Jacob; George Washington Carver Senior High School (Coconut Grove, Florida); African Americans -- Florida -- Miami	Photographs		1953-1964	1950-1970	Coconut Grove (Miami, Florida)	1 b&w photograph			University of Miami Libraries. Special Collections.	Bob Simms Collection	ASM0650		Box No. 43	Simms, Bob, 1927-	Simms, Robert H.	JRR; AL		© 2007 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm06500000290001001		2008-01-17	image/tiff	EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		12767.572 KB	5376	5363	0x3EA8DA24	RGB	24-bit depth	1200 dpi	asm06500000290001001.tif		2008-01-23	2010-12-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0650/id/28	28	29.jp2	/asm0650/image/29.jp2
