Title	Translated title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Upload ID	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Public attending a horse race at the Oriental Park Race Track in Marianao, Cuba					Written on verso: "Oriental Park, Havana; JN 210"	Horse racing; Racetracks (Horse racing); Marianao (Cuba)	Photographs			1910-1920	Marianao (Cuba)	1 b&w photograph; 11.8 x 17.4 cm	eng		University of Miami Libraries. Cuban Heritage Collection.	Ramiro A. Fernández Collection	CHC5260		Box No. 3; Folder No. 9; Folder Title: Photographs: Oriental Race Track, Marianao; Folder Date: 1910s						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				chc52600003200001001	image/tiff	35934492 Bytes	4169	2871	2977383866	RGB	8	600	chc52600003200001001.tif		2012-04-05	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5260/id/10	10	87.jp2	/chc5260/image/87.jp2
Oxen pulling a cart with sugarcanes					Written on verso: "Cuba - Cutting Sugar Cane"	Oxen; Sugarcane; Carts and wagons; Cuba	Albumen prints; Photographs				Cuba	1 b&w photograph; 33 x 40.6 cm	eng		University of Miami Libraries. Cuban Heritage Collection.	Ramiro A. Fernández Collection	CHC5260		Box No. 1; Folder No. 2; Folder Title: Albumen Prints; Folder Date: 1890, 1899						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				chc52600000180001001	image/tiff	116439440 Bytes	6880	5640	2307698217	RGB	8	400	chc52600000180001001.tif		2012-04-05	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5260/id/11	11	17.jp2	/chc5260/image/17.jp2
View of a house near Havana					Written on verso: "Outside Havana, c. 1890"	Dwellings; Tiles; Roofing; Cuba	Albumen prints; Photographs		1890	1890-1900	Cuba	1 b&w photograph; 33 x 40.6 cm	eng		University of Miami Libraries. Cuban Heritage Collection.	Ramiro A. Fernández Collection	CHC5260		Box No. 1; Folder No. 2; Folder Title: Albumen Prints; Folder Date: 1890, 1899						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				chc52600000160001001	image/tiff	112187708 Bytes	6760	5530	2982324534	RGB	8	400	chc52600000160001001.tif		2012-04-05	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5260/id/12	12	8.jp2	/chc5260/image/8.jp2
View of El Morro Castle in Santiago de Cuba, Cuba		Singley, B. L. (Benjamin Lloyd)			Written on front: "9406 - Morro Castle, from the Old Fortification, Santiago Harbor, Cuba"; Written on verso: "Morro Castle has always been used as a prison for political offenders against Spanish rule in Cuba, and also as a fort to guard the entrance to the Harbor of Santiago, which is nearly seven miles inland. In places exposed to attack the walls of the fort are from 16 feet to 20 feet in thickness and built of solid masonary. Prior to its bombardment and the destruction of its guns by Admiral Sampson's fleet, Lieut. R. P. Hobson and his crew were confined in one of its dungeons for several weeks before their removal to Santiago"	Castillo del Morro (Santiago de Cuba, Cuba); Forts and fortifications; Santiago de Cuba (Cuba); Santiago de Cuba Bay (Cuba)	Stereographs	Keystone View Company	1898	1890-1900	Santiago de Cuba (Cuba)	1 b&w photograph; 9 x 18 cm	eng		University of Miami Libraries. Cuban Heritage Collection.	Ramiro A. Fernández Collection	CHC5260		Box No. 4; Folder No. 1; Folder Title: Stereographs: Keystone View Company						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				chc52600003540001001	image/tiff	27199452 Bytes	4257	2128	4065840483	RGB	8	600	chc52600003540001001.tif		2012-04-05	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5260/id/13	13	24.jp2	/chc5260/image/24.jp2
View of a field with few palm trees					Written on front: "P. 14730"	Palms -- Cuba; Cuba	Photographs				Cuba	1 b&w photograph; 19.5 x 24.5 cm			University of Miami Libraries. Cuban Heritage Collection.	Ramiro A. Fernández Collection	CHC5260		Box No. 3; Folder No. 10; Folder Title: Photographs: Cuba: Countryside; Folder Date: n.d.						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				chc52600003320001001	image/tiff	82133884 Bytes	5857	4673	3837677151	RGB	8	600	chc52600003320001001.tif		2012-04-05	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5260/id/14	14	50.jp2	/chc5260/image/50.jp2
View of a group of police officers						Police; Cuba	Albumen prints; Photographs				Cuba	1 b&w photograph; 11.7 x 16.8 cm			University of Miami Libraries. Cuban Heritage Collection.	Ramiro A. Fernández Collection	CHC5260		Box No. 2; Folder No. 1; Folder Title: Albumen Prints; Folder Date: n.d.						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				chc52600000330001001	image/tiff	33948012 Bytes	4023	2811	1870049234	RGB	8	600	chc52600000330001001.tif		2012-04-05	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5260/id/15	15	6.jp2	/chc5260/image/6.jp2
View of the City of Havana from El Morro Castle					Stamped on verso: "574"	Castillo del Morro (Havana, Cuba); Panoramic views; Havana (Cuba)	Photographs				Havana (Cuba)	1 b&w photograph; 14.8 x 8.9 cm			University of Miami Libraries. Cuban Heritage Collection.	Ramiro A. Fernández Collection	CHC5260		Box No. 3; Folder No. 5; Folder Title: Photographs: Havana; Folder Date: n.d.						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				chc52600002540001001	image/tiff	23197036 Bytes	2167	3565	1610369386	RGB	8	600	chc52600002540001001.tif		2012-04-05	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5260/id/16	16	94.jp2	/chc5260/image/94.jp2
View of Presidents' Avenue in Havana, Cuba					Written on front: "2734, Presidential Avenue. Havana"	Streets -- Cuba -- Havana; Palms -- Cuba; Havana (Cuba)	Photographs				Havana (Cuba)	1 b&w photograph; 12 x 16.3 cm			University of Miami Libraries. Cuban Heritage Collection.	Ramiro A. Fernández Collection	CHC5260		Box No. 3; Folder No. 5; Folder Title: Photographs: Havana; Folder Date: n.d.						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				chc52600002620001001	image/tiff	33869788 Bytes	3901	2892	2611297105	RGB	8	600	chc52600002620001001.tif		2012-04-05	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5260/id/17	17	13.jp2	/chc5260/image/13.jp2
View of El Morro Castle and Santiago de Cuba Bay					Written on verso: "104 Entrance to Santiago Harbor Cuba"	Castillo del Morro (Santiago de Cuba, Cuba); Forts and fortifications; Santiago de Cuba Bay (Cuba); Santiago de Cuba (Cuba)	Photographs			1890-1900	Santiago de Cuba (Cuba)	1 b&w photograph; 8.2 x 13.7 cm			University of Miami Libraries. Cuban Heritage Collection.	Ramiro A. Fernández Collection	CHC5260		Box No. 3; Folder No. 7; Folder Title: Photographs : Havana and Santiago; Folder Date: 1890s						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				chc52600003080001001	image/tiff	19473192 Bytes	3293	1969	341205142	RGB	8	600	chc52600003080001001.tif		2012-04-05	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5260/id/18	18	48.jp2	/chc5260/image/48.jp2
View of Cuban insurgents (Mambises) in Villa Clara, Cuba					Written on front: "Cuban Insurgents in Villa Clara, Cuba"	Insurgency -- Cuba -- Las Villas (Province); Guerrillas -- Cuba; Villa Clara (Cuba)	Stereographs	Strohmeyer & Wyman Publishers	1899	1890-1900	Villa Clara (Cuba)	1 b&w photograph; 9 x 18 cm	eng		University of Miami Libraries. Cuban Heritage Collection.	Ramiro A. Fernández Collection	CHC5260		Box No. 4; Folder No. 2; Folder Title: Stereographs: Strohmeyer & Wyman; Folder Date: 1899						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				chc52600003710001001	image/tiff	27424572 Bytes	4260	2144	3470357473	RGB	8	600	chc52600003710001001.tif		2012-04-05	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5260/id/19	19	56.jp2	/chc5260/image/56.jp2
View of the entrance to El Morro Castle, Havana, Cuba					Written on front: "Morro Castle, Havana, Cuba, 1905"; "Cuba in Feb 1905"	Castillo del Morro (Havana, Cuba); Havana (Cuba)	Albumen prints; Photographs		1905-02	1900-1910	Havana (Cuba)	1 b&w photograph; 22.8 x 17.5 cm	eng		University of Miami Libraries. Cuban Heritage Collection.	Ramiro A. Fernández Collection	CHC5260		Box No. 2; Folder No. 6; Folder Title: Albumen Prints: Matanzas and Havana; Folder Date: 1905						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				chc52600000580001001	image/tiff	71158420 Bytes	4335	5470	2839741401	RGB	8	600	chc52600000580001001.tif		2012-04-05	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5260/id/20	20	42.jp2	/chc5260/image/42.jp2
Horse race in the countryside of Cuba					Written on front: "699"	Horse racing; Mountains -- Cuba; Landscapes -- Cuba; Cuba	Photographs				Cuba	1 b&w photograph; 24.5 x 19.5 cm			University of Miami Libraries. Cuban Heritage Collection.	Ramiro A. Fernández Collection	CHC5260		Box No. 3; Folder No. 10; Folder Title: Photographs: Cuba: Countryside; Folder Date: n.d.						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				chc52600003270001001	image/tiff	84365424 Bytes	4752	5916	482981356	RGB	8	600	chc52600003270001001.tif		2012-04-05	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5260/id/21	21	40.jp2	/chc5260/image/40.jp2
View of El Morro Castle, Havana, Cuba					Written on front: "701. Havana. Morro Castle"	Castillo del Morro (Havana, Cuba); Havana (Cuba)	Albumen prints; Photographs				Havana (Cuba)	1 b&w photograph; 25.5 x 31.8 cm			University of Miami Libraries. Cuban Heritage Collection.	Ramiro A. Fernández Collection	CHC5260		Box No. 1; Folder No. 1; Folder Title: Albumen Prints; Folder Date: n.d., 1893						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				chc52600000020001001	image/tiff	36382088 Bytes	3904	3103	2691197777	RGB	8	240	chc52600000020001001.tif		2012-04-05	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5260/id/22	22	66.jp2	/chc5260/image/66.jp2
View of Antonio Maceo Park in Havana, Cuba					Written on verso: "Parque Maceo"	Maceo, Antonio, 1845-1896; Statues; Parks - Cuba - Havana; Havana (Cuba)	Photographs				Havana (Cuba)	1 b&w photograph; 19.5 x 24.3 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Ramiro A. Fernández Collection	CHC5260		Box No. 3; Folder No. 1; Folder Title: Photographs: Havana; Folder Date: 1930, n.d.						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				chc52600000870001001	image/tiff	82261644 Bytes	5880	4662	3057757687	RGB	8	600	chc52600000870001001.tif		2012-04-05	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5260/id/23	23	60.jp2	/chc5260/image/60.jp2
View of Paseo del Prado and El Morro Castle, Havana, Cuba					Written on front: "I.W. 424"; Written on verso: "IW 424-Cuba, Havana. A view from the top of the Seville-Biltmore Hotel, looking down the Prado, also known as the Paseo de Marti, looking towards Morro Castle, and the harbor entrance. The Paseo or Prado is Havana's fashionable boulevard, the rendezvous of the city after sunset. It is only about one mile in length"	Parks -- Cuba -- Havana; Cuba -- Buildings, structures, etc.; Streets; Havana (Cuba); Panoramic views; Castillo del Morro (Havana, Cuba)	Photographs				Havana (Cuba)	1 b&w photograph; 19.4 x 25 cm	eng		University of Miami Libraries. Cuban Heritage Collection.	Ramiro A. Fernández Collection	CHC5260		Box No. 3; Folder No. 1; Folder Title: Photographs: Havana; Folder Date: 1930, n.d.						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				chc52600000890001001	image/tiff	83776540 Bytes	5978	4670	1875556729	RGB	8	600	chc52600000890001001.tif		2012-04-05	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5260/id/24	24	33.jp2	/chc5260/image/33.jp2
View of Paseo del Prado and Fuente de La India (India Fountain), Havana, Cuba					Written on front: "497. The Prado showing the India Statue"	Parks -- Cuba -- Havana; Fountains; Monuments -- Cuba -- Havana	Albumen prints; Photographs		1899	1890-1900	Havana (Cuba)	1 b&w photograph; 20.3 x 25.5 cm	eng		University of Miami Libraries. Cuban Heritage Collection.	Ramiro A. Fernández Collection	CHC5260		Box No. 2; Folder No. 5; Folder Title: Albumen Prints: Havana; Folder Date: 1899-1900						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				chc52600000450001001	image/tiff	90386808 Bytes	6146	4901	940379033	RGB	8	600	chc52600000450001001.tif		2012-04-05	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5260/id/25	25	99.jp2	/chc5260/image/99.jp2
Motorcyclist falling from his bike during auto race on the streets of Havana						Motorcycles; Automobile racing; Streets -- Cuba -- Havana	Photographs		1957-10-10	1950-1960	Havana (Cuba)	1 b&w photograph; 9 x 12.5 cm			University of Miami Libraries. Cuban Heritage Collection.	Ramiro A. Fernández Collection	CHC5260		Box No. 3; Folder No. 6; Folder Title: Photographs: Havana: Automobile race; Folder Date: 1957						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				chc52600002900001001	image/tiff	19943084 Bytes	3017	2201	216370113	RGB	8	600	chc52600002900001001.tif		2012-04-05	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5260/id/26	26	30.jp2	/chc5260/image/30.jp2
Crowd gathered around a fence looking at a car that crashed during auto race on the streets of Havana						Automobiles; Automobile racing; Automobiles -- Collision damage; Streets -- Cuba -- Havana	Photographs		1957-10-10	1950-1960	Havana (Cuba)	1 b&w photograph; 8.9 x 12.5 cm			University of Miami Libraries. Cuban Heritage Collection.	Ramiro A. Fernández Collection	CHC5260		Box No. 3; Folder No. 6; Folder Title: Photographs: Havana: Automobile race; Folder Date: 1957						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				chc52600002820001001	image/tiff	19813412 Bytes	3022	2183	3526830526	RGB	8	600	chc52600002820001001.tif		2012-04-05	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5260/id/27	27	15.jp2	/chc5260/image/15.jp2
View of Almendares River in Havana, Cuba					Written on verso: "Almendares River, Havana. Cuba"	Almendares River (Cuba); Havana (Cuba)	Photographs				Havana (Cuba)	1 b&w photograph; 13.7 x 18.6 cm	eng		University of Miami Libraries. Cuban Heritage Collection.	Ramiro A. Fernández Collection	CHC5260		Box No. 3; Folder No. 1; Folder Title: Photographs: Havana; Folder Date: 1930, n.d.						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				chc52600000780001001	image/tiff	44698308 Bytes	4476	3327	2061971997	RGB	8	600	chc52600000780001001.tif		2012-04-05	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5260/id/28	28	47.jp2	/chc5260/image/47.jp2
Archway connecting streets in Havana, Cuba						Concrete arches; Streets -- Cuba -- Havana; Havana (Cuba)	Photographs				Havana (Cuba)	1 b&w photograph; 9.6 x 7.5 cm			University of Miami Libraries. Cuban Heritage Collection.	Ramiro A. Fernández Collection	CHC5260		Box No. 3; Folder No. 4; Folder Title: Photographs: Havana and outskirts; Folder Date: 1800s-1900s						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				chc52600002030001001	image/tiff	12588680 Bytes	1818	2304	282668591	RGB	8	600	chc52600002030001001.tif		2012-04-05	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5260/id/29	29	97.jp2	/chc5260/image/97.jp2
View of La Cabaña Fortress from Havana Bay						Forts and fortifications; Havana Bay (Cuba); Boats and boating; Havana (Cuba)	Photographs				Havana (Cuba)	1 b&w photograph; 7.5 x 10.2 cm			University of Miami Libraries. Cuban Heritage Collection.	Ramiro A. Fernández Collection	CHC5260		Box No. 3; Folder No. 4; Folder Title: Photographs: Havana and outskirts; Folder Date: 1800s-1900s						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				chc52600001970001001	image/tiff	13248528 Bytes	2441	1806	1474274531	RGB	8	600	chc52600001970001001.tif		2012-04-05	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5260/id/30	30	64.jp2	/chc5260/image/64.jp2
Members of Commercial Club of Chicago on board a tugboat in Havana, Cuba		Batcheller, Robert T.		Snapshots taken on trip of the Commercial Club of Chicago to Cuba in February 1905, by Robert T. Batcheller. 7, Havana, Feb 2, Commercial Club of Chicago special tug.	Written on verso: "7"	Tugboats; Commercial Club of Chicago; Havana (Cuba)	Photographs		1905-02-02	1900-1910	Havana (Cuba)	1 b&w photograph; 8.2 x 12 cm			University of Miami Libraries. Cuban Heritage Collection.	Ramiro A. Fernández Collection	CHC5260		Box No. 3; Folder No. 3; Folder Title: Photographs; Folder Date: 1905						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				chc52600001550001001	image/tiff	16967984 Bytes	2863	1973	464322909	RGB	8	600	chc52600001550001001.tif		2012-04-05	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5260/id/31	31	28.jp2	/chc5260/image/28.jp2
Entrance to Colón Cemetery in Havana, Cuba						Cementerio de Colón (Havana, Cuba)	Photographs				Havana (Cuba)	1 b&w photograph; 7.5 x 9.5 cm			University of Miami Libraries. Cuban Heritage Collection.	Ramiro A. Fernández Collection	CHC5260		Box No. 3; Folder No. 4; Folder Title: Photographs: Havana and outskirts; Folder Date: 1800s-1900s						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				chc52600001620001001	image/tiff	12469360 Bytes	2305	1800	4241139001	RGB	8	600	chc52600001620001001.tif		2012-04-05	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5260/id/32	32	80.jp2	/chc5260/image/80.jp2
