Title	Translated title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Upload ID	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 8																											chc5279000002						chc52790000020008001		5378668 Bytes	2224	803	1103451222	RGB	8	800	chc52790000020008001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/10	10	46.jp2	/chc5279/image/46.jp2
Page 9																											chc5279000002						chc52790000020009001		4601344 Bytes	2094	729	3143360828	RGB	8	800	chc52790000020009001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/11	11	47.jp2	/chc5279/image/47.jp2
Page 10																											chc5279000002						chc52790000020010001		4284412 Bytes	2252	631	1672742073	RGB	8	800	chc52790000020010001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/12	12	48.jp2	/chc5279/image/48.jp2
Page 11																											chc5279000002						chc52790000020011001		7392440 Bytes	2715	905	1891569651	RGB	8	800	chc52790000020011001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/13	13	49.jp2	/chc5279/image/49.jp2
Page 12																											chc5279000002						chc52790000020012001		5052924 Bytes	2349	714	3403545344	RGB	8	800	chc52790000020012001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/14	14	50.jp2	/chc5279/image/50.jp2
Page 13																											chc5279000002						chc52790000020013001		7379056 Bytes	2695	910	207735240	RGB	8	800	chc52790000020013001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/15	15	51.jp2	/chc5279/image/51.jp2
Page 14																											chc5279000002						chc52790000020014001		7222352 Bytes	2612	919	350035662	RGB	8	800	chc52790000020014001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/16	16	52.jp2	/chc5279/image/52.jp2
Page 15																											chc5279000002						chc52790000020015001		5064052 Bytes	2388	704	3235407471	RGB	8	800	chc52790000020015001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/17	17	53.jp2	/chc5279/image/53.jp2
Page 16																											chc5279000002						chc52790000020016001		6834888 Bytes	2504	907	2596851016	RGB	8	800	chc52790000020016001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/18	18	54.jp2	/chc5279/image/54.jp2
Page 17																											chc5279000002						chc52790000020017001		4418884 Bytes	2208	664	3050253765	RGB	8	800	chc52790000020017001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/19	19	55.jp2	/chc5279/image/55.jp2
Page 18																											chc5279000002						chc52790000020018001		7116364 Bytes	2874	823	1720407715	RGB	8	800	chc52790000020018001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/20	20	56.jp2	/chc5279/image/56.jp2
Page 19																											chc5279000002						chc52790000020019001		7280856 Bytes	2619	924	1705223769	RGB	8	800	chc52790000020019001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/21	21	57.jp2	/chc5279/image/57.jp2
Page 20																											chc5279000002						chc52790000020020001		5483084 Bytes	2256	807	961107108	RGB	8	800	chc52790000020020001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/22	22	58.jp2	/chc5279/image/58.jp2
Page 21																											chc5279000002						chc52790000020021001		5136404 Bytes	2412	707	543684325	RGB	8	800	chc52790000020021001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/23	23	59.jp2	/chc5279/image/59.jp2
Page 22																											chc5279000002						chc52790000020022001		4337024 Bytes	2248	640	2907049639	RGB	8	800	chc52790000020022001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/24	24	60.jp2	/chc5279/image/60.jp2
Page 23																											chc5279000002						chc52790000020023001		2511380 Bytes	1737	478	3192385913	RGB	8	800	chc52790000020023001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/25	25	61.jp2	/chc5279/image/61.jp2
Page 24																											chc5279000002						chc52790000020024001		4640980 Bytes	2362	652	971002170	RGB	8	800	chc52790000020024001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/26	26	62.jp2	/chc5279/image/62.jp2
Page 25																											chc5279000002						chc52790000020025001		3830168 Bytes	1984	640	264762954	RGB	8	800	chc52790000020025001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/27	27	63.jp2	/chc5279/image/63.jp2
Page 26																											chc5279000002						chc52790000020026001		46348656 Bytes	2981	5180	3705967211	RGB	8	800	chc52790000020026001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/28	28	64.jp2	/chc5279/image/64.jp2
Page 27																											chc5279000002						chc52790000020027001		46262412 Bytes	2972	5186	2321418128	RGB	8	800	chc52790000020027001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/29	29	65.jp2	/chc5279/image/65.jp2
Cuban cigar bands						Cigar bands and labels -- Cuba -- History; Tobacco industry -- Cuba -- History 	Cigar bands				Cuba	27 photomechanical prints	spa; eng; fre; ger; rus		University of Miami Libraries. Cuban Heritage Collection	Tobacco Art Collection	CHC5279		Box No. 1; Folder No. 2; Folder Title: Cigar bands: "Collect Havana cigar rings", Cubatabaco, Havana, 1986			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html		chc5279000002	Image						image/tiff										2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/30	30	66.cpd	/chc5279/image/66.cpd
Page 1																											chc5279000042						chc52790000420001001		119243988 Bytes	5279	7528	836845357	RGB	8	600	chc52790000420001001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/31	31	67.jp2	/chc5279/image/67.jp2
Page 2																											chc5279000042						chc52790000420002001		119702932 Bytes	5279	7557	4231656035	RGB	8	600	chc52790000420002001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/32	32	68.jp2	/chc5279/image/68.jp2
Page 3																											chc5279000042						chc52790000420003001		119544736 Bytes	5279	7547	3827457715	RGB	8	600	chc52790000420003001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/33	33	69.jp2	/chc5279/image/69.jp2
Page 4																											chc5279000042						chc52790000420004001		118396796 Bytes	5245	7523	1599524049	RGB	8	600	chc52790000420004001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/34	34	70.jp2	/chc5279/image/70.jp2
Ramón Allones cigarette trademarks		Allones, Ramón				Cigarettes -- Cuba; Tobacco industry -- Cuba -- History; Allones, Ramón	Documents; Tobacco package labels				Havana (Cuba)	1 document	spa		University of Miami Libraries. Cuban Heritage Collection	Tobacco Art Collection	CHC5279		Box No. 1; Folder No. 42; Folder Title: Trademark: Ramón Allones			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html		chc5279000042	Image						image/tiff										2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/35	35	71.cpd	/chc5279/image/71.cpd
Page 1																											chc5279000020						chc52790000200001001		21773240 Bytes	2611	2776	3039886699	RGB	8	600	chc52790000200001001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/36	36	72.jp2	/chc5279/image/72.jp2
Page 2																											chc5279000020						chc52790000200002001		79076980 Bytes	5723	4604	2909990948	RGB	8	600	chc52790000200002001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/37	37	73.jp2	/chc5279/image/73.jp2
Manly cigar box label						Cigar bands and labels -- Cuba -- History; Tobacco industry -- Cuba -- History; Jiménez Pérez, José	Tobacco package labels				Havana (Cuba)	1 photomechanical print	spa		University of Miami Libraries. Cuban Heritage Collection	Tobacco Art Collection	CHC5279		Box No. 1; Folder No. 20; Folder Title: Tobacco package label: Manly, José Jiménez Pérez, Havana			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html		chc5279000020	Image						image/tiff										2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/38	38	74.cpd	/chc5279/image/74.cpd
Page 1																											chc5279000013						chc52790000130001001		28141468 Bytes	3725	2516	3340038640	RGB	8	800	chc52790000130001001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/39	39	75.jp2	/chc5279/image/75.jp2
Page 2																											chc5279000013						chc52790000130002001		253488576 Bytes	10882	7764	3305269552	RGB	8	800	chc52790000130002001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/40	40	76.jp2	/chc5279/image/76.jp2
H. Upmann cigar box label						Cigar bands and labels -- Cuba -- History; Tobacco industry -- Cuba -- History 	Tobacco package labels				Havana (Cuba)	1 photomechanical print	spa		University of Miami Libraries. Cuban Heritage Collection	Tobacco Art Collection	CHC5279		Box No. 1; Folder No. 13; Folder Title: Tobacco package label: H. Upmann, Havana			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html		chc5279000013	Image						image/tiff										2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/41	41	77.cpd	/chc5279/image/77.cpd
Page 1																											chc5279000039						chc52790000390001001		24583864 Bytes	3808	2150	207761116	RGB	8	600	chc52790000390001001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/42	42	78.jp2	/chc5279/image/78.jp2
Page 2																											chc5279000039						chc52790000390002001		33647136 Bytes	4101	2733	3352726273	RGB	8	600	chc52790000390002001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/43	43	79.jp2	/chc5279/image/79.jp2
Page 3																											chc5279000039						chc52790000390003001		32578952 Bytes	4800	2261	205242730	RGB	8	600	chc52790000390003001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/44	44	80.jp2	/chc5279/image/80.jp2
Page 4																											chc5279000039						chc52790000390004001		37780768 Bytes	3822	3293	2136394198	RGB	8	600	chc52790000390004001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/45	45	81.jp2	/chc5279/image/81.jp2
Popular cigarette packaging						Cigarettes -- Cuba; Cigar bands and labels -- Cuba -- History 	Tobacco package labels				Cuba	1 photomechanical print	spa		University of Miami Libraries. Cuban Heritage Collection	Tobacco Art Collection	CHC5279		Box No. 1; Folder No. 39; Folder Title: Tobacco packaging: Populares			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html		chc5279000039	Image						image/tiff										2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/46	46	82.cpd	/chc5279/image/82.cpd
Page 1																											chc5279000028						chc52790000280001001		45742600 Bytes	4316	3531	2324627310	RGB	8	600	chc52790000280001001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/47	47	83.jp2	/chc5279/image/83.jp2
Page 2																											chc5279000028						chc52790000280002001		76604324 Bytes	5295	4821	1708548238	RGB	8	600	chc52790000280002001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/48	48	84.jp2	/chc5279/image/84.jp2
Quintero cigar box labels						Cigar bands and labels -- Cuba -- History; Tobacco industry -- Cuba -- History;	Tobacco package labels				Cuba	2 photomechanical prints	spa		University of Miami Libraries. Cuban Heritage Collection	Tobacco Art Collection	CHC5279		Box No. 1; Folder No. 28; Folder Title: Tobacco package label: Quintero y Hno., Cienfuegos			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html		chc5279000028	Image						image/tiff										2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/49	49	85.cpd	/chc5279/image/85.cpd
New Cuba cigar box label						Cigar bands and labels -- Cuba -- History; Tobacco industry -- Cuba -- History	Tobacco package labels					1 photomechanical print	eng; spa		University of Miami Libraries. Cuban Heritage Collection	Tobacco Art Collection	CHC5279		Box No. 1; Folder No. 24; Folder Title: Tobacco package label: New Cuba			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image					chc52790000240001001	image/tiff	70821576 Bytes	6117	3858	812350553	RGB	8	600	chc52790000240001001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/50	50	25.jp2	/chc5279/image/25.jp2
Cuban cigar box label						Cigar bands and labels -- Cuba -- History; Tobacco industry -- Cuba -- History	Tobacco package labels				Chicago (Illinois)	1 photomechanical print	eng		University of Miami Libraries. Cuban Heritage Collection	Tobacco Art Collection	CHC5279		Box No. 1; Folder No. 9; Folder Title: Tobacco package label: Cuban			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image					chc52790000090001001	image/tiff	43059652 Bytes	3801	3773	1975537175	RGB	8	800	chc52790000090001001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/51	51	31.jp2	/chc5279/image/31.jp2
Victoria cigar box label						Cigar bands and labels -- Cuba -- History; Tobacco industry -- Cuba -- History	Tobacco package labels					1 photomechanical print	spa		University of Miami Libraries. Cuban Heritage Collection	Tobacco Art Collection	CHC5279		Box No. 1; Folder No. 32; Folder Title: Tobacco package label: Victoria			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image					chc52790000320001001	image/tiff	24937224 Bytes	3392	2448	2194587647	RGB	8	600	chc52790000320001001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/52	52	34.jp2	/chc5279/image/34.jp2
Henry Clay cigar box label						Cigar bands and labels -- Cuba -- History; Tobacco industry -- Cuba -- History	Tobacco package labels				Cuba	1 photomechanical print	spa		University of Miami Libraries. Cuban Heritage Collection	Tobacco Art Collection	CHC5279		Box No. 1; Folder No. 36; Folder Title: Tobacco packaging: Henry Clay			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image					chc52790000360001001	image/tiff	35495076 Bytes	5170	2287	3783221972	RGB	8	600	chc52790000360001001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/53	53	17.jp2	/chc5279/image/17.jp2
Hoyo de Monterrey cigar box label						Cigar bands and labels -- Cuba -- History; Tobacco industry -- Cuba -- History	Tobacco package labels				Havana (Cuba)	1 photomechanical print	spa		University of Miami Libraries. Cuban Heritage Collection	Tobacco Art Collection	CHC5279		Box No. 1; Folder No. 16; Folder Title: Tobacco package label: Hoyo de Monterrey, Havana (reproduction)			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image					chc52790000160001001	image/tiff	142454288 Bytes	8180	5804	3571939819	RGB	8	600	chc52790000160001001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/54	54	8.jp2	/chc5279/image/8.jp2
C. García & Cia. cigar box label						Cigar bands and labels -- Cuba -- History; Tobacco industry -- Cuba -- History	Tobacco package labels				Havana (Cuba)	1 photomechanical print	spa		University of Miami Libraries. Cuban Heritage Collection	Tobacco Art Collection	CHC5279		Box No. 1; Folder No. 6; Folder Title: Tobacco package label: C. García y Cia., Havana			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image					chc52790000060001001	image/tiff	13125920 Bytes	2344	1863	3797315401	RGB	8	800	chc52790000060001001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/55	55	24.jp2	/chc5279/image/24.jp2
Bolívar cigar box label						Cigar bands and labels -- Cuba -- History; Tobacco industry -- Cuba -- History	Tobacco package labels				Havana (Cuba)	1 photomechanical print	spa		University of Miami Libraries. Cuban Heritage Collection	Tobacco Art Collection	CHC5279		Box No. 1; Folder No. 5; Folder Title: Tobacco package label: Bolívar, Havana (reproduction)			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image					chc52790000050001001	image/tiff	142855904 Bytes	8189	5814	2585018098	RGB	8	600	chc52790000050001001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/56	56	6.jp2	/chc5279/image/6.jp2
J. Acosta y Ramírez cigar box label						Cigar bands and labels -- Cuba -- History; Tobacco industry -- Cuba -- History	Tobacco package labels					1 photomechanical print	spa		University of Miami Libraries. Cuban Heritage Collection	Tobacco Art Collection	CHC5279		Box No. 1; Folder No. 17; Folder Title: Tobacco package label: J. Acosta y Ramírez			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image					chc52790000170001001	image/tiff	88018256 Bytes	5832	5029	3417626368	RGB	8	600	chc52790000170001001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/57	57	13.jp2	/chc5279/image/13.jp2
Regalía de Preferencia cigar box label						Cigar bands and labels -- Cuba -- History; Tobacco industry -- Cuba -- History	Tobacco package labels					1 photomechanical print	spa; fre		University of Miami Libraries. Cuban Heritage Collection	Tobacco Art Collection	CHC5279		Box No. 1; Folder No. 29; Folder Title: Tobacco package label: Regalía de Preferencia			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image					chc52790000290001001	image/tiff	18590500 Bytes	2859	2164	155541812	RGB	8	600	chc52790000290001001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/58	58	33.jp2	/chc5279/image/33.jp2
Ligeros cigarette packaging						Cigarettes -- Cuba; Tobacco industry -- Cuba -- History	Tobacco package labels				Cuba	1 photomechanical print	spa		University of Miami Libraries. Cuban Heritage Collection	Tobacco Art Collection	CHC5279		Box No. 1; Folder No. 38; Folder Title: Tobacco packaging: Ligeros (cigarettes)			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image					chc52790000380001001	image/tiff	38201808 Bytes	3887	3274	4065440607	RGB	8	600	chc52790000380001001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/59	59	30.jp2	/chc5279/image/30.jp2
Petronio cigar box label						Cigar bands and labels -- Cuba -- History; Tobacco industry -- Cuba -- History	Tobacco cigar labels				Havana (Cuba)	1 photomechanical print	spa		University of Miami Libraries. Cuban Heritage Collection	Tobacco Art Collection	CHC5279		Box No. 1; Folder No. 25; Folder Title: Tobacco package label: Petronio, Havana			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image					chc52790000250001001	image/tiff	29714568 Bytes	3569	2773	1905381715	RGB	8	600	chc52790000250001001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/60	60	15.jp2	/chc5279/image/15.jp2
Cohiba cigar box label						Cigar bands and labels -- Cuba -- History; Tobacco industry -- Cuba -- History	Tobacco package labels				Havana (Cuba)	1 photomechanical print	spa		University of Miami Libraries. Cuban Heritage Collection	Tobacco Art Collection	CHC5279		Box No. 1; Folder No. 8; Folder Title: Tobacco package label: Cohiba, Havana			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image					chc52790000080001001	image/tiff	31185200 Bytes	4212	2466	3989087396	RGB	8	800	chc52790000080001001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/61	61	28.jp2	/chc5279/image/28.jp2
Tampa Life cigar box label						Cigar bands and labels -- Cuba -- History; Tobacco industry -- Cuba -- History	Tobacco package labels				New York (New York)	1 photomechanical print	eng		University of Miami Libraries. Cuban Heritage Collection	Tobacco Art Collection	CHC5279		Box No. 1; Folder No. 31; Folder Title: Tobacco package label: Tampa Life, Tampa			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image					chc52790000310001001	image/tiff	68213072 Bytes	5236	4341	1731111629	RGB	8	600	chc52790000310001001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/62	62	1.jp2	/chc5279/image/1.jp2
Certificate of authenticity from "La Unión de Fabricantes de Tabacos"						Cigar bands and labels -- Cuba -- History; Tobacco industry -- Cuba -- History	Certificates		1889-03-27	1880-1890	Havana (Cuba)	1 photomechanical print	spa		University of Miami Libraries. Cuban Heritage Collection	Tobacco Art Collection	CHC5279		Box No. 1; Folder No. 1; Folder Title: Certificate: La Unión de Fabricantes de Tabacos, Authenticity Guarantee, 1889			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image					chc52790000010001001	image/tiff	27657264 Bytes	5225	1763	1241644811	RGB	8	800	chc52790000010001001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/63	63	11.jp2	/chc5279/image/11.jp2
La Rentana cigar box label						Cigar bands and labels -- Cuba -- History; Tobacco industry -- Cuba -- History	Tobacco package labels					1 photomechanical print	spa		University of Miami Libraries. Cuban Heritage Collection	Tobacco Art Collection	CHC5279		Box No. 1; Folder No. 30; Folder Title: Tobacco package label: La Rentana			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image					chc52790000300001001	image/tiff	22965896 Bytes	2585	2958	2032902795	RGB	8	600	chc52790000300001001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/64	64	35.jp2	/chc5279/image/35.jp2
The Havana Post cigar box label						Cigar bands and labels -- Cuba -- History; Tobacco industry -- Cuba -- History	Tobacco package labels					1 photomechanical print	eng		University of Miami Libraries. Cuban Heritage Collection	Tobacco Art Collection	CHC5279		Box No. 1; Folder No. 14; Folder Title: Tobacco package label: The Havana Post			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image					chc52790000140001001	image/tiff	123062600 Bytes	8136	5041	3370138843	RGB	8	800	chc52790000140001001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/65	65	9.jp2	/chc5279/image/9.jp2
Cigar box label						Cigar bands and labels -- Cuba -- History; Tobacco industry -- Cuba -- History	Tobacco package labels					1 photomechanical print			University of Miami Libraries. Cuban Heritage Collection	Tobacco Art Collection	CHC5279		Box No. 1; Folder No. 35; Folder Title: Tobacco package label: [Untitled]			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image					chc52790000350001001	image/tiff	74619928 Bytes	6105	4073	2939136246	RGB	8	600	chc52790000350001001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/66	66	3.jp2	/chc5279/image/3.jp2
La Flor de José Suárez Murias cigar box label						Cigar bands and labels -- Cuba -- History; Tobacco industry -- Cuba -- History	Tobacco package labels				Havana (Cuba)	1 photomechanical print	spa		University of Miami Libraries. Cuban Heritage Collection	Tobacco Art Collection	CHC5279		Box No. 1; Folder No. 11; Folder Title: Tobacco packaging: La Flor de José Suárez Murias			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image					chc52790000110001001	image/tiff	35765912 Bytes	4622	2577	1049613211	RGB	8	600	chc52790000110001001.tif		2012-06-01	2012-06-01	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5279/id/67	67	10.jp2	/chc5279/image/10.jp2
