Title	Translated title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Upload ID	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Federico Pérez letter to Elvira Cape, April 17, 1897		Pérez Carbó, Federico			Elvira Cape was the wife of Emilio Bacardí, a Cuban industrialist, politician, and writer who managed the Bacardi Rum Company, and served as mayor of the city of Santiago de Cuba.	Cuba -- History -- 19th century -- Sources; Pérez Carbó, Federico; Cape, Elvira, 1862-1933; Bacardí Moreau, Emilio, 1844-1922; Bacardí family	Correspondence		1897-04-17	1890-1900	Jacksonville (Florida)	1 letter; 4 pages	spa		University of Miami Libraries. Cuban Heritage Collection.	Cuban Museum of Art and Culture Records	CHC5066		Folder No. 7; Folder Title: Letters to Elvira from Federico Pérez; Folder Date: 1897-1898						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc5066000052	Text	2012-07-12					image/tiff										2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/14	14	15.cpd	/chc5066/image/15.cpd
Page 1																											chc5066000011						chc50660000110001001		76400354 Bytes	3833	6642	2038545480	RGB	8	240	chc50660000110001001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/15	15	16.jp2	/chc5066/image/16.jp2
Page 2																											chc5066000011						chc50660000110002001		75088668 Bytes	3782	6616	2746941785	RGB	8	240	chc50660000110002001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/16	16	17.jp2	/chc5066/image/17.jp2
Emilio Bacardí letter to his daughter Amalia Bacardí, April 2, 1920		Bacardí Moreau, Emilio, 1844-1922			Emilio Bacardí Moreau was a Cuban industrialist, politician, and writer who managed the Bacardi Rum Company and served as mayor of the city of Santiago de Cuba.	Cuba -- History -- 20th century -- Sources; Bacardí Moreau, Emilio, 1844-1922 -- Correspondence; Bacardí family; Bacardí, Amalia; Bacardí, Lolita	Correspondence		1920-04-02	1920-1930		1 letter; 2 pages	spa		University of Miami Libraries. Cuban Heritage Collection.	Cuban Museum of Art and Culture Records	CHC5066		Folder No. 3; Folder Title: Letters from Emilio Bacardí to Amalia; Folder Date: 1898-1920						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc5066000011	Text	2012-07-12					image/tiff										2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/17	17	18.cpd	/chc5066/image/18.cpd
Page 1																											chc5066000015						chc50660000150001001		103303252 Bytes	5193	6629	508425411	RGB	8	240	chc50660000150001001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/18	18	19.jp2	/chc5066/image/19.jp2
Page 2																											chc5066000015						chc50660000150002001		104243286 Bytes	5249	6618	2651769415	RGB	8	240	chc50660000150002001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/19	19	20.jp2	/chc5066/image/20.jp2
Emilio Bacardí letter to his daughter Amalia Bacardí, September 25, 1920		Bacardí Moreau, Emilio, 1844-1922			Emilio Bacardí Moreau was a Cuban industrialist, politician, and writer who managed the Bacardi Rum Company and served as mayor of the city of Santiago de Cuba.	Cuba -- History -- 20th century -- Sources; Bacardí Moreau, Emilio, 1844-1922 -- Correspondence; Bacardí family; Bacardí, Amalia	Correspondence		1920-09-25	1920-1930		1 letter; 2 pages	spa		University of Miami Libraries. Cuban Heritage Collection.	Cuban Museum of Art and Culture Records	CHC5066		Folder No. 3; Folder Title: Letters from Emilio Bacardí to Amalia; Folder Date: 1898-1920						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc5066000015	Text	2012-07-12					image/tiff										2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/20	20	21.cpd	/chc5066/image/21.cpd
Page 1																											chc5066000034						chc50660000340001001		51717032 Bytes	3303	5217	1525182127	RGB	8	600	chc50660000340001001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/21	21	22.jp2	/chc5066/image/22.jp2
Page 2																											chc5066000034						chc50660000340002001		51348976 Bytes	3310	5169	930050508	RGB	8	600	chc50660000340002001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/22	22	23.jp2	/chc5066/image/23.jp2
José Antonio González Lanuza letter to Emilio Bacardí, May 9, 1900		González Lanuza, José Antonio, 1865-1917			Emilio Bacardí Moreau was a Cuban industrialist, politician, and writer who managed the Bacardi Rum Company and served as mayor of the city of Santiago de Cuba.	Cuba -- History -- 20th century -- Sources; González Lanuza, José Antonio, 1865-1917; Bacardí Moreau, Emilio, 1844-1922; Bacardí family	Correspondence		1900-05-09	1900-1910	Havana (Cuba)	1 letter; 2 pages	spa		University of Miami Libraries. Cuban Heritage Collection.	Cuban Museum of Art and Culture Records	CHC5066		Folder No. 5; Folder Title: Letters to Emilio Bacardí from J. A. González; Folder Date: 1897-1916						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc5066000034	Text	2012-07-12					image/tiff										2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/23	23	24.cpd	/chc5066/image/24.cpd
Page 1																											chc5066000039						chc50660000390001001		50912532 Bytes	3347	5068	3332823681	RGB	8	600	chc50660000390001001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/24	24	25.jp2	/chc5066/image/25.jp2
Page 2																											chc5066000039						chc50660000390002001		50892124 Bytes	3345	5069	1467906825	RGB	8	600	chc50660000390002001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/25	25	26.jp2	/chc5066/image/26.jp2
Page 3																											chc5066000039						chc50660000390003001		50427844 Bytes	3321	5059	3875951164	RGB	8	600	chc50660000390003001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/26	26	27.jp2	/chc5066/image/27.jp2
Page 4																											chc5066000039						chc50660000390004001		50957488 Bytes	3344	5077	3960579265	RGB	8	600	chc50660000390004001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/27	27	28.jp2	/chc5066/image/28.jp2
Page 5																											chc5066000039						chc50660000390005001		50910868 Bytes	3320	5109	177322277	RGB	8	600	chc50660000390005001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/28	28	29.jp2	/chc5066/image/29.jp2
Page 6																											chc5066000039						chc50660000390006001		51324912 Bytes	3353	5100	1900071533	RGB	8	600	chc50660000390006001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/29	29	30.jp2	/chc5066/image/30.jp2
Federico Pérez letter to Emilio Bacardí, December 16, 1897		Pérez Carbó, Federico			Emilio Bacardí Moreau was a Cuban industrialist, politician, and writer who managed the Bacardi Rum Company and served as mayor of the city of Santiago de Cuba.	Cuba -- History -- 19th century -- Sources; Pérez Carbó, Federico; Bacardí Moreau, Emilio, 1844-1922; Bacardí family	Correspondence		1897-12-16	1890-1900	New York (New York)	1 letter; 6 pages	spa		University of Miami Libraries. Cuban Heritage Collection.	Cuban Museum of Art and Culture Records	CHC5066		Folder No. 6; Folder Title: Letters to Emilio Bacardí from Federico Pérez; Folder Date: 1897-1915						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc5066000039	Text	2012-07-12					image/tiff										2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/30	30	31.cpd	/chc5066/image/31.cpd
Page 1																											chc5066000027						chc50660000270001001		96604950 Bytes	5046	6380	3024839557	RGB	8	240	chc50660000270001001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/31	31	32.jp2	/chc5066/image/32.jp2
Page 2																											chc5066000027						chc50660000270002001		98959854 Bytes	5136	6421	1932771064	RGB	8	240	chc50660000270002001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/32	32	33.jp2	/chc5066/image/33.jp2
José Antonio González Lanuza letter to Emilio Bacardí, March 25, 1897		González Lanuza, José Antonio, 1865-1917			Emilio Bacardí Moreau was a Cuban industrialist, politician, and writer who managed the Bacardi Rum Company and served as mayor of the city of Santiago de Cuba.	Cuba -- History -- 19th century -- Sources; González Lanuza, José Antonio, 1865-1917; Bacardí Moreau, Emilio, 1844-1922; Bacardí family	Correspondence		1897-03-25	1890-1900	Holguín (Cuba)	1 letter; 2 pages	spa		University of Miami Libraries. Cuban Heritage Collection.	Cuban Museum of Art and Culture Records	CHC5066		Folder No. 5; Folder Title: Letters to Emilio Bacardí from J. A. González; Folder Date: 1897-1916						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc5066000027	Text	2012-07-12					image/tiff										2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/33	33	34.cpd	/chc5066/image/34.cpd
Page 1																											chc5066000151						chc50660001510001001		45704356 Bytes	3059	4978	1091453025	RGB	8	600	chc50660001510001001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/34	34	35.jp2	/chc5066/image/35.jp2
Page 2																											chc5066000151						chc50660001510002001		45484600 Bytes	3040	4985	3018258088	RGB	8	600	chc50660001510002001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/35	35	36.jp2	/chc5066/image/36.jp2
Incomplete verses						Poetry, Cuban; Bacardí, Amalia	Documents				Cuba	1 document; 2 pages	spa		University of Miami Libraries. Cuban Heritage Collection.	Cuban Museum of Art and Culture Records	CHC5066		Folder No. 10; Folder Title: Notes; Folder Date: 1874-1895						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc5066000151	Text	2012-07-12					image/tiff										2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/36	36	37.cpd	/chc5066/image/37.cpd
Page 1																											chc5066000005						chc50660000050001001		52094746 Bytes	3432	5057	1988379162	RGB	8	240	chc50660000050001001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/37	37	38.jp2	/chc5066/image/38.jp2
Page 2																											chc5066000005						chc50660000050002001		52096000 Bytes	3434	5054	2558035503	RGB	8	240	chc50660000050002001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/38	38	39.jp2	/chc5066/image/39.jp2
Page 3																											chc5066000005						chc50660000050003001		51352006 Bytes	3369	5078	744072382	RGB	8	240	chc50660000050003001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/39	39	40.jp2	/chc5066/image/40.jp2
Page 4																											chc5066000005						chc50660000050004001		50466710 Bytes	3330	5049	2452527927	RGB	8	240	chc50660000050004001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/40	40	41.jp2	/chc5066/image/41.jp2
Leocadia letter to her daughter, December 14, 1896		Leocadia				Cuba -- History -- 19th century -- Sources; Bacardí Moreau, Emilio, 1844-1922; Bacardí family	Correspondence		1896-12-14	1890-1900	Cuba	1 letter; 4 pages	spa		University of Miami Libraries. Cuban Heritage Collection.	Cuban Museum of Art and Culture Records	CHC5066		Folder No. 2; Folder Title: Letters to Emilio Bacardi from Emilio Roig de Leuchsenring; Folder Date: 1892-1898						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc5066000005	Text	2012-07-12					image/tiff										2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/41	41	42.cpd	/chc5066/image/42.cpd
Page 1																											chc5066000106						chc50660001060001001		37277340 Bytes	3006	4131	1869259962	RGB	8	600	chc50660001060001001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/42	42	43.jp2	/chc5066/image/43.jp2
Page 2																											chc5066000106						chc50660001060002001		36976876 Bytes	4124	2987	2255705157	RGB	8	600	chc50660001060002001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/43	43	44.jp2	/chc5066/image/44.jp2
Photograph sent to Amalia Bacardí, August 11, 1944					Written on verso: "Amalia: Conserva este grupo junto a la efigie de tu glorioso padre Emilio, como símbolo del fraternal amor que nos uniera a él en vida. Victoria y Federico. Agosto 11, 1944"	Bacardí family; Bacardí Moreau, Emilio, 1844-1922; Bacardí, Amalia; Portrait photography	Photographs		1944-08-11	1940-1950		1 b&w photograph	spa		University of Miami Libraries. Cuban Heritage Collection.	Cuban Museum of Art and Culture Records	CHC5066		Folder No. 11; Folder Title: Photos and postcards; Folder Date: 1895-1969						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc5066000106	Image	2012-07-12					image/tiff										2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/44	44	45.cpd	/chc5066/image/45.cpd
Page 1																											chc5066000048						chc50660000480001001		55603808 Bytes	3420	5417	1404906464	RGB	8	240	chc50660000480001001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/45	45	46.jp2	/chc5066/image/46.jp2
Page 2																											chc5066000048						chc50660000480002001		54866474 Bytes	3394	5386	3364779164	RGB	8	240	chc50660000480002001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/46	46	47.jp2	/chc5066/image/47.jp2
Page 3																											chc5066000048						chc50660000480003001		55184450 Bytes	3415	5384	1433341831	RGB	8	240	chc50660000480003001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/47	47	48.jp2	/chc5066/image/48.jp2
Page 4																											chc5066000048						chc50660000480004001		54905858 Bytes	3401	5379	700846337	RGB	8	240	chc50660000480004001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/48	48	49.jp2	/chc5066/image/49.jp2
Federico Pérez letter to Elvira Cape, March 14, 1897		Pérez Carbó, Federico			Emilio Bacardí Moreau was a Cuban industrialist, politician, and writer who managed the Bacardi Rum Company and served as mayor of the city of Santiago de Cuba.	Cuba -- History -- 19th century -- Sources; Pérez Carbó, Federico; Cape, Elvira, 1862-1933; Bacardí Moreau, Emilio, 1844-1922; Bacardí family	Correspondence		1897-03-14	1890-1900	Jacksonville (Florida)	1 letter; 4 pages	spa		University of Miami Libraries. Cuban Heritage Collection.	Cuban Museum of Art and Culture Records	CHC5066		Folder No. 7; Folder Title: Letters to Elvira from Federico Pérez; Folder Date: 1897-1898						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc5066000048	Text	2012-07-12					image/tiff										2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/49	49	50.cpd	/chc5066/image/50.cpd
Page 1																											chc5066000098						chc50660000980001001		24497972 Bytes	2208	3695	132493832	RGB	8	600	chc50660000980001001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/50	50	51.jp2	/chc5066/image/51.jp2
Page 2																											chc5066000098						chc50660000980002001		24529992 Bytes	2205	3705	3240535559	RGB	8	600	chc50660000980002001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/51	51	52.jp2	/chc5066/image/52.jp2
"Rondeles" poem						Cuban poetry -- 20th century	Documents		1919	1910-1920	Havana (Cuba)	1 poem; 2 pages	spa		University of Miami Libraries. Cuban Heritage Collection.	Cuban Museum of Art and Culture Records	CHC5066		Folder No. 11; Folder Title: Photos and postcards; Folder Date: 1895-1969						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc5066000098	Text	2012-07-12					image/tiff										2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/52	52	53.cpd	/chc5066/image/53.cpd
Page 1																											chc5066000040						chc50660000400001001		48983428 Bytes	3238	5040	2317137799	RGB	8	600	chc50660000400001001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/53	53	54.jp2	/chc5066/image/54.jp2
Page 2																											chc5066000040						chc50660000400002001		49497684 Bytes	3272	5040	3292722179	RGB	8	600	chc50660000400002001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/54	54	55.jp2	/chc5066/image/55.jp2
Page 3																											chc5066000040						chc50660000400003001		49595332 Bytes	3261	5067	843904101	RGB	8	600	chc50660000400003001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/55	55	56.jp2	/chc5066/image/56.jp2
Page 4																											chc5066000040						chc50660000400004001		49980120 Bytes	3267	5097	2639511293	RGB	8	600	chc50660000400004001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/56	56	57.jp2	/chc5066/image/57.jp2
Page 5																											chc5066000040						chc50660000400005001		49625488 Bytes	3263	5067	2370040841	RGB	8	600	chc50660000400005001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/57	57	58.jp2	/chc5066/image/58.jp2
Page 6																											chc5066000040						chc50660000400006001		49981364 Bytes	3273	5088	127961626	RGB	8	600	chc50660000400006001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/58	58	59.jp2	/chc5066/image/59.jp2
Federico Pérez letter to Emilio Bacardí, May 6, 1898		Pérez Carbó, Federico			Emilio Bacardí Moreau was a Cuban industrialist, politician, and writer who managed the Bacardi Rum Company and served as mayor of the city of Santiago de Cuba.	Cuba -- History -- 19th century -- Sources; Pérez Carbó, Federico; Bacardí Moreau, Emilio, 1844-1922; Bacardí family	Correspondence		1898-05-06	1890-1900	New York (New York)	1 letter; 6 pages	spa		University of Miami Libraries. Cuban Heritage Collection.	Cuban Museum of Art and Culture Records	CHC5066		Folder No. 6; Folder Title: Letters to Emilio Bacardí from Federico Pérez; Folder Date: 1897-1915						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc5066000040	Text	2012-07-12					image/tiff										2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/59	59	60.cpd	/chc5066/image/60.cpd
Page 1																											chc5066000058						chc50660000580001001		51125122 Bytes	3339	5101	2066961253	RGB	8	240	chc50660000580001001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/60	60	61.jp2	/chc5066/image/61.jp2
Page 2																											chc5066000058						chc50660000580002001		51503008 Bytes	3346	5128	4286502335	RGB	8	240	chc50660000580002001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/61	61	62.jp2	/chc5066/image/62.jp2
Page 3																											chc5066000058						chc50660000580003001		50848834 Bytes	3337	5077	3694414923	RGB	8	240	chc50660000580003001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/62	62	63.jp2	/chc5066/image/63.jp2
Federico Pérez letter to Elvira Cape, October 13, 1897		Pérez Carbó, Federico			Elvira Cape was the wife of Emilio Bacardí, a Cuban industrialist, politician, and writer who managed the Bacardi Rum Company, and served as mayor of the city of Santiago de Cuba.	Cuba -- History -- 19th century -- Sources; Pérez Carbó, Federico; Cape, Elvira, 1862-1933; Bacardí Moreau, Emilio, 1844-1922; Bacardí family	Correspondence		1897-10-13	1890-1900	New York (New York)	1 letter; 3 pages	spa		University of Miami Libraries. Cuban Heritage Collection.	Cuban Museum of Art and Culture Records	CHC5066		Folder No. 7; Folder Title: Letters to Elvira from Federico Pérez; Folder Date: 1897-1898						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc5066000058	Text	2012-07-12					image/tiff										2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/63	63	64.cpd	/chc5066/image/64.cpd
Page 1																											chc5066000146						chc50660001460001001		119606944 Bytes	5247	7597	3922519785	RGB	8	600	chc50660001460001001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/64	64	65.jp2	/chc5066/image/65.jp2
Page 2																											chc5066000146						chc50660001460002001		119997272 Bytes	5276	7580	499365631	RGB	8	600	chc50660001460002001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/65	65	66.jp2	/chc5066/image/66.jp2
Partial newspaper article reporting the inauguration of the Emilio Bacardí Moreau Municipal Museum						Bacardí Moreau, Emilio, 1844-1922; Bacardí family; Museo Municipal Emilio Bacardí Moreau; Cape, Elvira, 1862-1933; Santiago de Cuba (Cuba) -- History; Clippings (Books, newspapers, etc.)	Clippings				Cuba	1 clipping	spa		University of Miami Libraries. Cuban Heritage Collection.	Cuban Museum of Art and Culture Records	CHC5066		Folder No. 12; Folder Title: Clippings; Folder Date: 1922-1968						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc5066000146	Text	2012-07-12					image/tiff										2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/66	66	67.cpd	/chc5066/image/67.cpd
Page 1																											chc5066000075						chc50660000750001001		122273238 Bytes	5297	7693	806130533	RGB	8	240	chc50660000750001001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/67	67	68.jp2	/chc5066/image/68.jp2
Page 2																											chc5066000075						chc50660000750002001		123504898 Bytes	5358	7682	2001556931	RGB	8	240	chc50660000750002001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/68	68	69.jp2	/chc5066/image/69.jp2
Page 3																											chc5066000075						chc50660000750003001		121508382 Bytes	5240	7728	3190830071	RGB	8	240	chc50660000750003001.tif		2012-07-18	2012-07-18	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5066/id/69	69	70.jp2	/chc5066/image/70.jp2
