Title	Translated Title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date Original	Coverage Temporal	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Upload ID	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Rolando Laserie		Habana Hilton Foto Studio			Written on verso: "Habana Hilton Foto Studio Telf. 30-5011 Ext. 121"	Laserie, Rolando, 1923-1998; Singers -- Cuba	Portrait photographs		1960	1960-1970	Havana, Cuba	1 b&w photograph; 20.5 x 25.4 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Rolando Laserie Papers	CHC5123	Series: II. Photographs: Cuba, n.d., [1930]-1990	Box No. 2; Folder No. 1; Folder Title: Portraits; Folder date: n.d., [1930], 1956-1960, [1950s], [1981], 1990			axr; sr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2010-04-29				chc51230000200001001	image/tiff	90313560 Bytes	4960	6068	3650697293	RGB	8 Bits Per Sample	600 Pixels Per Inch	90313560 Bytes		2010-04-29	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5123/id/10	10	91.jp2	/chc5123/image/91.jp2
Rolando Laserie performing on a TV show		Santos			Written on front: "Santos Foto Havana" Written on verso: "Año 60", "Santos-Fotografo, Ave. 41 No 5851 Marianao B-4732", "Favor de acreditarse a Santos-Fotografo"	Laserie, Rolando, 1923-1998;  Singers -- Cuba	Photographs		1960	1960-1970	Havana, Cuba	1 b&w photograph; 24.9 x 20.5 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Rolando Laserie Papers	CHC5123	Series: II. Photographs: Cuba, n.d., [1930]-1990	Box No. 2; Folder No. 40; Folder Title: TV Programs unidentified; Folder date: 1959-1960			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2010-04-29				chc51230001860001001	image/tiff	88543044 Bytes	5996	4921	4209777007	RGB	8 Bits Per Sample	600 Pixels Per Inch	88543044 Bytes		2010-04-29	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5123/id/11	11	76.jp2	/chc5123/image/76.jp2
Rolando Laserie performing on a TV show		Santos			Written on front: "Santos Foto Havana" Written on verso: "Año 60", "Santos-Fotografo, Ave. 41 No 5851 Marianao B-4732", "Favor de acreditarse a Santos-Fotografo"	Laserie, Rolando, 1923-1998;  Singers -- Cuba	Photographs		1960	1960-1970	Havana, Cuba	1 b&w photograph; 24.9 x 20.5 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Rolando Laserie Papers	CHC5123	Series: II. Photographs: Cuba, n.d., [1930]-1990	Box No. 2; Folder No. 40; Folder Title: TV Programs unidentified; Folder date: 1959-1960			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2010-04-29				chc51230001870001001	image/tiff	88450880 Bytes	5974	4934	1667176467	RGB	8 Bits Per Sample	600 Pixels Per Inch	88450880 Bytes		2010-04-29	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5123/id/12	12	30.jp2	/chc5123/image/30.jp2
Rolando Laserie performing on a TV show					Written on verso: "Año 59"	Laserie, Rolando, 1923-1998;  Singers -- Cuba	Photographs		1959	1950-1960	Havana, Cuba	1 b&w photograph; 25.3 x 20.4 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Rolando Laserie Papers	CHC5123	Series: II. Photographs: Cuba, n.d., [1930]-1990	Box No. 2; Folder No. 40; Folder Title: TV Programs unidentified; Folder date: 1959-1960			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2010-04-29				chc51230001770001001	image/tiff	89062336 Bytes	6062	4896	2097952167	RGB	8 Bits Per Sample	600 Pixels Per Inch	89062336 Bytes		2010-04-29	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5123/id/13	13	60.jp2	/chc5123/image/60.jp2
Scene from the show, "Jueves de Partagas"		Santos		Rolando Laserie (center) performing with singer Celeste Mendoza in the show "Jueves de Partagas".  Luis Guillermo Valdés Allyson is the cameraman.	Written on front: "Santos Foto Havana". Written on verso: "Año 60", "Santos - Fotografo Ave. 41 No 5851 - Marianao B-4732, Favor de acreditarse a Santos - Fotografo". Written on front: "Santos, foto Ha_ana". The show aired on CMQ TV station.	Laserie, Rolando, 1923-1998; Singers -- Cuba; Mendoza, Celeste	Photographs		1960	1960-1970	Havana, Cuba	1 b&w photograph; 25 x 20.5 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Rolando Laserie Papers	CHC5123	Series: II. Photographs: Cuba, n.d., [1930]-1990	Box No. 2; Folder No. 15; Folder Title: Mendoza, Celeste; Folder date: 1958-1960			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2010-04-29				chc51230000560001001	image/tiff	88387760 Bytes	6000	4909	1944677177	RGB	8 Bits Per Sample	600 Pixels Per Inch	88387760 Bytes		2010-04-29	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5123/id/14	14	81.jp2	/chc5123/image/81.jp2
Rolando Laserie at Cabaret Sans-Souci					Written on verso: "1954 Cabaret San Susi Hab. Cuba"	Laserie, Rolando, 1923-1998; Singers -- Cuba	Photographs		1954	1950-1960	Havana, Cuba	1 b&w photograph; 12.7 x 17.7 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Rolando Laserie Papers	CHC5123	Series: II. Photographs: Cuba, n.d., [1930]-1990	Box No. 2; Folder No. 28; Folder Title: Cabaret Sans-Souci; Folder date: 1956-1958			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2010-04-29				chc51230001000001001	image/tiff	39033840 Bytes	3061	4248	3942990883	RGB	8 Bits Per Sample	600 Pixels Per Inch	39033840 Bytes		2010-04-29	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5123/id/15	15	51.jp2	/chc5123/image/51.jp2
Rolando Laserie performing on a TV show					Written on verso: "Año 59"	Laserie, Rolando, 1923-1998;  Singers -- Cuba	Photographs		1959	1950-1960	Havana, Cuba	1 b&w photograph; 25.3 x 20.4 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Rolando Laserie Papers	CHC5123	Series: II. Photographs: Cuba, n.d., [1930]-1990	Box No. 2; Folder No. 40; Folder Title: TV Programs unidentified; Folder date: 1959-1960			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2010-04-29				chc51230001780001001	image/tiff	89334812 Bytes	6083	4894	2584793325	RGB	8 Bits Per Sample	600 Pixels Per Inch	89334812 Bytes		2010-04-29	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5123/id/16	16	34.jp2	/chc5123/image/34.jp2
Rolando Laserie						Laserie, Rolando, 1923-1998; Singers -- Cuba	Portrait photographs		1990	1990-2000	Havana, Cuba	1 b&w photograph; 21.5 x 27.9 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Rolando Laserie Papers	CHC5123	Series: II. Photographs: Cuba, n.d., [1930]-1990	Box No. 2; Folder No. 1; Folder Title: Portraits; Folder date: n.d., [1930], 1956-1960, [1950s], [1981], 1990			axr; sr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2010-04-29				chc51230000270001001	image/tiff	103734944 Bytes	5190	6661	302192098	RGB	8 Bits Per Sample	600 Pixels Per Inch	103734944 Bytes		2010-04-29	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5123/id/17	17	46.jp2	/chc5123/image/46.jp2
Rolando Laserie arriving in Cuba					Written on verso: "regresa a Cuba 1960" [returns to Cuba 1960]	Laserie, Rolando, 1923-1998;  Singers -- Cuba	Photographs		1960	1960-1970	Havana, Cuba	1 b&w photograph; 25.3 x 20.5 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Rolando Laserie Papers	CHC5123	Series: II. Photographs: Cuba, n.d., [1930]-1990	Box No. 2; Folder No. 39; Folder Title: Miscellaneous; Folder date: 1958-1960			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2010-04-29				chc51230001760001001	image/tiff	90823988 Bytes	6112	4952	3509452122	RGB	8 Bits Per Sample	600 Pixels Per Inch	90823988 Bytes		2010-04-29	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5123/id/18	18	49.jp2	/chc5123/image/49.jp2
Rolando Laserie with members of Cuarteto Los Rufinos						Laserie, Rolando, 1923-1998; Singers -- Cuba	Photographs				Havana, Cuba	1 b&w photograph; 25.7 x 20.2 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Rolando Laserie Papers	CHC5123	Series: II. Photographs: Cuba, n.d., [1930]-1990	Box No. 2; Folder No. 24; Folder Title: Cuarteto "Los Rufinos" integrantes; Folder date: n.d.			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2010-04-29				chc51230000860001001	image/tiff	91145276 Bytes	6228	4877	3544196035	RGB	8 Bits Per Sample	600 Pixels Per Inch	91145276 Bytes		2010-04-29	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5123/id/19	19	23.jp2	/chc5123/image/23.jp2
Rolando Laserie at the wedding of Raquel Bardisa and Isidoro Cámara				Standing from left to right: Rolando Laserie, Raquel Bardisa, and Isidoro Cámara. Seated from left to right: Gisela Laserie, Ada Zanetti, Raúl González Jérez (Sans-Souci General Manager) and his wife Lilia.		Laserie, Rolando, 1923-1998;  Singers -- Cuba; Bardisa, Raquel;  Cámara, Isidoro;  Zanetti, Ada;  González Jérez, Raúl	Photographs		1958	1950-1960	Havana, Cuba	1 b&w photograph; 25.4 x 20.5 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Rolando Laserie Papers	CHC5123	Series: II. Photographs: Cuba, n.d., [1930]-1990	Box No. 2; Folder No. 7; Folder Title: Bardisa, Raquel(bailarina), Cámara, Isidoro(cantante), Armand (fotógrafo de las estrellas); Folder date: n.d., 1958-1960			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2010-04-29				chc51230000430001001	image/tiff	90514080 Bytes	6101	4944	3400073701	RGB	8 Bits Per Sample	600 Pixels Per Inch	90514080 Bytes		2010-04-29	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5123/id/20	20	64.jp2	/chc5123/image/64.jp2
Rolando Laserie with others				Left to right: Guillermo Alvarez Guedes, Rolando Laserie, and Ernesto Duante		Laserie, Rolando, 1923-1998;  Alvarez Guedes, Guillermo;  Duarte, Ernesto; Singers -- Cuba	Group photographs				Havana, Cuba	1 b&w photograph; 25.6 x 20.1 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Rolando Laserie Papers	CHC5123	Series: II. Photographs: Cuba, n.d., [1930]-1990	Box No. 2; Folder No. 5; Folder Title: Alvarez Guedes, Guillermo y Duarte, Ernesto (músico y compositor); Folder date: n.d., 1958, 1960			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2010-04-29				chc51230000390001001	image/tiff	90654072 Bytes	6188	4882	1260913	RGB	8 Bits Per Sample	600 Pixels Per Inch	90654072 Bytes		2010-04-29	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5123/id/21	21	33.jp2	/chc5123/image/33.jp2
Rolando Laserie at Cabaret Sans-Souci					Written on verso: "Orquesta de Sans-Souci"; "Dirige Rolando Laserie"	Laserie, Rolando, 1923-1998; Singers -- Cuba	Photographs		1957	1950-1960	Havana, Cuba	1 b&w photograph; 20.7 x 25.3 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Rolando Laserie Papers	CHC5123	Series: II. Photographs: Cuba, n.d., [1930]-1990	Box No. 2; Folder No. 28; Folder Title: Cabaret Sans-Souci; Folder date: 1956-1958			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2010-04-29				chc51230001030001001	image/tiff	90936472 Bytes	4990	6073	3832013050	RGB	8 Bits Per Sample	600 Pixels Per Inch	90936472 Bytes		2010-04-29	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5123/id/22	22	41.jp2	/chc5123/image/41.jp2
TV show featuring Rolando Laserie		Santos		Rolando Laserie (center) performing with Sabor de Cuba orchestra	Written on front: "Santos Foto Havana". Written on verso: "Santos-Fotografo Ave 41 No 5851 - Marianao B-4732"; "Favor de acreditarse a Santos-Fotografo"	Laserie, Rolando, 1923-1998; Singers -- Cuba	Photographs			1950-1960	Havana, Cuba	1 b&w photograph; 25 x 20.2 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Rolando Laserie Papers	CHC5123	Series: II. Photographs: Cuba, n.d., [1930]-1990	Box No. 2; Folder No. 33; Folder Title: Orquestra- "Sabor de Cuba" de Bebo Valdés; Folder date: 1959-1960			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2010-04-29				chc51230001110001001	image/tiff	90137028 Bytes	6067	4951	1237823410	RGB	8 Bits Per Sample	600 Pixels Per Inch	90137028 Bytes		2010-04-29	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5123/id/23	23	97.jp2	/chc5123/image/97.jp2
Rolando Laserie performing with his band on a TV show						Laserie, Rolando, 1923-1998;  Singers -- Cuba	Photographs				Havana, Cuba	1 b&w photograph; 25.4 x 20.5 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Rolando Laserie Papers	CHC5123	Series: II. Photographs: Cuba, n.d., [1930]-1990	Box No. 2; Folder No. 39; Folder Title: Miscellaneous; Folder date: 1958-1960			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2010-04-29				chc51230001670001001	image/tiff	90751660 Bytes	6101	4957	3760476604	RGB	8 Bits Per Sample	600 Pixels Per Inch	90751660 Bytes		2010-04-29	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5123/id/24	24	89.jp2	/chc5123/image/89.jp2
Scene from show, "Cabaret de la Alegría"		Santos			Written on front: "Santos Foto Havana". Written on verso: "Año 60", "Santos - Fotografo Ave. 41 No 5851 - Marianao B-4732 Favor de acreditarse a Santos - Fotografo". Written on front: "Santos foto Ha_ana"	Laserie, Rolando, 1923-1998; Singers -- Cuba; Mendoza, Celeste	Photographs		1960	1960-1970	Havana, Cuba	1 b&w photograph; 25 x 20.3 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Rolando Laserie Papers	CHC5123	Series: II. Photographs: Cuba, n.d., [1930]-1990	Box No. 2; Folder No. 15; Folder Title: Mendoza, Celeste; Folder date: 1958-1960			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2010-04-29				chc51230000730001001	image/tiff	88204660 Bytes	6006	4894	2726329808	RGB	8 Bits Per Sample	600 Pixels Per Inch	88204660 Bytes		2010-04-29	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5123/id/25	25	42.jp2	/chc5123/image/42.jp2
Rolando Laserie at Jardines de La Tropical		Iñiguez			Written on verso: "Iñiguez Fotos"; "Abril 26 del 58"; "Tropical"	Laserie, Rolando, 1923-1998; Singers -- Cuba	Photographs		1958	1950-1960	Havana, Cuba	1 b&w photograph; 20.3 x 25.8 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Rolando Laserie Papers	CHC5123	Series: II. Photographs: Cuba, n.d., [1930]-1990	Box No. 2; Folder No. 26; Folder Title: Jardines de La Tropical; Folder date: n.d., 1958			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2010-04-29				chc51230000920001001	image/tiff	90220156 Bytes	4899	6137	4030654065	RGB	8 Bits Per Sample	600 Pixels Per Inch	90220156 Bytes		2010-04-29	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5123/id/26	26	26.jp2	/chc5123/image/26.jp2
Rolando Laserie at Venezia Night Club					Written on verso: "Venecia Santa Clara"; "23 Enero 58"	Laserie, Rolando, 1923-1998;  Singers -- Cuba	Photographs		1958-01-23	1950-1960	Havana, Cuba	1 b&w photograph; 20.5 x 25.2 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Rolando Laserie Papers	CHC5123	Series: II. Photographs: Cuba, n.d., [1930]-1990	Box No. 2; Folder No. 39; Folder Title: Miscellaneous; Folder date: 1958-1960			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2010-04-29				chc51230001660001001	image/tiff	89214056 Bytes	4919	6044	2836941138	RGB	8 Bits Per Sample	600 Pixels Per Inch	89214056 Bytes		2010-04-29	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5123/id/27	27	82.jp2	/chc5123/image/82.jp2
Scene from the show, "Jueves de Partagas"		Santos			Written on front: "Santos Foto Havana". Written on verso: "Año 60", "Santos - Fotografo Ave. 41 No 5851 - Marianao B-4732, Favor de acreditarse a Santos - Fotografo". The show aired on CMQ TV station.	Laserie, Rolando, 1923-1998; Singers -- Cuba; Mendoza, Celeste	Photographs		1960	1960-1970	Havana, Cuba	1 b&w photograph; 24.9 x 20.5 cm	spa		University of Miami Libraries. Cuban Heritage Collection.	Rolando Laserie Papers	CHC5123	Series: II. Photographs: Cuba, n.d., [1930]-1990	Box No. 2; Folder No. 15; Folder Title: Mendoza, Celeste; Folder date: 1958-1960			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2010-04-29				chc51230000650001001	image/tiff	88391976 Bytes	5959	4943	4248866234	RGB	8 Bits Per Sample	600 Pixels Per Inch	88391976 Bytes		2010-04-29	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5123/id/28	28	80.jp2	/chc5123/image/80.jp2
