Title	Translated title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Upload ID	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 2															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000250002001	image/tiff	53649992 Bytes	3822	4677	504146386	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000250002001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/22	22	23.jp2	/chc5223/image/23.jp2
Wifredo Lam letter to Marta Frayde Barraqué, February 2, 1964		Lam, Wifredo				Lam, Wifredo; Frayde, Martha, 1920-	Correspondence		1964-02-02	1960-1970	Albisola, Italy	1 letter	spa; fre		University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 4;  Folder Title: Martha Frayde Barraqué Papers Correspondence from Lam, Wifredo;  Folder Date: 1964			axr; sr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5223000025	Text																2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/23	23	24.cpd	/chc5223/supp/23/index.pdf
Page 1															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000220001001	image/tiff	49202332 Bytes	3559	4606	4174160292	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000220001001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/24	24	25.jp2	/chc5223/image/25.jp2
Page 2															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000220002001	image/tiff	49236116 Bytes	3570	4595	727676648	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000220002001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/25	25	26.jp2	/chc5223/image/26.jp2
Wifredo Lam letter to Marta Frayde Barraqué, November 18, 1963		Lam, Wifredo				Lam, Wifredo; Frayde, Martha, 1920-	Correspondence		1963-11-18	1960-1970	Albisola, Italy	1 letter	spa		University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 3;  Folder Title: Martha Frayde Barraqué Papers Correspondence from Lam, Wifredo;  Folder Date: 1963			axr; sr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5223000022	Text																2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/26	26	27.cpd	/chc5223/supp/26/index.pdf
Page 1															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000320001001	image/tiff	51501844 Bytes	3778	4542	1390456264	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000320001001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/27	27	28.jp2	/chc5223/image/28.jp2
Page 2															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000320002001	image/tiff	51434760 Bytes	3774	4541	1291595799	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000320002001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/28	28	29.jp2	/chc5223/image/29.jp2
Wifredo Lam letter to Marta Frayde Barraqué, December 4, 1964		Lam, Wifredo				Lam, Wifredo; Frayde, Martha, 1920-	Correspondence		1964-12-04	1960-1970	Albisola, Italy	1 letter	spa		University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 4;  Folder Title: Martha Frayde Barraqué Papers Correspondence from Lam, Wifredo;  Folder Date: 1964			axr; sr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5223000032	Text																2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/29	29	30.cpd	/chc5223/supp/29/index.pdf
Page 1															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000200001001	image/tiff	53094344 Bytes	3563	4965	596377269	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000200001001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/30	30	31.jp2	/chc5223/image/31.jp2
Page 2															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000200002001	image/tiff	52955408 Bytes	3558	4959	2600001328	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000200002001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/31	31	32.jp2	/chc5223/image/32.jp2
Wifredo Lam letter to Marta Frayde Barraqué, September 4, 1963		Lam, Wifredo				Lam, Wifredo; Frayde, Martha, 1920-	Correspondence		1963-09-04	1960-1970	Albisola, Italy	1 letter	spa		University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 3;  Folder Title: Martha Frayde Barraqué Papers Correspondence from Lam, Wifredo;  Folder Date: 1963			axr; sr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5223000020	Text																2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/32	32	33.cpd	/chc5223/supp/32/index.pdf
Page 1															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000330001001	image/tiff	42802844 Bytes	3270	4361	397229397	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000330001001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/33	33	34.jp2	/chc5223/image/34.jp2
Page 2															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000330002001	image/tiff	42293528 Bytes	3258	4325	1760583478	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000330002001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/34	34	35.jp2	/chc5223/image/35.jp2
Page 3															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000330003001	image/tiff	42509528 Bytes	3270	4331	2109390009	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000330003001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/35	35	36.jp2	/chc5223/image/36.jp2
Page 4															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000330004001	image/tiff	42185280 Bytes	3228	4354	3006254466	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000330004001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/36	36	37.jp2	/chc5223/image/37.jp2
Wifredo Lam letter to Marta Frayde Barraqué, December 20, 1964		Lam, Wifredo				Lam, Wifredo; Frayde, Martha, 1920-	Correspondence		1964-12-20	1960-1970	Paris, France	1 letter	spa		University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 4;  Folder Title: Martha Frayde Barraqué Papers Correspondence from Lam, Wifredo;  Folder Date: 1964			axr; sr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5223000033	Text																2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/37	37	38.cpd	/chc5223/supp/37/index.pdf
Page 1															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000300001001	image/tiff	51284432 Bytes	3772	4530	1883649460	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000300001001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/38	38	39.jp2	/chc5223/image/39.jp2
Page 2															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000300002001	image/tiff	51542584 Bytes	3796	4524	4258454587	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000300002001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/39	39	40.jp2	/chc5223/image/40.jp2
Wifredo Lam letter to Marta Frayde Barraqué, November 13, 1964		Lam, Wifredo				Lam, Wifredo; Frayde, Martha, 1920-	Correspondence		1964-11-13	1960-1970	Albisola, Italy	1 letter	spa		University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 4;  Folder Title: Martha Frayde Barraqué Papers Correspondence from Lam, Wifredo;  Folder Date: 1964			axr; sr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5223000030	Text																2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/40	40	41.cpd	/chc5223/supp/40/index.pdf
Page 1															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000210001001	image/tiff	32499424 Bytes	3897	2778	1266070222	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000210001001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/44	44	45.jp2	/chc5223/image/45.jp2
Page 2															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000210002001	image/tiff	31623120 Bytes	3853	2734	179819965	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000210002001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/45	45	46.jp2	/chc5223/image/46.jp2
Envelope addressed to Marta Frayde Barraqué, September 5, 1963		Lam, Wifredo				Lam, Wifredo; Frayde, Martha, 1920-	Correspondence		1963-09-05	1960-1970	Albisola, Italy	1 envelope	spa		University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 3;  Folder Title: Martha Frayde Barraqué Papers Correspondence from Lam, Wifredo;  Folder Date: 1963			axr; sr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5223000021	Text																2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/46	46	47.cpd	/chc5223/supp/46/index.pdf
Page 1															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000260001001	image/tiff	52787872 Bytes	3780	4653	1391322340	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000260001001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/47	47	48.jp2	/chc5223/image/48.jp2
Page 2															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000260002001	image/tiff	32386212 Bytes	3889	2774	2710879707	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000260002001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/48	48	49.jp2	/chc5223/image/49.jp2
Wifredo Lam letter to Marta Frayde Barraqué, February 7, 1964		Lam, Wifredo				Lam, Wifredo; Frayde, Martha, 1920-	Correspondence		1964-02-07	1960-1970	Albisola, Italy	1 letter	spa		University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 4;  Folder Title: Martha Frayde Barraqué Papers Correspondence from Lam, Wifredo;  Folder Date: 1964			axr; sr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5223000026	Text																2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/49	49	50.cpd	/chc5223/supp/49/index.pdf
Page 1															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000280001001	image/tiff	50619656 Bytes	3762	4483	2842745625	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000280001001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/50	50	51.jp2	/chc5223/image/51.jp2
Page 2															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000280002001	image/tiff	50298412 Bytes	3754	4464	3889330285	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000280002001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/51	51	52.jp2	/chc5223/image/52.jp2
Wifredo Lam letter to Marta Frayde Barraqué, October 7, 1964		Lam, Wifredo				Lam, Wifredo; Frayde, Martha, 1920-	Correspondence		1964-10-07	1960-1970	Albisola, Italy	1 letter	spa; ita		University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 4;  Folder Title: Martha Frayde Barraqué Papers Correspondence from Lam, Wifredo;  Folder Date: 1964			axr; sr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5223000028	Text																2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/52	52	53.cpd	/chc5223/supp/52/index.pdf
Page 1															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000060001001	image/tiff	48003444 Bytes	3798	4211	3037277043	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000060001001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/53	53	54.jp2	/chc5223/image/54.jp2
Page 2															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000060002001	image/tiff	48257644 Bytes	3819	4210	970118685	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000060002001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/54	54	55.jp2	/chc5223/image/55.jp2
Wifredo Lam letter to Marta Frayde Barraqué		Lam, Wifredo				Lam, Wifredo; Frayde, Martha, 1920-	Correspondence					1 letter	spa; fre		University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 1;  Folder Title: Martha Frayde Barraqué Papers Correspondence from Lam, Wifredo;  Folder Date: n.d.			axr; sr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5223000006	Text																2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/55	55	56.cpd	/chc5223/supp/55/index.pdf
Page 1															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000020001001	image/tiff	52884900 Bytes	3796	4642	3694521349	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000020001001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/56	56	57.jp2	/chc5223/image/57.jp2
Page 2															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000020002001	image/tiff	52473516 Bytes	3760	4650	3493975808	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000020002001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/57	57	58.jp2	/chc5223/image/58.jp2
Wifredo Lam letter to Marta Frayde Barraqué		Lam, Wifredo				Lam, Wifredo; Frayde, Martha, 1920-	Correspondence				Albisola, Italy	1 letter	spa		University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 1;  Folder Title: Martha Frayde Barraqué Papers Correspondence from Lam, Wifredo;  Folder Date: n.d.			axr; sr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5223000002	Text																2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/58	58	59.cpd	/chc5223/supp/58/index.pdf
Page 1															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000290001001	image/tiff	49211540 Bytes	3702	4429	421546073	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000290001001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/59	59	60.jp2	/chc5223/image/60.jp2
Page 2															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000290002001	image/tiff	51951384 Bytes	3796	4560	4279711790	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000290002001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/60	60	61.jp2	/chc5223/image/61.jp2
Wifredo Lam letter to Marta Frayde Barraqué, October 24, 1964		Lam, Wifredo				Lam, Wifredo; Frayde, Martha, 1920-	Correspondence		1964-10-24	1960-1970	Albisola, Italy	1 letter	spa		University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 4;  Folder Title: Martha Frayde Barraqué Papers Correspondence from Lam, Wifredo;  Folder Date: 1964			axr; sr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5223000029	Text																2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/61	61	62.cpd	/chc5223/supp/61/index.pdf
Page 1															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000350001001	image/tiff	56185404 Bytes	3766	4971	591121883	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000350001001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/62	62	63.jp2	/chc5223/image/63.jp2
Page 2															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000350002001	image/tiff	56102144 Bytes	3756	4977	2315056630	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000350002001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/63	63	64.jp2	/chc5223/image/64.jp2
Wifredo Lam letter to Marta Frayde Barraqué, February 5, 1965		Lam, Wifredo				Lam, Wifredo; Frayde, Martha, 1920-	Correspondence		1965-02-05	1960-1970	Albisola, Italy	1 letter	spa; ita		University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 5;  Folder Title: Martha Frayde Barraqué Papers Correspondence from Lam, Wifredo;  Folder Date: 1965			axr; sr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5223000035	Text																2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/64	64	65.cpd	/chc5223/supp/64/index.pdf
Page 1															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000120001001	image/tiff	52282072 Bytes	3781	4607	989006208	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000120001001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/65	65	66.jp2	/chc5223/image/66.jp2
Page 2															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000120002001	image/tiff	52021856 Bytes	3786	4578	3016100642	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000120002001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/66	66	67.jp2	/chc5223/image/67.jp2
Wifredo Lam letter to Marta Frayde Barraqué, November 30, 1962		Lam, Wifredo		Wifredo Lam mentions his son Timour suffering from meningitis.		Lam, Wifredo; Frayde, Martha, 1920-	Correspondence		1962-11-30	1960-1970	Albisola, Italy	1 letter	spa		University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 2;  Folder Title: Martha Frayde Barraqué Papers Correspondence from Lam, Wifredo;  Folder Date: 1962			axr; sr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5223000012	Text																2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/67	67	68.cpd	/chc5223/supp/67/index.pdf
Page 1															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000150001001	image/tiff	52402184 Bytes	3784	4614	1011461914	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000150001001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/68	68	69.jp2	/chc5223/image/69.jp2
Page 2															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000150002001	image/tiff	50540332 Bytes	3718	4529	1614779219	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000150002001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/69	69	70.jp2	/chc5223/image/70.jp2
