Title	Translated title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Upload ID	Object ID	Digital ID	Type	Date Digital	Hardware	Software	Directory	Format	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Obatala		del Pozo, Alberto, 1945-1992			The father of the orichas, Obatala is master of the head, the body (soul and flesh) and all the heavens.  He receives his powers directly from Olodumare Olofi – the supreme creative force.  He is pure, serene, and just.  Dressed is dazzling white and eating only white food, he symbolizes reason and justice and is held in deepest respect by the other gods.	Orishas; Gods, Afro-Caribbean; Santeria -- Cuba; Yoruba (African people) -- Cuba; Santeria in art 	Illustrations					1 color illustration; 18.5 x 13.5 cm			University of Miami Libraries.  Cuban Heritage Collection.	Orichas Collection	CHC5010						jrn			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc50100000160001001	Image					image/tiff	146980472 Bytes	7952	6160	2352559729	RGB	8 Bits Per Sample	300 Pixels Per Inch	chc50100000160001001.tif		2010-03-16	2010-10-22	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/10	10	11.jp2	/chc5010/image/11.jp2
Ibeyi		del Pozo, Alberto, 1945-1992			Ibeyi are Taibo and Kainde, the twin sons of Changó and Ochún.  Princes of mischief, they sometimes disguise themselves as little girls.  They represent fortune and good luck, and must always remain tied together to avoid losing their power.	Orishas; Gods, Afro-Caribbean; Santeria -- Cuba; Yoruba (African people) -- Cuba; Santeria in art 	Illustrations					1 color illustration; 18.5 x 13.5 cm			University of Miami Libraries.  Cuban Heritage Collection.	Orichas Collection	CHC5010						jrn			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc50100000100001001	Image					image/tiff	256601116 Bytes	8185	10449	2266169200	RGB	8 Bits Per Sample	400 Pixels Per Inch	chc50100000100001001.tif		2010-03-16	2010-10-22	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/11	11	13.jp2	/chc5010/image/13.jp2
Yewa		del Pozo, Alberto, 1945-1992			Living in the cemetery, Yewa is the goddess of death and mistress of all souls.  She is deeply respected and feared.	Orishas; Gods, Afro-Caribbean; Santeria -- Cuba; Yoruba (African people) -- Cuba; Santeria in art 	Illustrations					1 color illustration; 18.5 x 13.5 cm			University of Miami Libraries.  Cuban Heritage Collection.	Orichas Collection	CHC5010						jrn			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc50100000150001001	Image					image/tiff	254687320 Bytes	8117	10458	2935985856	RGB	8 Bits Per Sample	400 Pixels Per Inch	chc50100000150001001.tif		2010-03-16	2010-10-22	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/12	12	7.jp2	/chc5010/image/7.jp2
Orula		del Pozo, Alberto, 1945-1992			Orula is the father of time and lord of divination.  His other names are Ifa and Orumbila. He owns ate ifa, the sacred board, and okuele, the sacred chain, which babalawos and yllalochas (priests and priestesses) must consult to view the future.	Orishas; Gods, Afro-Caribbean; Santeria -- Cuba; Yoruba (African people) -- Cuba; Santeria in art 	Illustrations					1 color illustration; 18.5 x 13.5 cm			University of Miami Libraries.  Cuban Heritage Collection.	Orichas Collection	CHC5010						jrn			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc50100000130001001	Image					image/tiff	259409128 Bytes	8225	10512	4033519814	RGB	8 Bits Per Sample	400 Pixels Per Inch	chc50100000130001001.tif		2010-03-16	2010-10-22	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/13	13	12.jp2	/chc5010/image/12.jp2
Inle		del Pozo, Alberto, 1945-1992			Also known as Erinle, this androgynous god lives in rivers and is one of Ochún’s lovers. Inle is the divine healer and god of medicine.	Orishas; Gods, Afro-Caribbean; Santeria -- Cuba; Yoruba (African people) -- Cuba; Santeria in art 	Illustrations					1 color illustration; 18.5 x 13.5 cm			University of Miami Libraries.  Cuban Heritage Collection.	Orichas Collection	CHC5010						jrn			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc50100000180001001	Image					image/tiff	254173168 Bytes	8152	10392	1661474676	RGB	8 Bits Per Sample	400 Pixels Per Inch	chc50100000180001001.tif		2010-03-16	2010-10-22	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/14	14	17.jp2	/chc5010/image/17.jp2
Ogun		del Pozo, Alberto, 1945-1992			The blacksmith god of metal and war, Ogun is the implaccable enemy of his brother Chango.  Whenever they meet they duel.  He lives deep within the earth, and is represented by a three-footed pot with nine to twenty one iron utensils that symbolise smithies and industry.  The machete is also his symbol.  A hard working and unforgiving god, Ogun must never be invoked in vain, and if lied to he punishes severely.  He accepts offerings of tobacco, avocados, and lamb.	Orishas; Gods, Afro-Caribbean; Santeria -- Cuba; Yoruba (African people) -- Cuba; Santeria in art 	Illustrations					1 color illustration; 18.5 x 13.5 cm			University of Miami Libraries.  Cuban Heritage Collection.	Orichas Collection	CHC5010						jrn			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc50100000020001001	Image					image/tiff	260595188 Bytes	8236	10546	3369306201	RGB	8 Bits Per Sample	400 Pixels Per Inch	chc50100000020001001.tif		2010-03-16	2010-10-22	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/15	15	2.jp2	/chc5010/image/2.jp2
Oya		del Pozo, Alberto, 1945-1992			Also known as Yansa, Oya is Changó’s third wife.  She is the goddess of the winds and of lightning and is mistress of the cemetery gates.  Passionate and brave she fights by her husband’s side if needed.  Her favorite offerings are papaya, eggplant and geraniums.	Orishas; Gods, Afro-Caribbean; Santeria -- Cuba; Yoruba (African people) -- Cuba; Santeria in art 	Illustrations					1 color illustration; 18.5 x 13.5 cm			University of Miami Libraries.  Cuban Heritage Collection.	Orichas Collection	CHC5010						jrn			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc50100000170001001	Image					image/tiff	255030340 Bytes	8117	10472	1300442072	RGB	8 Bits Per Sample	400 Pixels Per Inch	chc50100000170001001.tif		2010-03-16	2010-10-22	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/17	17	1.jp2	/chc5010/image/1.jp2
Page 1																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/18	18	19.pdfpage	/chc5010/image/19.pdfpage
Page 2																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/19	19	20.pdfpage	/chc5010/image/20.pdfpage
Page 3																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/20	20	21.pdfpage	/chc5010/image/21.pdfpage
Page 4																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/21	21	22.pdfpage	/chc5010/image/22.pdfpage
Page 5																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/22	22	23.pdfpage	/chc5010/image/23.pdfpage
Page 6																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/23	23	24.pdfpage	/chc5010/image/24.pdfpage
Page 7																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/24	24	25.pdfpage	/chc5010/image/25.pdfpage
Page 8																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/25	25	26.pdfpage	/chc5010/image/26.pdfpage
Page 9																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/26	26	27.pdfpage	/chc5010/image/27.pdfpage
Page 10																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/27	27	28.pdfpage	/chc5010/image/28.pdfpage
Page 11																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/28	28	29.pdfpage	/chc5010/image/29.pdfpage
Page 12																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/29	29	30.pdfpage	/chc5010/image/30.pdfpage
Page 13																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/30	30	31.pdfpage	/chc5010/image/31.pdfpage
Page 14																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/31	31	32.pdfpage	/chc5010/image/32.pdfpage
Page 15																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/32	32	33.pdfpage	/chc5010/image/33.pdfpage
Page 16																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/33	33	34.pdfpage	/chc5010/image/34.pdfpage
Page 17																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/34	34	35.pdfpage	/chc5010/image/35.pdfpage
Page 18																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/35	35	36.pdfpage	/chc5010/image/36.pdfpage
Page 19																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/36	36	37.pdfpage	/chc5010/image/37.pdfpage
Page 20																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/37	37	38.pdfpage	/chc5010/image/38.pdfpage
Page 21																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/38	38	39.pdfpage	/chc5010/image/39.pdfpage
Page 22																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/39	39	40.pdfpage	/chc5010/image/40.pdfpage
Page 23																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/40	40	41.pdfpage	/chc5010/image/41.pdfpage
Page 24																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/41	41	42.pdfpage	/chc5010/image/42.pdfpage
Page 25																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/42	42	43.pdfpage	/chc5010/image/43.pdfpage
Page 26																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/43	43	44.pdfpage	/chc5010/image/44.pdfpage
Page 27																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/44	44	45.pdfpage	/chc5010/image/45.pdfpage
Page 28																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/45	45	46.pdfpage	/chc5010/image/46.pdfpage
Page 29																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/46	46	47.pdfpage	/chc5010/image/47.pdfpage
Page 30																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/47	47	48.pdfpage	/chc5010/image/48.pdfpage
Page 31																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/48	48	49.pdfpage	/chc5010/image/49.pdfpage
Page 32																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/49	49	50.pdfpage	/chc5010/image/50.pdfpage
Page 33																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/50	50	51.pdfpage	/chc5010/image/51.pdfpage
Page 34																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/51	51	52.pdfpage	/chc5010/image/52.pdfpage
Page 35																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/52	52	53.pdfpage	/chc5010/image/53.pdfpage
Page 36																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/53	53	54.pdfpage	/chc5010/image/54.pdfpage
Page 37																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/54	54	55.pdfpage	/chc5010/image/55.pdfpage
Page 38																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/55	55	56.pdfpage	/chc5010/image/56.pdfpage
Page 39																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/56	56	57.pdfpage	/chc5010/image/57.pdfpage
Page 40																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/57	57	58.pdfpage	/chc5010/image/58.pdfpage
Page 41																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/58	58	59.pdfpage	/chc5010/image/59.pdfpage
Page 42																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/59	59	60.pdfpage	/chc5010/image/60.pdfpage
Page 43																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/60	60	61.pdfpage	/chc5010/image/61.pdfpage
Page 44																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/61	61	62.pdfpage	/chc5010/image/62.pdfpage
Page 45																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/62	62	63.pdfpage	/chc5010/image/63.pdfpage
Page 46																																													2010-03-16	2010-03-16	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/63	63	64.pdfpage	/chc5010/image/64.pdfpage
Orichas exhibition catalog		Cuban Heritage Collection				Orishas; Gods, Afro-Caribbean; Santeria -- Cuba; Yoruba (African people) -- Cuba; Santeria in art 	Exhibition catalogs					1 exhibition catalog	eng; spa		University of Miami Libraries.  Cuban Heritage Collection.	Orichas Collection	CHC5010						jrn			http://merrick.library.miami.edu/digitalprojects/copyright.html		chc5010000001		text					appplication/pdf								chc50100000010001001.pdf		2010-10-22	2010-10-22	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5010/id/64	64	65.cpd	/chc5010/supp/64/index.pdf
