Title	Photographer	Contributors	Summary	Note	Subject	Genre	Date	Coverage  Temporal	Location	Physical Description	Language	Repository	Collection Title	Collection No.	Series	Container	Copyright	Rights	Editor	Object ID	Hardware	Software	Directory	Digital ID	Type	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
President Pearson speaks to a group of men at the groundbreaking ceremony for the Engineering Building.	Greenfield, David			Written on verso: "School of Engineering - Groundbreaking Dr. Pearson speaking to group. Robert Little E.L. Catton, Dean T.A. Weyher, Dan Mahoney"	J. Neville McArthur Engineering Building & Addition	Photographs	1958	1950-1960	Coral Gables, Florida	1 b&w photograph; 25.2 x 19.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series I: Buildings and Grounds	Box No. 5;  Folder No. 2; Folder Title: Engineering Building: Ground Breaking and Dedication 1958/1959.	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420015700001001	Image	image/tiff	288.798 KB	925	768	0x83256353	RGB	24-bit depth	600 dpi	asu06420015700001001.tif		2007-11-29	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/1425	1425	1429.jpg	/umphotos/image/1429.jpg
Architectural Model of Mahoney Residential Hall					Daniel J. Mahoney Residence Hall	Architectural Models; Photographs			Coral Gables (Florida)	1 b&w photograph		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 4; Folder No. 3;  Folder Title: Dormitories: Mahoney/Pearson "720" - Proposed Model	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420015180001001	Still Image	image/tiff	213.371 KB	969	768	0x5F2D9E39	RGB	24-bit depth	600 dpi	asu06420015180001001.tif		2007-11-29	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/1426	1426	1380.jpg	/umphotos/image/1380.jpg
Dorm room inside of the Rosborough Tower						Photographs			Coral Gables (Florida)	1 b&w photograph; 24.1 x 16.9 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 4;  Folder No. 8;  Folder Title: Dormitories: Rosborough-Walsh Residence Hall Complex: Interior views	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420015360001001	Image	image/tiff	275.594 KB	1022	714	0x461FBBB2	RGB	24-bit depth	600 dpi	asu06420015360001001.tif		2007-11-29	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/1427	1427	1395.jpg	/umphotos/image/1395.jpg
Rosborough, Walsh, Pentland, McDonald Towers and Whitten Memorial Student Union				Written on verso: "UNIVERSITY OF MIAMI CORAL GABLES, FLORIDA. Background: Residence Halls  Foreground: Whitten Memorial Student Union"		Photographs			Coral Gables, Florida	1 b&w photograph; 23.8 x 19.2 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series I: Buildings and Grounds	Box No. 4;  Folder No. 7;  Folder Title: Dormitories: Rosborough-Walsh Residence Hall Complex: Exterior views	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420015230001001	Image	image/tiff	213.424 KB	964	768	0x1D7DD724	RGB	24-bit depth	600 dpi	asu06420015230001001.tif		2007-11-29	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/1428	1428	1385.jpg	/umphotos/image/1385.jpg
Faculty Club main entrance					University of Miami Faculty Club	Negatives			Coral Gables, Florida	1 color negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 5;  Folder No. 7;  Folder Title: Faculty Club: Exterior views	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420015910001001	Image	image/tiff	318.008 KB	767	768	0xAE8715	RGB	24-bit depth	600 dpi	asu06420015910001001.tif		2007-11-29	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/1429	1429	1447.jpg	/umphotos/image/1447.jpg
Dr. Stanford in his office	T.S.L.					Negatives	1965-09	1960-1970	Coral Gables (Florida)	1 b&w negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 4;  Folder No. 11;  Folder Title: Dr. Stanford's Office : Interior views - Decorated September 1965	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420015400001001	Image	image/tiff	170.938 KB	762	768	0x3FD1DAF	Grayscale	24-bit depth	600 dpi	asu06420015400001001.tif		2007-11-29	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/1430	1430	1399.jpg	/umphotos/image/1399.jpg
Exterior view of the Walsh and Rosborough Towers				Written on verso: "U. of M. Tower Dorm"		Photographs			Coral Gables, Florida	1 b&w photograph; 24.2 x 19.1 cm	ENG	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 4;  Folder No. 7;  Folder Title: Dormitories: Rosborough-Walsh Residence Hall Complex: Exterior views	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420015220001001	Image	image/tiff	348.431 KB	972	768	0x5A251654	RGB	24-bit depth	600 dpi	asu06420015220001001.tif		2007-11-29	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/1431	1431	1384.jpg	/umphotos/image/1384.jpg
'Boss' Kettering, Ted Wayher, Dan Mahoney, and Robert Little at the groundbreaking ceremony for the Engineering Building				"School of Engineering- Groundbreaking 'Boss' Kettering, Ted Wayher, Dan Mahoney, Bob Little" written on verso.	J. Neville McArthur Engineering Building & Addition	Photographs	1958	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.2 x 19.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 5;  Folder No. 2;  Folder Title: Engineering Building: Ground Breaking and Dedication 1958/1959.	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420015680001001	Image	image/tiff	246.092 KB	971	768	0xE3EDA97C	RGB	24-bit depth	600 dpi	asu06420015680001001.tif		2007-11-29	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/1432	1432	1427.jpg	/umphotos/image/1427.jpg
President Stanford at the groundbreaking ceremony for the Faculty Club building					University of Miami Faculty Club	Photographs	1967	1960-1970	Coral Gables, Florida	1 color negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series I: Buildings and Grounds	Box No. 5;  Folder No. 8;  Folder Title: Faculty Club: Groundbreaking	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420015880001001	Image	image/tiff	216.817 KB	770	768	0xD16C29A3	RGB	24-bit depth	600 dpi	asu06420015880001001.tif		2007-11-29	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/1433	1433	1444.jpg	/umphotos/image/1444.jpg
Bedroom inside of the Faculty Club Building			.		University of Miami Faculty Club	Negatives			Coral Gables (Florida)	1 color negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 5;  Folder No. 9;  Folder Title: Faculty Club: Interior views	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420015930001001	Image	image/tiff	181.718 KB	757	768	0xC01770CA	RGB	24-bit depth	600 dpi	asu06420015930001001.tif		2007-11-29	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/1434	1434	1449.jpg	/umphotos/image/1449.jpg
Two men at the groundbreaking for Graduate School					Antonio Ferré Building	Photographs			Coral Gables, Florida	1 b&w negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series I: Buildings and Grounds	Box No. 5;  Folder No. 13;  Folder Title: Ferré Building (Graduate School Building): Ground breaking	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420016000001001	Image	image/tiff	257.697 KB	763	768	0x92894A62	RGB	24-bit depth	600 dpi	asu06420016000001001.tif		2007-11-29	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/1435	1435	1455.jpg	/umphotos/image/1455.jpg
Aerial view of Mahoney-Pearson Residential College					Daniel J. Mahoney Residence Hall	Aerial Photographs			Coral Gables (Florida)	1 b&w photograph; 25.8 x 20.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 8;  Folder No. 7;  Folder Title: Main Campus: Aerial views (6 of 18)	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420015080001001	Image	image/tiff	244.429 KB	947	768	0xC36B4527	RGB	24-bit depth	600 dpi	asu06420015080001001.tif		2007-11-29	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/1436	1436	1371.jpg	/umphotos/image/1371.jpg
Exterior view of the McArthur Engineering Building				Written on verso: "School of Engineering"	J. Neville McArthur Engineering Building & Addition	Photographs	1959-10	1950-1960	Coral Gables, Florida	1 b&w photograph; 25.4 x 20.5 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 5  Folder No. 1  Folder Title: Engineering Building: Exterior views - 2	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420015500001001	Image	image/tiff	290.543 KB	933	768	0x8BF3F76C	RGB	24-bit depth	600 dpi	asu06420015500001001.tif		2007-11-29	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/1437	1437	1409.jpg	/umphotos/image/1409.jpg
Interior view of the Rosborough-Walsh Residence Hall Complex						Photographs			Coral Gables, Florida	1 b&w photograph; 25.2 x 20.3 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 4;  Folder No. 8;  Folder Title: Dormitories: Rosborough-Walsh Residence Hall Complex: Interior views	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420015300001001	Image	image/tiff	240.592 KB	950	768	0xC89D57A	RGB	24-bit depth	600 dpi	asu06420015300001001.tif		2007-11-29	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/1438	1438	1390.jpg	/umphotos/image/1390.jpg
Exterior view of  the Engineering Building.				Written on verso: "J. Neville McArthur Building; School of Engineering and Environmental Design; University of Miami; Coral Gables, Florida"	J. Neville McArthur Engineering Building & Addition	Photographs	1959	1950-1960	Coral Gables (Florida)	1 b&w photograph; 24 x 19 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 5;  Folder No. 1;  Folder Title: Engineering Building: Exterior views - 2	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420015560001001	Image	image/tiff	386.731 KB	972	768	0x909CA728	RGB	24-bit depth	600 dpi	asu06420015560001001.tif		2007-11-29	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/1439	1439	1415.jpg	/umphotos/image/1415.jpg
President Stanford at the groundbreaking ceremony for the Faculty Club building					University of Miami Faculty Club	Photographs	1967	1960-1970	Coral Gables, Florida	1 color negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series I: Buildings and Grounds	Box No. 5;  Folder No. 8;  Folder Title: Faculty Club: Groundbreaking	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420015890001001	Image	image/tiff	164.161 KB	768	768	0xFC23ACB9	RGB	24-bit depth	600 dpi	asu06420015890001001.tif		2007-11-29	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/1440	1440	1445.jpg	/umphotos/image/1445.jpg
Engineering Building student lounge					J. Neville McArthur Engineering Building & Addition	Photographs			Coral Gables (Florida)	1 b&w photograph; 24 x 19 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 5;  Folder No. 3;  Folder Title: Engineering Building: Interior views	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420015770001001	Image	image/tiff	325.003 KB	1007	768	0x7422B9B6	RGB	24-bit depth	600 dpi	asu06420015770001001.tif		2007-11-29	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/1441	1441	1436.jpg	/umphotos/image/1436.jpg
Interior view of the Mahoney and Pearson Building				Written on verso: "'720' Dorm - Interior"	Daniel J. Mahoney Residence Hall	Photographs			Coral Gables, Florida	1 b&w photograph; 24 x 19.4 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 4;  Folder No. 2;  Folder Title: Dormitories: Mahoney/Pearson "720" - Interior views	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420015120001001	Image	image/tiff	209.095 KB	954	768	0xC260D526	RGB	24-bit depth	600 dpi	asu06420015120001001.tif		2007-11-29	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/1442	1442	1374.jpg	/umphotos/image/1374.jpg
Exterior view of the Twin Towers with ongoing construction				Printed on sticker attached to verso: "960 Residence Halls; University of Miami; Coral Gables, Fla.; The twin towers will house 960 single students: 460 men in one tower; 460 women in the other. Students will share dining facilities and commons housed in tow one-story buildings not shown in photo. All buildings will be ready for use September, 1967"		Photographs		1960-1970	Coral Gables, Florida	1 b&w photograph; 24 x 16.7 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 4;  Folder No. 6;  Folder Title: Dormitories: Rosborough-Walsh Residence Hall Complex: Construction	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420015290001001	Image	image/tiff	393.497 KB	1023	707	0x9CD36B0B	RGB	24-bit depth	600 dpi	asu06420015290001001.tif		2007-11-29	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/1443	1443	1389.jpg	/umphotos/image/1389.jpg
Exterior view of the McArthur Engineering Building				Written on verso: "Engineering Bldg. - exterior" overso.	J. Neville McArthur Engineering Building & Addition	Photographs	1959-10	1950-1960	Coral Gables, Florida	1 b&w photograph; 25.4 x 20.5 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 5  Folder No. 1  Folder Title: Engineering Building: Exterior views - 2	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420015490001001	Image	image/tiff	260.379 KB	940	768	0x9708FF53	RGB	24-bit depth	600 dpi	asu06420015490001001.tif		2007-11-29	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/1444	1444	1408.jpg	/umphotos/image/1408.jpg
Engineering Building under construction	Greenfield, David			Written on verso: "Engineering, School of Demolition"	J. Neville McArthur Engineering Building & Addition	Photographs	1960	1960-1970	Coral Gables (Florida)	1 b&w photograph; 23.4 x 17.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings	Box No. 4;  Folder No. 12;  Folder Title: Engineering Building: Construction	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem					asu06420015450001001	Image	image/tiff	306.18 KB	1023	767	0x7580B61	RGB	24-bit depth	600 dpi	asu06420015450001001.tif		2007-11-29	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/1445	1445	1404.jpg	/umphotos/image/1404.jpg
Exterior view of the McArthur Engineering Building				Written on verso: "Engineering Bldg."	J. Neville McArthur Engineering Building & Addition	Photographs			Coral Gables, Florida	1 b&w photograph; 25.4 x 20.5 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 5;  Folder No. 1;  Folder Title: Engineering Building: Exterior views - 2	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420015630001001	Image	image/tiff	248.531 KB	936	768	0x932B2163	RGB	24-bit depth	600 dpi	asu06420015630001001.tif		2007-11-29	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/1446	1446	1422.jpg	/umphotos/image/1422.jpg
Three men at the groundbreaking for the Graduate School				Dr. Riis Owre, Dean, in center, Jose Ferrer on right	Antonio Ferré Building	Photographs	1962	1960-1970	Coral Gables, Florida	1 b&w negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series I: Buildings and Grounds	Box No. 5;  Folder No. 13;  Folder Title: Ferré Building (Graduate School Building): Ground breaking	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420015990001001	Image	image/tiff	247.455 KB	767	768	0x679983E2	RGB	24-bit depth	600 dpi	asu06420015990001001.tif		2007-11-29	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/1447	1447	1454.jpg	/umphotos/image/1454.jpg
Faculty Club main entrance					University of Miami Faculty Club	Negatives	1967	1960-1970	Coral Gables, Florida	1 color negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 5;  Folder No. 7;  Folder Title: Faculty Club: Exterior views	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420015950001001	Image	image/tiff	320.719 KB	769	768	0xCE065E8C	RGB	24-bit depth	600 dpi	asu06420015950001001.tif		2007-11-29	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/1448	1448	1451.jpg	/umphotos/image/1451.jpg
Exterior view of the McArthur Engineering Building	Schulke, Flip			Written on verso: "Engineering Bldg"	J. Neville McArthur Engineering Building & Addition	Photographs	1961-02-17	1960-1970	Coral Gables, Florida	1 b&w photograph; 25.4 x 20.5 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 5;  Folder No. 1;  Folder Title: Engineering Building: Exterior views - 2	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420015520001001	Image	image/tiff	251.161 KB	955	768	0xC3B06983	RGB	24-bit depth	600 dpi	asu06420015520001001.tif		2007-11-29	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/1449	1449	1411.jpg	/umphotos/image/1411.jpg
Exterior view of  the Engineering Building.					J. Neville McArthur Engineering Building & Addition	Photographs	1959	1950-1960	Coral Gables (Florida)	1 b&w photograph; 24.1 x 19.4 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 5;  Folder No. 1;  Folder Title: Engineering Building: Exterior views - 2	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420015530001001	Image	image/tiff	296.605 KB	970	768	0xAC16484D	RGB	24-bit depth	600 dpi	asu06420015530001001.tif		2007-11-29	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/1450	1450	1412.jpg	/umphotos/image/1412.jpg
Aerial view of the Mahoney and Pearson Residential College					Daniel J. Mahoney Residence Hall	Aerial photographs	1959	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.8 x 20.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 4;  Folder No. 1;  Folder Title: Dormitories: Mahoney/Pearson "720" - Exterior views	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420015050001001	Image	image/tiff	257.673 KB	940	768	0xB37BFD42	RGB	24-bit depth	600 dpi	asu06420015050001001.tif		2007-11-29	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/1451	1451	1368.jpg	/umphotos/image/1368.jpg
Exterior view of the McArthur Engineering Building	Greenfield, David			Written on verso: "Engineering Bldg. exterior, front & Rear 10-1959"	J. Neville McArthur Engineering Building & Addition	Photographs	1959-10	1950-1960	Coral Gables, Florida	1 b&w photograph; 25.4 x 20.5 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 5;  Folder No. 1;  Folder Title: Engineering Building: Exterior views - 2	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420015460001001	Image	image/tiff	275.013 KB	939	768	0x356AF49E	RGB	24-bit depth	600 dpi	asu06420015460001001.tif		2007-11-29	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/1452	1452	1405.jpg	/umphotos/image/1405.jpg
Exterior view of  the Engineering Building.				Written on verso: "University of Miami School of Engineering"	J. Neville McArthur Engineering Building & Addition	Photographs	1959	1950-1960	Coral Gables (Florida)	1 b&w photograph; 24.1 x 19.4 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 5;  Folder No. 1;  Folder Title: Engineering Building: Exterior views - 2	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420015540001001	Image	image/tiff	289.562 KB	958	768	0x963CBB08	RGB	24-bit depth	600 dpi	asu06420015540001001.tif		2007-11-29	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/1453	1453	1413.jpg	/umphotos/image/1413.jpg
Exterior view of the McArthur Engineering Building				Written on verso: "Engineering Bldg."	J. Neville McArthur Engineering Building & Addition	Photographs	1959-10	1950-1960	Coral Gables, Florida	1 b&w photograph; 25.4 x 20.5 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 5;  Folder No. 1;  Folder Title: Engineering Building: Exterior views - 2	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420015510001001	Image	image/tiff	265.954 KB	939	768	0x7E018271	RGB	24-bit depth	600 dpi	asu06420015510001001.tif		2007-11-29	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/1454	1454	1410.jpg	/umphotos/image/1410.jpg
Seven men standing outside of the Engineering Building				The group is standing next to the Tau Beta Pi bent which was dedicated to Dean T. A. Weyher for his contributions to Engineering Excellence	J. Neville McArthur Engineering Building & Addition	Negatives	1967	1960-1970	Coral Gables, Florida	1 b&w negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series I: Buildings and Grounds	Box No. 5;  Folder No. 5;  Folder Title: Engineering Building: Sun Dial	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420015840001001	Image	image/tiff	199.515 KB	765	768	0xA35C1A8	RGB	24-bit depth	600 dpi	asu06420015840001001.tif		2007-11-29	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/1455	1455	1440.jpg	/umphotos/image/1440.jpg
Exterior view of the Women Residence Hall	Greenfield, David			Written on verso: "720 Dorm' - Residence Hall for Women; completed Sept. 1958 (rear view); University of Miami"		Photographs			Coral Gables, Florida	1 b&w photograph; 24.2 x 19.4 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 4;  Folder No. 1;  Folder Title: Dormitories: Mahoney/Pearson "720" - Exterior views	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420015070001001	Image	image/tiff	261.252 KB	963	768	0x24712791	RGB	24-bit depth	600 dpi	asu06420015070001001.tif		2007-11-29	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/1456	1456	1370.jpg	/umphotos/image/1370.jpg
Interior view of the Mahoney and Pearson Building	Greenfield, David			Written on verso: "'720' Dorm- Interior."; Stamped on verso: "UNIVERSITY OF MIAMI PHOTO CENTER"	Daniel J. Mahoney Residence Hall	Photographs			Coral Gables, Florida	1 b&w photograph; 24.2 x 19.4 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 4;  Folder No. 2;  Folder Title: Dormitories: Mahoney/Pearson "720" - Interior views	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420015130001001	Image	image/tiff	243.185 KB	959	768	0x926A5039	RGB	24-bit depth	600 dpi	asu06420015130001001.tif		2007-11-29	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/1457	1457	1375.jpg	/umphotos/image/1375.jpg
